Name,Riskiness R
DBJP,[0.15787747]
DBKO,[0.06004539]
DFJ,[0.02753162]
DIM,[0.09376289]
DLS,[0.07859864]
DOL,[0.16924657]
DOO,[0.29191524]
DTH,[0.20759734]
DVYA,[0.33776908]
DWM,[0.12993972]
DXJ,[0.33896758]
DXJF,[0.39563584]
DXJS,[0.08885691]
ENZL,[0.18114544]
EPP,[0.20136608]
EWA,[0.23903664]
EWJ,[0.0775136]
EWS,[0.96614173]
EWT,[0.74203714]
EWV,[3.30692127e+13]
EWY,[0.13563221]
FAUS,[0.14374635]
FDT,[0.07650479]
FDTS,[0.06680637]
FHK,[0.29277932]
FJP,[0.08245547]
FKO,[0.21932684]
FNDC,[0.04641478]
FNDF,[0.11572713]
FPA,[0.11210851]
GWX,[0.06603738]
HEWJ,[0.20038793]
IDHQ,[0.0638416]
IDOG,[0.14737049]
IPAC,[0.08086221]
IVAL,[0.10002304]
JPIN,[0.08028128]
JPMV,[0.04604132]
JPN,[1.61032096e+13]
JPNL,[0.23716482]
JPXN,[0.06525655]
PAF,[0.15790155]
PDN,[0.07327426]
PXF,[0.13466243]
SCJ,[0.0305919]
VPL,[0.07744879]
