Name,Riskiness R
CHIM,[0.13510211]
COPX,[0.28896783]
CROP,[0.05740476]
CUT,[0.07808524]
DUST,[1.00366344e+14]
FLM,[0.09102882]
FMAT,[0.07658121]
FTAG,[1.08470528]
FXZ,[0.06672187]
GDX,[0.44291503]
GDXJ,[0.44334887]
GDXS,[7.25525938e+13]
GDXX,[0.61893166]
GNR,[0.06894812]
GOEX,[0.43775608]
GRES,[0.06931921]
GUNR,[0.07771852]
HAP,[0.06309925]
HOML,[0.34001243]
IGE,[0.19154718]
ITB,[0.15843651]
IYM,[0.07716847]
JDST,[5.82159109e+13]
JNUG,[1.81958817]
LIT,[0.07990203]
MOO,[0.03118125]
MXI,[0.07565329]
NAIL,[0.50878017]
NUGT,[1.55200126]
PAGG,[0.0979872]
PICK,[0.17077543]
PKB,[0.15574318]
PSAU,[0.4691351]
PSCM,[0.09725141]
PYZ,[0.10787219]
REMX,[0.23257007]
RING,[0.48062177]
RTM,[0.08086053]
SBM,[7.94597487e+13]
SGDJ,[0.63753545]
SGDM,[0.58216156]
SIL,[0.56576744]
SILJ,[0.45579866]
SLVP,[0.43422654]
SLX,[0.15687602]
SMN,[2.84145627e+09]
SOIL,[0.18549133]
UYM,[0.15548032]
VAW,[0.07458656]
VEGI,[0.04604317]
XHB,[0.35837436]
XME,[0.15853578]
