,Date,AIRR,CGW,CHII,EDOM,EVX,EXI,FIDU,FIW,FXR,IEV,ITA,IYJ,IYT,JETS,PHO,PIO,PPA,PSCI,RGI,SEA,SIJ,UXI,VIS,XAR,XLI,XTN,_PRN
0,2005-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2005-04-01,,,,,,,,,,24.095291,,43.065739,52.633781000000006,,,,,,,,,,41.009853,,21.922258,,
2,2005-05-01,,,,,,,,,,23.958807,,44.394596,55.418831000000004,,,,,,,,,,42.528446,,22.617615,,
3,2005-06-01,,,,,,,,,,24.209015,,43.503277000000004,53.453922,,,,,,,,,,41.832417,,21.967126999999998,,
4,2005-07-01,,,,,,,,,,25.011657999999997,,45.52565,58.298912,,,,,,,,,,43.706932,,22.861334,,
5,2005-08-01,,,,,,,,,,25.768791,,44.844219,56.5354,,,,,,,,,,42.512619,,22.321655,,
6,2005-09-01,,,,,,,,,,26.174984,,45.225483000000004,57.228825,,,,,,,,,,43.525021,,22.606485,,
7,2005-10-01,,,,,,,,,,25.378845000000002,,44.715034,58.65036,,,,12.921609,,,,,,43.105824,,22.37211,,
8,2005-11-01,,,,,,,,,,25.768791,,47.341518,63.442882999999995,,,,13.268732,,,,,,45.549805,,23.673956,,
9,2005-12-01,,,,,,,,,,26.246475,,47.357773,64.660255,,13.999529999999998,,13.468323999999999,,,,,,45.446983,,23.643847,,
10,2006-01-01,,,,,,,,,,28.414303000000004,,48.304485,67.054688,,15.727985,,13.721988,,,,,,46.688961,,23.854060999999998,,
11,2006-02-01,,,,,,,,,,28.470827000000003,,49.612221000000005,68.24762700000001,,16.300243,,14.35638,,,,,,48.068016,,24.595948999999997,,
12,2006-03-01,,,,,,,,,,29.541441,,51.590153,70.556313,,16.687912,,14.938625,,,,,,50.276123,,25.587666,,
13,2006-04-01,,,,,,,,,,31.080854,,52.654976,71.840149,,16.900206,,15.068982,,,,,,51.304443,,26.238512,,
14,2006-05-01,,,,,,,,,,30.156546000000002,41.61871,51.279232,72.1064,,15.847973999999999,,14.486732,,,,,,50.052925,,25.790186,,
15,2006-06-01,,,,,,,,,,30.372647999999998,40.780109,50.853396999999994,76.031616,,15.386476000000002,,14.347688,,,,,,49.901463,,25.691404000000002,,
16,2006-07-01,,,,,,,,,,30.971127000000003,41.097767,48.151169,67.56501,,15.069674,,14.348742000000001,,,,,,47.119411,,24.294361,,
