Name,Riskiness R
AADR,[0.32575377]
COPX,[0.63456454]
CRAK,[0.11816656]
DBAW,[2.49695722e+11]
ECON,[4.10611229e+12]
EDC,[0.827742]
EEM,[6.69828216]
EEMS,[5.42081945e+11]
EMCG,[8.11780833e+11]
EMFM,[7.08598925e+11]
FAN,[2.86809749e+11]
FIEG,[0.88636803]
FLN,[0.38636923]
FM,[4.33973322e+11]
FNDE,[0.50969931]
FONE,[0.63388602]
FPA,[1.68395006e+12]
FPXI,[0.65435515]
FWDI,[11.5570083]
GDXJ,[0.64881218]
GDXS,[7.4122265e+12]
HEEM,[1.50164372e+11]
HGI,[3.9454884e+11]
HILO,[2.00438278e+11]
ICLN,[1.89098295e+12]
IEMG,[3.41752116]
IFV,[9.58722068e+11]
IQDF,[2.52813857e+12]
JDST,[1.51028737e+13]
KOL,[0.23333247]
LIT,[0.22389756]
PBD,[2.71071258e+12]
PICK,[0.46211417]
QEMM,[6.91527909e+11]
SIL,[1.60763645]
SLVP,[0.79267321]
SLX,[0.26991314]
SOCL,[0.14047314]
SOIL,[4.77613007e+11]
TLTE,[2.05873559e+11]
VIDI,[1.87256868e+11]
