BIL,DFVL,DFVS,DLBS,DTUL,DTUS,DTYL,DTYS,EDV,FLAT,GOVT,IEI,ITE,PLW,RISE,SCHO,SCHR,SHV,SHY,SPTL,SPTS,STPP,TAPR,TBF,TBX,TLH,TMF,TMV,TTT,TUZ,TYBS,TYD,TYNS,TYO,UBT,UST,VGIT,VGLT,VGSH,ZROZ
-0.00043740341710284987,0.021662821281640408,-0.005642217246671721,-0.06938771289740195,-0.0335246295148802,-0.04995224307985998,0.025323217717222717,-0.11581076959663812,0.01447043305005665,0.018691640397336992,0.009051850083748704,0.010906290400322052,0.007635927346900764,0.018398417957003168,-0.009684210526315807,0.003207995836420064,0.009406968751270771,0.0002718867704059744,0.0011548274897799904,0.017917787990417426,0.002972230343673435,-0.03436898637253193,-0.08904558823529395,-0.02349667658773721,-0.01851227117482052,0.018411299669695375,0.050990775505758285,-0.06047155778101133,-0.030120556066128013,0.001667237622126669,-0.010154447478235865,0.04879135946125846,-0.013017411373424126,-0.016897962941555128,0.02360405311128666,0.030668563152113,0.009802322515354685,0.01420156903130692,0.0005398084147378062,0.008814918590106156
-0.00021892682061259368,0.0,0.006008010881442276,0.0233918128654971,0.02046871874999989,0.032819791265244744,0.012998830105290522,0.07915729380166837,0.0034510372773133976,-0.010341934773278818,-0.002828103142467743,-0.004767540314167239,-0.0036150644306035687,-0.009625517575211451,-0.006377508503401408,-0.001459980199203718,-0.005777385121057109,-0.00035316965839924747,-0.0014111424471033875,-0.003261323687274623,-0.0029634223697848397,0.004271099210452801,0.0542614880156329,0.0028548886052955076,0.005144013137572554,-0.007780643242238705,-0.017345439786925626,0.026181824553516544,-0.03907856524273461,-0.0012732755124757258,0.0022301956134714988,-0.0050295106442060245,-0.003043593313651697,0.006752616974648823,-0.010139733472784155,-0.014179712896564431,-0.005869683002529715,-0.01104319808192987,-0.0016823264727951876,0.0016950691848899465
0.00021897476006060816,-0.03359713254297249,0.038818846676139634,0.015238095238095254,-0.022661093941543115,0.04863813229571996,-0.027588874631079213,0.04168859938318727,-0.014322029376847276,0.012978189348451378,-0.004038685641103497,-0.004183988304093995,-0.003486978456601789,-0.002792476973507605,0.033033759818837875,-0.002618118983221276,-0.0035609278007306304,-0.00010015529403961608,-0.002595861397850466,-0.008787303914569859,-0.003963109668057486,0.005386986107173242,0.0390625,0.006913398880500215,0.005458889845099229,-0.0040239212824069405,-0.0271169097223676,-0.0014173772277083815,0.02127640824423542,-0.0027466209492942426,0.006675562701401935,-0.03748932925671996,0.004409811041077301,0.015243886891322538,-0.014325130749230522,-0.008903652998493319,-0.004443711646589887,-0.001266944253277799,-0.0021312436779293703,-0.012148688073589646
-0.00021892682061259368,-0.00463539856867437,0.019163239193971192,0.01407134146341455,-0.017233306682334172,0.025664749536177988,-0.012800224502510359,0.026849037487335414,-0.026738748097169758,-0.0009982862229047454,-0.0036241162275047274,-0.004011317846696014,0.0028695364445154594,-0.0003292515930215047,0.0036036782370971647,-0.0013483330567670925,-0.0035061976342451217,-0.00020847189232654174,-0.0020004307113922737,-0.004681199988022003,-0.001989336886908564,-0.01551040652877646,-0.007759368421052573,-0.001211663892158676,0.0016966798688939262,-0.0054137359987859075,-0.024059877030512825,-0.0070972671413012545,-0.007120140303719809,-0.0029729548546271077,-0.00044207733015738876,-0.032604005901228604,0.00405273363521215,0.0006007113521434037,-0.023200041758793213,-0.011273584485619294,-0.0035563023785619373,-0.007184608899112196,-0.002462591653649375,-0.01876118395670926
0.00021897476006060816,0.055883252278275626,-0.14384205578188655,-0.1665125269883197,0.04893994898772529,-0.1052155022740731,0.0,-0.22249629995066603,0.09608813674811363,0.020652864412843697,0.02382734195153833,0.023887146367377432,0.012398721922695428,0.03373847028386565,-0.03462796648644185,0.0073526255415729234,0.02489036428841579,0.0008804013146671723,0.007520961664132027,0.056935602828566,0.010298973123515845,-0.035806359209395594,-0.2195077831138524,-0.05216336263099527,-0.03353655833936075,0.04075137170619597,0.17742144803261645,-0.15761260982446887,-0.1553785191889834,0.008415322126873195,-0.058381322828853686,0.1112869329780605,-0.00908191281704497,-0.08643459597503736,0.12494431850139595,0.06829436497218559,0.024965394395017125,0.0575050690530646,0.007631345133323935,0.10049221370163557
0.0,0.04719209264299133,-0.031844765739385064,-0.1337402885682575,0.005775030131837578,-0.010444710242587644,0.0773960721132489,-0.10469543147208124,0.040736759788294566,0.011912516512932816,0.008202741287899303,0.004311759729169275,0.003617818040814527,0.02008094018625109,-0.011885378874962807,0.0001967670956808999,0.007118338701603966,0.0002719686682516941,0.0005883586758460483,0.025156288293185062,0.0006578074177457778,-0.05080210932857981,-0.10466019417475728,-0.03242320841207977,-0.014721359432142212,0.016956537362569604,0.08707092728143165,-0.09715735352390947,-0.09842764628368683,0.0005878873569688089,-0.031939924697704083,0.04111546443855445,-0.044806440373745635,-0.053219525087344274,0.05946116070136132,0.027912391427323092,0.006380711984435843,0.026108321470524085,0.0004909395812815832,0.04081815414507897
0.0,0.007721409193258174,0.03100185137989217,0.025624599615631145,-0.016772438803264032,-0.0068097035475074294,-0.005086799133667379,0.0070871722182850065,-0.007437001082889945,0.0030640704100651198,0.0007857477860023135,0.002536375019250554,0.0015922325822951273,0.0007491657811097132,-0.0035478971962616705,0.0014492557023886405,0.0021368838748117122,0.000353286443187736,0.0013551526991542227,0.0018462103784824375,0.001971651751339241,-0.01345855982915308,0.03014530470613751,-0.001322741941361804,0.0007114279051404521,0.0014478164491455508,-0.006420557712345961,-0.006108988875129486,-0.0017438969051413273,0.0009607363457321443,0.012615267510891173,-0.025415626591950947,0.01528073086242095,-0.004857794312443849,-0.00022984632374018705,-0.0037397774791559975,0.0020479432909130827,-0.00015234406605947926,0.001407516065225829,0.0010467966028772145
0.0004375948225735501,-0.009473404980125513,-0.019801980198019768,0.043722610868207265,0.010757599508222077,0.02331162152896811,0.008105673822030736,0.03870513722730464,-0.005540303145129927,-0.02186496749413231,-0.0034884482149905747,-0.0014851064412412418,-0.0001322569567864731,-0.004247397070748714,0.0077290053092053,0.00047717413888719083,-0.0017974658886433094,0.0004532626236164388,0.00031786425300644035,-0.006487171719305657,-0.0016399674226290175,0.02189083121827423,0.06442109473684204,0.0061811799930223356,0.00035540719086264846,-0.003873151408545453,-0.02394057270260088,0.010874669831750665,0.009084387075095443,0.001332019870521992,0.0023956843119387274,0.005015112942568418,-0.010850483727514612,0.000697478698125029,-0.018592883979733597,-0.00473470283256201,-0.0015391386511830548,-0.003106854974049565,0.0002948223547237838,-0.02284599570333605
0.0,-0.007876188688500324,-0.0048634493078937155,-0.05505679563475741,-0.0013683594968081992,0.03383587939698489,-0.010143481451928766,0.028455284552845524,0.0102081036118358,0.034681147271531834,0.0,-0.002114625237765234,-0.0018739081522661267,0.0034083325614246373,0.002671492588762393,-0.0012690854408015245,-0.0019915398972872467,-9.036857787587356e-05,-0.0011656647872195813,0.006860498002560598,-0.0013140479695765875,-0.012728966554764676,-0.060522189061622225,-0.010092368292915741,0.0003554245418510071,0.002822416434653357,0.01855867406164556,-0.028999071515206906,-0.024238179393477458,-0.002563317746909741,-0.015774292520058325,0.008183788773473175,0.003538564965795316,0.008362295693792382,0.01351356346288403,-0.000821056070669888,-0.0018508045694461766,0.006402623252086661,-0.0015050020888580141,0.01866378151694501
-0.00021883106127332206,0.020272185706376625,-0.13909774436090236,-0.2545915136162128,0.035018316077953554,-0.10725864850101596,0.025118746255389138,-0.2832674571805006,0.090392078024,0.009213629718607888,0.02180675176444528,0.01812838656722764,0.015806780914344058,0.04345413370374873,-0.0400945423291792,0.006079448756831173,0.021120935587806644,0.0009240120660522953,0.0060008696976351856,0.06709706342940347,0.008552719438747155,-0.020125755349866502,-0.286315747368421,-0.06693257141883409,-0.03410299787528115,0.04177785936489448,0.21225365692611856,-0.1926781638319344,-0.19552867921951889,0.006496856463573356,-0.06605148101322007,0.0831517832888094,-0.035260948494699865,-0.1050449315939236,0.13472473538164495,0.0596645415044384,0.02074770484516611,0.061799115257436574,0.0070464313826638795,0.10072285058656187
