Name,Riskiness R
BIL,[0.00193464]
DFVL,[2.83850132e+11]
DFVS,[0.30545619]
DLBL,[0.54080135]
DLBS,[1.0819334]
DTUL,[8.98524542e+11]
DTUS,[0.14821073]
DTYL,[1.08599649e+11]
DTYS,[0.60173214]
EDV,[0.75045513]
FLAT,[0.20137696]
GOVT,[1.54213447]
IEF,[3.76210932]
IEI,[0.42300264]
ITE,[0.41929845]
PLW,[0.64784573]
PST,[2.19461266e+10]
RISE,[0.12433719]
SCHO,[0.12565216]
SCHR,[0.44699986]
SHV,[0.00149856]
SHY,[8.49721047e+08]
SPTL,[0.45401463]
SPTS,[3.4844868e+10]
STPP,[1.55168808e+12]
TAPR,[2.1628278]
TBF,[2.92928223e+11]
TBT,[5.06985833e+11]
TBX,[6.66033518e+10]
TLH,[9.79259743]
TLT,[0.43707855]
TMF,[3.04267587]
TMV,[3.05984761e+11]
TTT,[9.4076751e+11]
TUZ,[1.06185347e+10]
TYBS,[3.17760874e+11]
TYD,[2.31654267e+11]
TYNS,[1.55790727e+11]
TYO,[2.50455897e+11]
UBT,[2.1217505]
UST,[7.08271507e+11]
VGIT,[0.64529383]
VGLT,[0.42956751]
VGSH,[0.11376132]
ZROZ,[0.58363631]
