AIRR,CGW,CHII,EXI,FIDU,FIW,FXR,IEV,ITA,IYJ,IYT,PHO,PIO,PPA,PSCI,RGI,SEA,SIJ,UXI,VIS,XAR,XTN,_PRN
-0.04831194328973743,0.014523518288086934,0.04853619218469346,0.0136007252264086,0.02156251675528792,-0.002369638242810938,0.021948761084495245,0.020185742595654702,0.026528749229892536,0.024434644544339586,0.05507355923841335,-0.0007738443686900422,0.003431946441135857,0.029437607796730526,0.008693630739478053,0.027171286780879416,-0.06172807491491297,-0.07259845165333648,0.0567861669857222,0.02770660879359897,0.03297142941381137,0.08670404428321547,0.004910263875491534
0.0005457820005764712,-0.02025133668164963,0.03379870325594512,-0.02462291363949853,-0.0038060786431153705,0.0008904715123021662,-0.013016606046198191,-0.054468477620949265,0.004730670310107335,-0.006894630397364328,-0.007621031102560086,-0.002711205624229552,-0.01838402415225762,0.003755273964546424,0.03182324644226912,0.0011067911034819682,-0.02947387623548392,0.011217188358638962,0.007872077793026372,-0.013756574474852054,0.016657565036814724,0.017251179469004386,0.007223335113341877
-0.08834650877619983,0.0004965875383173295,-0.033547270422466205,-0.012498927467249548,-0.03648019798379463,-0.07233092225141996,-0.033189891301827236,0.011349835825889313,-0.00026083028904756966,-0.029193659645246426,-0.05245894030685655,-0.050588590461319666,-0.01932646503718368,-0.01313254529858497,-0.06550633433009054,-0.039942451364571696,-0.015834323831856453,0.05853194520208362,-0.06682599042924317,-0.023291296750852758,-0.014981097364110628,-0.07236898120726823,-0.036689936924112834
0.1071148611022178,0.028995927106544857,0.03259267415990561,0.06203008064760843,0.06664253111057795,0.048366480624725997,0.07610562870485027,0.05991103475446277,0.07796514615064844,0.06944441185016502,0.04548341413085105,0.03973762161255552,0.04055256043741988,0.07827100964226354,0.08789685543872036,0.05820431235075772,0.08458563754225068,-0.1295429603275616,0.12451994001484537,0.061458993157453914,0.08645889086483279,0.07376396586492635,0.06998674944161583
0.02815373290949845,-0.007044694850844199,0.10473458036812422,-0.018243660120191716,-0.022071220015624244,-0.03421945437976975,-0.007327198103794348,-0.02252153661379768,0.0036487582194468155,-0.020343279759804347,-0.03487795629688312,-0.01891238837271864,-0.012847904974184685,-0.004875427907554467,0.007191074042793317,-0.017058649272203567,-0.015392501256422785,0.029969348644775493,-0.03756086059898426,-0.014956951537875591,0.009508296712697423,-0.013089282553232549,-0.01045725504585136
-0.04528691351763995,0.036182985614937664,0.27012991561585714,0.014283756884078682,-0.00033500018486130634,0.00876464487017279,-0.012516150315393808,0.04088552081429418,-0.025770222068741917,-0.0020703854563694554,-0.01397601562010303,0.01044190949758005,0.05639907674885094,-0.026802106895803868,-0.025347737475917557,-0.006150314745893152,0.05440364588339335,0.015170285505852954,0.0065699809753511935,-0.006241066080400341,-0.023036205350467413,-0.0412443904181554,-0.028802196622541607
0.0,0.006504699612003988,-0.01584873402482314,-0.0009571900507924435,0.008716824655393836,0.004082871828213373,-0.0006498436922927102,0.002604200385148973,0.01215665615360256,0.00931879791327664,-0.031432825028950416,0.0226549691989012,0.0127309269680483,0.015126020492116603,0.012100226802423166,0.0038177670443158796,-0.027846597376321874,-0.026457580821191398,-0.0035399861062148617,0.003749483157412907,0.015254556162830469,-0.022119420509863454,0.012161074556528786
0.0033096256111920103,-0.02789124798110331,-0.1262338061430985,-0.03845608186953209,-0.026961602397968538,-0.020331607031625728,-0.029593562871800906,-0.05346327116275147,-0.01990805520610196,-0.02742139009513392,-0.027893222322999983,-0.030314861231800414,-0.035685406269833776,-0.025110800495414608,0.010461322476361308,-0.02897092711511365,-0.07263435897104381,0.03799687647208656,-0.03636975375237715,-0.022132892425317505,-0.01777296234335431,-0.02603793636506753,-0.023819483189293368
-0.03887022319347129,-0.00839741926075208,-0.14447078993296295,0.01299082440002039,0.0004294715466884757,-0.032175853787896155,-0.012734524848373506,0.044253145876350576,-0.007294919435202706,0.0036968108276640883,0.041431832175491366,-0.0424818273482082,-0.02381621858413852,0.006642961439763072,-0.0181860622465144,0.00045200768114732586,-0.02103693114859276,-0.007272554559901702,-0.013851716214300551,-0.000286544245819765,-0.031222057145219095,0.02562670113985342,0.0032021098449193405
-0.047509831667411705,-0.059985853306727926,-0.0875608156979047,-0.05750389594682821,-0.050303457675599766,-0.04561976608395346,-0.0621182630958876,-0.06407682267084729,-0.03863086223128608,-0.054685223150823664,-0.06257516441280432,-0.07766590960934536,-0.08246514318612334,-0.03299476458446145,-0.06551728710712755,-0.05555587129400198,-0.06476068717967094,0.1213673552347283,-0.10045503229430107,-0.052159015767591764,-0.03976500046694608,-0.07243599999684748,-0.05783363053365125
-0.08112985569820695,-0.009009103459888932,0.039603904181743366,-0.03585413312919576,-0.04132205309897403,-0.04433675755206108,-0.06514637439961188,-0.05057244606991902,-0.03930225996496066,-0.03143527123658788,-0.008573861561622986,-0.06508856895503774,-0.04872296651370242,-0.04199474482137957,-0.04197435632888264,-0.037177229726697535,-0.08858392765620267,0.027656875053318486,-0.10661496552499816,-0.04293478118680009,-0.06051781961794561,-0.04985334364722649,-0.048098570145989485
0.09745433673884277,0.07272730971803558,0.07032969786590401,0.09078123630821236,0.0952401091595792,0.09678916222081199,0.07623960359189269,0.06105528965123053,0.08708849354201248,0.0950567263951351,0.04675047854377205,0.11184271177632706,0.08317936549255872,0.09056065997401744,0.09998385208609784,0.08501005059404187,0.08048288690002324,-0.16507725679571206,0.2365675734678155,0.1032654527728852,0.08596184496774567,0.06909191334328894,0.08974352951907036
0.07243436074864472,0.014124290999403022,-0.07392211084857424,-0.01790583952351792,0.014038851199347991,0.03576153568344604,0.00576772024182473,-0.013971004091506182,0.014461943762060066,0.014068344019254107,-0.0013005674235694706,-0.029372936441324025,-0.010119619124761337,0.020699545608142446,0.028063926175051167,0.014690304964143844,-0.03603627602591435,-0.03299499357737845,0.030164230987387176,0.012300218000828615,0.011275379882636874,-0.002997233571772059,0.023425556584625487
-0.08145096449250712,-0.05501392809753357,-0.06504049494132283,-0.013710427895075546,-0.034078841640118256,-0.037403911894143466,-0.06451589790771364,-0.03674364709962594,-0.014422592565146056,-0.035245492588133705,-0.07649606014519761,-0.02122872210770196,-0.02741646667690158,-0.02329423365540333,-0.07805503359934353,-0.03914748118690132,-0.1542054419769949,0.05695541173245507,-0.06884539858182513,-0.0333908374866377,-0.03344910442327737,-0.07987961070069892,-0.03735693381830889
-0.07744312036072665,-0.004392077304613642,-0.13957024018721972,-0.04294162275658267,-0.05809359935655061,-0.03660704943254835,-0.06554148942166198,-0.04815558410226055,-0.07268139784955438,-0.0548602285500816,-0.07830662038605789,-0.0591606103789319,-0.05255576913012895,-0.0583667302076867,-0.06294040976893757,-0.05489981139638099,-0.07529590748781045,0.11745713829053875,-0.12510978062483502,-0.05936242086877362,-0.0674870273120518,-0.0699528171709227,-0.058909036895564364
0.03884129551145718,-0.013544009892314815,-0.018867977739150263,0.020567283871437674,0.03684823229850722,0.050431723596009566,0.05351990073799224,-0.031085512449891856,0.02513247659908749,0.02932069938209065,0.06625183424701503,0.008361991983615836,-0.01774837791372983,0.012608881427567031,0.02229360063231126,0.04970553283427207,-0.03530433069786865,-0.06733340242141184,0.09117300802132157,0.03872181721243941,0.025746609239578104,0.06654920641702537,0.006202159561128351
0.11343487953936665,0.07170105973046405,0.1471154481840509,0.07526702954452498,0.07448020366111215,0.08845772106328151,0.0847989317971827,0.06334979688032975,0.042078875329944684,0.07382155498970462,0.07910901247844171,0.07121936835826838,0.08569924632932832,0.04713903250564882,0.08989615646556133,0.07041729703789325,0.0603842977755204,-0.15939956431497246,0.12858391637315394,0.07160324631775118,0.04578332408971012,0.08484984554526473,0.07230929958367974
0.03073409768293995,0.04163691677185593,-0.012573335207889088,0.007525140190053458,0.0197531083223826,0.06594774205875639,0.0263477744702354,0.030682759638840013,0.045405567420733255,0.01884084020387876,-0.007002921028381631,0.04553748285265123,0.03185946742704482,0.03258624618665616,-0.001682016506070436,0.014582340445495725,0.07758387439173735,-0.01247171010578792,0.03230321299917741,0.015569597833465674,0.04703463924862968,-0.011107708318894896,-0.004864083005926965
0.008338001663919825,0.009224555792212171,-0.0008489441353613204,-0.0018318131518962587,0.0017313412346382135,-0.003688821053535378,-0.001054044704395434,-0.008434704731407656,0.01772374893075969,0.00699432623676914,-0.008152275018538477,0.011759533636564472,0.0,0.015105855588551109,0.0256411528409447,0.008472702489355862,-0.02912607408684658,-0.02181388323653832,0.015997509970510287,0.000752274851506428,0.02536301715909236,-0.010152344242647991,0.0455453576050778
0.0018618894638219306,0.015233615975229016,-0.0220901225914768,-0.01934220966403708,0.0024195789637065147,0.0014240325654530164,-0.03622934888659353,-0.054540874223886385,0.007256268144056323,0.004569324078231454,-0.041309299331600206,0.01764960668098186,-0.0041474499352722105,0.012986729261553892,-0.010869656377216413,-0.01590679648855676,-0.08750023243784996,-0.02435453780614172,-0.0017589301524755727,-0.0014096012978731289,0.0007168948244360117,-0.027870639385055445,0.00892474113766216
