,Date,BZF,CEW,CNY,CROC,CYB,DBV,DRR,EUFX,EUO,FXA,FXB,FXC,FXCH,FXE,FXF,FXS,FXSG,FXY,INR,UDN,ULE,URR,USDU,UUP,YCL,YCS
0,2005-12-12,,,,,,,,,,,,,,109.63858799999998,,,,,,,,,,,,
1,2005-12-19,,,,,,,,,,,,,,108.40741000000001,,,,,,,,,,,,
2,2005-12-26,,,,,,,,,,,,,,108.079102,,,,,,,,,,,,
3,2006-01-02,,,,,,,,,,,,,,110.91536699999999,,,,,,,,,,,,
4,2006-01-09,,,,,,,,,,,,,,110.87915,,,,,,,,,,,,
5,2006-01-16,,,,,,,,,,,,,,110.90653999999999,,,,,,,,,,,,
6,2006-01-23,,,,,,,,,,,,,,110.62355,,,,,,,,,,,,
7,2006-01-30,,,,,,,,,,,,,,109.801842,,,,,,,,,,,,
8,2006-02-06,,,,,,,,,,,,,,108.888405,,,,,,,,,,,,
9,2006-02-13,,,,,,,,,,,,,,109.226669,,,,,,,,,,,,
10,2006-02-20,,,,,,,,,,,,,,108.63240800000001,,,,,,,,,,,,
11,2006-02-27,,,,,,,,,,,,,,110.104378,,,,,,,,,,,,
12,2006-03-06,,,,,,,,,,,,,,109.23224599999999,,,,,,,,,,,,
13,2006-03-13,,,,,,,,,,,,,,111.81385800000001,,,,,,,,,,,,
14,2006-03-20,,,,,,,,,,,,,,110.39488200000001,,,,,,,,,,,,
15,2006-03-27,,,,,,,,,,,,,,111.19133000000001,,,,,,,,,,,,
16,2006-04-03,,,,,,,,,,,,,,110.88923600000001,,,,,,,,,,,,
17,2006-04-10,,,,,,,,,,,,,,111.212425,,,,,,,,,,,,
18,2006-04-17,,,,,,,,,,,,,,113.41304,,,,,,,,,,,,
19,2006-04-24,,,,,,,,,,,,,,116.09038500000001,,,,,,,,,,,,
20,2006-05-01,,,,,,,,,,,,,,116.8423,,,,,,,,,,,,
21,2006-05-08,,,,,,,,,,,,,,118.879631,,,,,,,,,,,,
22,2006-05-15,,,,,,,,,,,,,,117.492828,,,,,,,,,,,,
23,2006-05-22,,,,,,,,,,,,,,117.08873,,,,,,,,,,,,
24,2006-05-29,,,,,,,,,,,,,,118.70515400000001,,,,,,,,,,,,
25,2006-06-05,,,,,,,,,,,,,,116.38816100000001,,,,,,,,,,,,
26,2006-06-12,,,,,,,,,,,,,,116.25936100000001,,,,,,,,,,,,
27,2006-06-19,,,,,,,,,,,,,,115.284256,,,,,,,,,,,,
28,2006-06-26,,,,,,,,,,52.762863,165.92918400000002,82.006279,,117.84162099999999,79.485649,126.647697,,,,,,,,,,
29,2006-07-03,,,,,,,,,,53.357997999999995,166.252228,82.060989,,117.90601299999999,79.534195,127.721695,,,,,,,,,,
30,2006-07-10,,,,,,,,,,53.55396999999999,165.16931200000002,81.14413499999999,,116.640022,78.734619,125.24604,,,,,,,,,,
31,2006-07-17,,,,,,,,,,53.55396999999999,167.370026,80.449333,,117.165283,78.61805,124.90909599999999,,,,,,,,,,
32,2006-07-24,,,,,,,,,,54.66788100000001,167.899994,80.961334,,117.68128200000001,78.802612,126.06572,,,,,,,,,,
33,2006-07-31,,,,,,,,,,54.35569399999999,171.46598799999998,80.997917,,118.73178899999999,79.56044,127.55921200000002,,,,,,,,,,
34,2006-08-07,,,,,,,,,,54.67609399999999,170.565903,81.723946,,117.58577,78.231033,126.91833500000001,,,,,,,,,,
35,2006-08-14,,,,,,,,,,54.198710999999996,169.799896,81.558914,,118.592056,78.862808,127.164574,,,,,,,,,,
36,2006-08-21,,,,,,,,,,54.099014000000004,170.50280800000002,82.879112,,118.01042199999999,78.474014,125.83319099999999,,,,,,,,,,
37,2006-08-28,,,,,,,,,,54.67609399999999,171.77336100000002,83.016624,,118.592056,79.06693299999999,125.586975,,,,,,,,,,
38,2006-09-04,,,,,,,,,,54.034176,168.809494,82.10028100000001,,117.37471799999999,77.993439,124.27806899999999,,,,,,,,,,
39,2006-09-11,,,,,,,,,,53.905354,169.957825,82.238197,,117.23597,77.448891,125.656815,,,,,,,,,,
40,2006-09-18,,,,,,23.424961,,,,54.37048299999999,172.245483,82.477234,,118.438484,78.742134,126.213753,,,,,,,,,,
41,2006-09-25,,,,,,23.613871,,,,53.60481600000001,169.885483,82.44968399999999,,117.55974599999999,77.789215,124.81675,,,,,,,,,,
42,2006-10-02,,,,,,23.878345,,,,53.232696999999995,169.831223,81.67731500000001,,116.54223600000002,77.137741,123.903702,,,,,,,,,,
43,2006-10-09,,,,,,24.161713,,,,54.108619999999995,168.58725,81.184517,,116.049927,76.350365,123.803665,,,,,,,,,,
44,2006-10-16,,,,,,24.105042,,,,54.597286,171.317932,82.18960600000001,,117.115776,77.284317,124.123749,,,,,,,,,,
45,2006-10-23,,,,,,23.982248000000002,,,,55.481266000000005,172.597137,82.65065,,118.31141699999999,78.033417,126.592476,,,,,,,,,,
46,2006-10-30,,,,,,24.17116,,,,55.395039000000004,172.551773,81.63636,,117.903648,77.615082,126.555901,,,,,,,,,,
47,2006-11-06,,,,,,23.868904,,,,55.545666000000004,174.17481999999998,81.785652,,119.441223,78.476166,129.436218,,,,,,,,,,
48,2006-11-13,,,,,,23.972803,,,,55.718948,172.672775,80.777527,,119.385529,78.22305300000001,129.518585,,,,,,,,,,
49,2006-11-20,,,,,,23.670545999999998,,,,56.440735,176.38696299999998,81.683891,,121.856422,80.549774,132.73259,,,,,,,,,,
50,2006-11-27,,,,,,23.651654999999998,,,,57.011005000000004,180.301376,80.805237,,123.95581100000001,81.59144599999999,135.287308,,,,,,,,,,
51,2006-12-04,,,,,,23.878345,,,,57.075947,178.625809,80.792961,,123.02060700000001,80.961304,133.620132,,,,,,,,,,
52,2006-12-11,,,,,,24.275063,,,,56.851189,178.479675,80.273544,,121.94996599999999,79.85063199999999,132.61132800000001,,,,,,,,,,
53,2006-12-18,,,,,,24.360069,,,,57.083225,179.484543,80.40342700000001,,122.61097,80.045502,134.014542,,,,,,,,,,
54,2006-12-25,,,,,,24.56856,,,,57.57626,179.502838,79.72637900000001,,123.178848,80.016273,134.16133100000002,,,,,,,,,,
55,2007-01-01,,,,,,24.502285,,,,56.568424,176.469971,78.937996,,121.112076,78.886131,131.694077,,,,,,,,,,
56,2007-01-08,,,,,,24.862057,,,,57.185825,179.758621,79.71611,,120.71874199999999,78.17144,130.748276,,,,,,,,,,
57,2007-01-15,,,,,,25.070345,,,,57.724838,181.44563300000002,79.474289,,121.19473300000001,78.229935,130.968796,,,,,,,,,,
58,2007-01-22,,,,,,25.01354,,,,56.6031,180.1987,79.037094,,120.83074199999999,77.859406,130.73001100000002,,,,,,,,,,
59,2007-01-29,,,,,,24.77685,,,,56.450115000000004,180.36377,78.469658,,121.073425,78.2202,131.52919,,,,,,,,,,
60,2007-02-05,,,,,,24.890459,,,,56.965149,179.76760900000002,79.685753,,121.778351,78.176971,131.42259199999998,,,,,,,,,,
61,2007-02-12,,,,,,25.01354,,,,57.770058,179.87799099999998,80.33873,,123.12561799999999,79.143188,130.99923700000002,,83.91999799999999,,,,,,,,
62,2007-02-19,,,,,,25.344905999999998,,,,58.187121999999995,181.212479,80.655937,,123.443748,79.338394,130.492966,,82.779999,,,,,,,,
63,2007-02-26,,,,,,24.615896,,,,57.19930600000001,178.93013,79.30326099999999,,123.49985500000001,80.32412,130.695572,,85.849998,,24.276787,,,,24.303659,,
64,2007-03-05,,,,,,24.994604000000002,,,,57.429142000000006,178.64918500000002,79.839233,,123.094353,79.34344499999999,130.001053,,84.620003,,24.131821,,,,24.4984,,
65,2007-03-12,,,,,,24.871525,,,,58.634129,179.748215,79.614723,,125.07293700000001,80.9944,132.398148,,85.599998,,24.431417,,,,24.216028,,
66,2007-03-19,,,,,,25.439585,,,,59.435036,181.752258,80.793266,,124.932243,80.261711,132.17691000000002,,84.639999,,24.450745,,,,24.274448,,
67,2007-03-26,,,,,,25.534257999999998,,,,59.736298,182.389542,81.46669,,125.588669,80.447334,132.398148,,84.91999799999999,,24.557055,,,,24.138132000000002,,
68,2007-04-02,,,,,,25.789886,,,,60.390243999999996,182.112473,81.373161,,126.03876499999998,80.300812,133.71670500000002,,84.25,,24.644029999999997,,,,24.118658,,
