,AADR,COPX,CRAK,DBAW,ECON,EDC,EEM,EEMS,EMCG,EMFM,FAN,FIEG,FLN,FM,FNDE,FONE,FPXI,FWDI,GDXJ,GDXS,HAWX,HEEM,HILO,ICLN,IEMG,IFV,IQDF,JDST,KALL,KOL,LIT,PICK,QEMM,SIL,SLVP,SLX,SOCL,SOIL,TLEH,VIDI
0,-0.0634401938555115,-0.14236498393059396,-0.0449041803169038,-0.027156096365280442,-0.023430689753482645,-0.16768046949415674,-0.035531615399571115,-0.054640872192753286,-0.06506174786449129,0.004581356589697676,-0.04105565625126073,-0.06249437741327884,-0.031794239022868105,-0.07482457416267949,-0.022098375286852615,-0.08892906281479418,-0.0998525656364085,-0.06922066616063212,0.0009623081184478419,-0.10996308837706482,-0.06997742663656872,-0.020898687809313875,-0.008832474057237796,-0.10900698907536108,-0.03883082229226606,-0.08505349856579697,-0.034464859207985345,-0.05043730917273834,,-0.005884496950766102,-0.09940300770992479,-0.12470308788598573,-0.03378543672351589,-0.023370082253297987,-0.038633618740474045,-0.046653114504796235,-0.08047720330670138,-0.07645639611547432,-0.03464161683872582,-0.035358515936254976
1,-0.002217299602277876,0.19080929126445245,-0.03485391204818842,-0.03945557166410296,-0.032132561610043235,-0.038621965496856155,-0.008177964379189547,-0.010498473019150308,0.00411105381798317,0.024896317050109154,-0.03601102306812194,0.006800105093377798,0.025019691632774992,0.04182991368074765,0.013659437088350056,0.0554040018889354,-0.025378579121215626,0.012289502967403382,0.3603979979099792,-0.5219734912321675,-0.002912572815534041,-0.01139900397309743,0.02129554017279623,-0.03333321297539875,-0.00964125759686502,-0.03259520499387144,-0.012602638613656503,-0.6933427464039099,,0.09612140255374435,0.04598342233026451,0.12075983717774758,-0.001766402036429377,0.29261516649909086,0.36481476606307967,0.10335045246700919,-0.05035579986184756,0.023631751225987603,-0.0017856683830517915,0.019101651053089776
2,0.06694429271879855,0.18372468639916015,0.11833234120946085,0.039659930842211186,0.13682102572214802,0.4201952333180009,0.129617528353069,0.09416434555473611,0.13975876609511287,0.12261413947752423,0.11494268728212537,0.13222977172099212,0.17772680309451205,0.027603490851922027,0.16395315107768496,0.06683891102539309,0.09743801879096352,0.06924460252995907,0.0723913373758891,-0.138768389825854,0.04673802109357248,0.0838575186170124,0.10512582353524895,0.11058246649870918,0.12547316040928455,0.08963769866013502,0.08394691018322742,-0.34180133369097077,,0.15846161088035038,0.13771186416401388,0.16464891041162222,0.08958177791285468,0.13874569148107246,0.13025788849926326,0.2861553910034781,0.06167146106192901,0.0729039834664336,0.07692316192363902,0.07193515704154012
3,-0.0027374159039281233,0.2182849985394525,-0.02049081208063769,0.002270580462127917,0.008849461536563361,0.0022936079519743535,0.0040873662202542925,0.005575862817223723,0.004854395166907458,0.02988145319611938,0.031066647065526733,0.03234755584811511,0.06553907673007987,0.023606035811473157,0.04775684616888471,-0.034955808947709166,0.00267875380815839,0.039528998939154895,0.3831237328005073,-0.4340382821239104,0.019999999999999987,-0.0048355553889860015,0.019635851178104125,-0.014989163726369785,0.0067277276309982755,0.007584619666902441,0.028884484765808516,-0.6842105503520797,,0.15405024482361687,0.058193573533529115,0.15592515592515593,0.018067593480105316,0.38362885138386177,0.4009602906044213,0.18647459906005392,0.011400658206793512,0.012457479012670341,-0.0032383918107901978,0.005671124763705032
4,0.008881832159890512,-0.15590468103129726,-0.0467789075247481,0.01812422434215659,-0.025877214909298164,-0.1151792025063792,-0.036929278665958104,-0.02338489731463017,-0.02864730177963962,-0.062030953290658976,0.021757232514445633,0.0075689751549856054,-0.11807670219069824,0.021868913630951493,-0.08609578735344238,0.028141731301529496,-0.011450287195910413,-0.04085758551797972,-0.12253371308512272,0.19572949288256233,0.0,-0.010204013537618004,-0.04580748951368411,-0.052173942734799396,-0.03412894755318537,0.006369440627763711,-0.02077813003429779,0.19277782765616325,,-0.07709993437434016,0.06731188421375794,-0.13489208633093527,-0.03170501717687872,-0.09541987740700579,-0.11996551154898234,-0.15885323352608738,0.07031668524578166,-0.038031119664294726,-0.0020850959212601514,-0.02913538396920181
5,0.009321732242092014,0.0620262091041413,-0.021681594707736698,-0.02759234809918124,0.045475089005121073,0.11077589571496105,0.03743967050024107,0.018020343177159875,0.046948756067398414,0.07146661252285208,0.029483854110473297,0.01470113049997255,0.13181514819021978,-0.04708180937500785,0.07506292630714073,0.0027100471710132345,-0.05173750757572774,-0.09067910842449754,0.2603549380318634,-0.37648807204196694,-0.037847697218422176,0.019145710899577197,0.05858412085284363,0.006880691492725081,0.0338521674409723,-0.04510918801982297,-0.012189660573036954,-0.5863996505098562,,0.14837878570163499,0.030090773391651032,0.046777494802494865,0.02697700643551141,0.3056057333062124,0.29016535803009946,0.1070568038222961,0.04964904179432372,-0.04767459206219794,0.015879517067204578,-0.006292303969022339
6,0.042890897441708445,0.12913697666199955,0.0012973412728906149,0.05254617462400565,0.06158483074722808,0.15968173956389728,0.06212143066064743,0.05372399395533888,0.06454806434981887,0.04678949857839932,0.04151049697386212,0.050788065973856114,0.1285958508714558,0.04618037171361521,0.07638238205626201,0.06936887834459113,0.06705610985522797,0.10435989982993837,0.1753522741375671,-0.2279236276849643,0.036966777251184836,0.03227345921496625,0.04941429477252932,0.05589718427828756,0.06062719622679178,0.046035098104349664,0.05847730859580507,-0.49774774631467467,,0.15092309550171906,-0.002801087590549632,0.11022850596963789,0.05593530760992081,0.17428437739543595,0.18435633607013777,0.16515750008836147,0.05398931928250469,0.04273515872145028,0.04646317642078752,0.037505989405456
7,-0.010593893960243541,-0.0890804395106963,0.04459070943195352,0.011915289828509378,-0.0024339596498533164,0.022586570568031962,0.008837357219066363,0.006050767561523747,-0.0019761261618440615,-0.024726586125274303,0.015337340110188889,-0.012272689393939308,0.009836068076828991,-0.03266937805679921,0.005224265004791127,0.016497493946636615,0.023479603269997835,0.03863923402568847,-0.165967667732205,0.3972179289026274,0.011517413689095523,0.023926374150571663,-0.004421365494560371,0.009890021937191377,0.010006705156345958,0.014977061312271011,-0.004384103613888711,0.5596411259772115,,-0.005660393259906461,-0.016853994767536972,-0.03488376409285501,0.012075880913847993,-0.15234911919482413,-0.1320994425530123,-0.07460349306823308,0.07615608097746261,0.04918020798744873,0.025306578609299534,0.00704234774846706
8,0.010458364630965736,0.05867514359692582,0.028940624537521543,0.007850037874105443,0.00976000841349965,0.0600458085792915,0.025184827412435277,0.025907816231356275,0.0220520793115529,0.0048757908152423845,0.005286913397719069,0.014572740659121713,-0.024891832856561203,0.05766059566156755,0.027717554795707772,0.023720347514328218,0.03234325622771659,-0.0020217238107303605,0.060584334137319604,-0.12223451327433624,0.01301283209831935,0.014252761290556042,0.0007401799796897908,-0.0032643119670574742,0.027020903994259746,-0.008513259195081805,0.0026421341338405324,-0.3102356897277722,,0.11954450598645851,0.007346903274927345,0.0815569972196479,0.02935609886604141,0.03153988539319302,0.04338237184616053,0.04299623798133049,0.06360569719957199,-0.039062488001887205,-0.0034707859026403,0.024242329872152503
9,0.030103524772988267,0.045291944593315286,0.011903530588944253,0.006490661503345934,-0.016512281158995404,-0.03302977556420185,-0.008277972799129363,-0.020067552655382553,-0.01765487838536965,-0.017467447819179298,-0.014463136400928871,-0.055866344540870465,0.10772047981235482,-0.0354360138614875,0.03286988947617883,-0.009752322570762228,-0.011708786981624423,0.004051766792826867,-0.08150826123050703,0.10396975425330815,0.0041034344335413786,-0.006663540386489772,0.014836358083623088,-0.032751186744446104,-0.010304716805732247,0.04250566805453411,-0.0014818126719632226,0.12130050364778376,,0.11271189183449787,-0.024311168795218094,0.03427587832047985,-0.012143559032945945,-0.08588124957661386,-0.08738556660748728,0.07053134294177357,-0.0693069426510886,0.0011613906395872744,0.010152853538014388,-0.008648065937554333
