Name,Riskiness R
DBJP,[0.82654191]
DBKO,[0.08667746]
DFJ,[0.04922918]
DIM,[0.16015755]
DLS,[0.15181939]
DOL,[0.33383443]
DOO,[0.33906851]
DTH,[0.33280518]
DVYA,[0.28172877]
DWM,[0.23080236]
DXJ,[3.18726002e+12]
DXJF,[9.76419698e+12]
DXJS,[0.16260879]
ENZL,[0.10386431]
EPP,[0.19378766]
EWA,[0.17736238]
EWJ,[0.18692201]
EWS,[0.5600172]
EWT,[0.66456845]
EWV,[8.02101959e+13]
EWY,[0.14838492]
FAUS,[0.13153938]
FDT,[0.11975745]
FDTS,[0.1524107]
FHK,[0.38809886]
FJP,[0.24979263]
FKO,[0.69936762]
FNDC,[0.07201713]
FNDF,[0.16231292]
FPA,[0.31538121]
GWX,[0.13984421]
HAUD,[0.22706774]
HEWJ,[1.49343415]
HEWY,[0.1253364]
HFXI,[0.17658509]
HFXJ,[0.29762004]
IDHQ,[0.11226551]
IDOG,[0.19683041]
IPAC,[0.12892742]
ISCF,[0.09041761]
IVAL,[0.13335913]
IVLU,[0.44565146]
JHDG,[1.1679592]
JPIN,[0.12595305]
JPMV,[0.08076747]
JPN,[0.13686318]
JPNL,[0.64326105]
JPXN,[0.14408721]
PAF,[0.15135131]
PDN,[0.11940678]
PXF,[0.21411015]
SCIJ,[0.08076111]
SCIX,[0.09532064]
SCJ,[0.05320366]
VPL,[0.10647017]
