Name,Riskiness R
BIL,[6.89990766e+11]
DFVL,[2.21847822e+12]
DFVS,[0.90195699]
DLBL,[6.83351125e+11]
DLBS,[1.61132512]
DTUL,[3.9327416e+12]
DTUS,[0.73482236]
DTYL,[3.23989557e+12]
DTYS,[0.72133147]
EDV,[3.48509212e+12]
FLAT,[2.01930537e+12]
GOVT,[2.17792449e+12]
IEF,[2.18071174e+12]
IEI,[1.91434632e+12]
ITE,[1.33792646e+12]
PLW,[5.03511966e+12]
PST,[4.74849057e+11]
RISE,[3.18672909e+12]
SCHO,[2.45923336e+12]
SCHR,[3.35719016e+12]
SHV,[1.45601517e+12]
SHY,[1.79701655e+12]
SPTL,[1.69577282e+12]
SPTS,[2.18383122e+12]
STPP,[1.90251048e+12]
TAPR,[10.84044735]
TBF,[1.27087976e+12]
TBT,[2.00225617e+12]
TBX,[1.04679778e+12]
TLH,[3.20113418e+12]
TLT,[2.19783384e+12]
TMF,[1.83491212e+12]
TMV,[3.26476024e+12]
TTT,[1.18646454e+12]
TUZ,[8.02523759e+11]
TYBS,[2.50122019e+12]
TYD,[1.41620407e+12]
TYNS,[4.30880721e+12]
TYO,[1.62779227e+12]
UBT,[7.57594522e+12]
UST,[4.12274691e+12]
VGIT,[3.58158046e+12]
VGLT,[1.54414713e+12]
VGSH,[1.8789661e+12]
ZROZ,[3.14023794e+12]
