,Date,BJK,CARZ,CHIQ,FDIS,FXD,INCO,IYC,JHMC,PBS,PEJ,PEZ,PMR,PSCD,RCD,RETL,RTH,RXI,SCC,UCC,VCR,WBIA,XLY,XRT
0,2005-03-07,,,,,,,51.630596000000004,,,,,,,,,25.843431,,,,44.70401,,27.654073999999998,
1,2005-03-14,,,,,,,51.578285,,,,,,,,,25.533234,,,,44.266563,,27.391785,
2,2005-03-21,,,,,,,51.011593,,,,,,,,,25.256914000000002,,,,43.837521,,27.020522999999997,
3,2005-03-28,,,,,,,50.811840000000004,,,,,,,,,24.855556,,,,43.98053,,27.004101000000002,
4,2005-04-04,,,,,,,50.986313,,,,,,,,,23.964776999999998,,,,44.031013,,27.036928000000003,
5,2005-04-11,,,,,,,49.363803999999995,,,,,,,,,24.221806,,,,42.129791,,25.830368,
6,2005-04-18,,,,,,,48.849148,,,,,,,,,23.845432000000002,,,,42.062496,,25.723661,
7,2005-04-25,,,,,,,48.648509999999995,,,,,,,,,23.832293,,,,41.229656,,25.485632,
8,2005-05-02,,,,,,,49.878479,,,,,,,,,24.637242999999998,,,,42.609314000000005,,26.10944,
9,2005-05-09,,,,,,,49.198067,,,,,,,,,24.222191,,,,41.894241,,25.78112,
10,2005-05-16,,,,,,,51.291618,,,,,,,,,25.517403,,,,43.988953,,26.979469,
11,2005-05-23,,,,,,,51.649258,,,,,,,,,25.563786999999998,,,,44.375931,,27.160049,
12,2005-05-30,,,,,,,51.753937,,,,,,,,,25.704351000000003,,,,44.468468,,27.119009000000002,
13,2005-06-06,,,,,,,51.849876,,,,,,,,,25.983389000000003,,,,44.661953000000004,,27.192894,
14,2005-06-13,,,,,,,52.626228000000005,,,,,,,,,26.573297999999998,,,,45.562096000000004,,27.652531,
15,2005-06-20,,,,,,,51.439896000000005,,13.68954,13.020109,,,,,,25.844128,,,,44.594658,,26.994226,
16,2005-06-27,,,,,,,51.652344,,13.671165,12.966567999999999,,,,,,26.256531,,,,44.64513,,27.010658000000003,
17,2005-07-04,,,,,,,52.612269999999995,,13.671165,13.171819000000001,,,,,,27.071686,,,,45.318119,,27.520297999999997,
18,2005-07-11,,,,,,,53.319103000000005,,13.652789000000002,13.252135999999998,,,,,,27.549742,,,,46.327633,,28.038153,
19,2005-07-18,,,,,,,53.668179,,13.772228,13.359222,,,,,,27.848494,,,,46.781902,,28.416269,
20,2005-07-25,,,,,,,53.947430000000004,,13.69873,13.368144000000001,,,,,,28.083469,,,,46.941738,,28.473815999999996,
21,2005-08-01,,,,,,,53.144588,,13.625225,13.03796,,,,,,27.241898,,,,45.932251,,28.038153,
22,2005-08-08,,,,,,,53.380215,,13.652789000000002,13.064735,,,,,,27.421928,,,,46.386517,,28.317625,
23,2005-08-15,,,,,,,52.690815,,13.726292,12.904097,,,,,,26.713022,,,,45.637802,,27.840878999999997,
24,2005-08-22,,,,,,,51.835598,,13.588476000000002,12.707769,,,,,,26.294909000000004,,,,45.116226,,27.495642,
25,2005-08-29,,,,,,,51.268372,,13.643604000000002,12.270497,,,,,,25.717804,,,,44.552593,,27.166840000000004,
26,2005-09-05,,,,,,,52.446476000000004,,13.799792000000002,12.707769,,,,,,26.794949,,,,45.503201000000004,,27.799771999999997,
27,2005-09-12,,,,,,,51.704716,,13.616037,12.564987,,,,,,26.114014,,,,44.804966,,27.240821999999998,
28,2005-09-19,,,,,,,50.360821,,13.21783,12.297266,,,,,,25.502245000000002,,,,43.534679,,26.58942,
29,2005-09-26,,,,,,,50.90818,,13.346604999999998,12.377583,,,,,,25.698803,,,,43.913242,,26.754114,
30,2005-10-03,,,,,,,50.174931,,13.043064999999999,12.404354,,,,,,25.405378,,,,42.979458,,26.103576999999998,
31,2005-10-10,,,,,,,49.686115,,12.75792,12.341887,,,,,,25.447477,,,,42.382164,,25.848307000000002,
32,2005-10-17,,,,,,,49.69482,,12.610748,12.564987,,,,,,25.749275,,,,42.348515,,25.757735999999998,
33,2005-10-24,,,,,,,49.476601,,12.702731,12.484672,,13.281409,,,,25.515326,,,,41.986785999999995,,25.782434,
34,2005-10-31,,,,,,,51.431919,,12.987873,13.198594,,14.119214000000001,,,,26.600734999999997,,,,43.930069,,26.795282,
35,2005-11-07,,,,,,,52.33102,,13.208632999999999,13.305681,,14.445514000000001,,,,27.11021,,,,44.359108,,27.182301000000002,
36,2005-11-14,,,,,,,52.619087,,13.208632999999999,13.403843,,14.383783,,,,27.292538,,,,44.636711,,27.314062,
37,2005-11-21,,,,,,,53.50073199999999,,13.337409,13.671562,,14.639539000000001,,,,27.618166,,,,45.444317,,27.734023999999998,
38,2005-11-28,,,,,,,53.107921999999995,,13.502975,13.742954000000001,,14.401422,,,,27.091839,,,,45.284477,,27.659916,
