DRN,DRV,DRW,FFR,FRI,GQRE,GRI,ICF,IFEU,IFGL,IYR,KBWY,MORL,MORT,PSR,REK,REM,ROOF,RWO,RWR,RWX,SCHH,SRS,TAO,URE,USRT,VNQ,VNQI,WPS,WREI
0.09953570968149124,-0.098126881960639,0.042296433254731335,0.03018177832855675,0.03855446247504348,0.04399765100495537,0.03768476344119828,0.04726963718979482,0.046869110735556704,0.034278533345406134,0.0421658652346864,0.02511404318951499,-0.0010409043655660178,-0.00245320092571974,0.03341859781144384,-0.03117296542601484,0.059249463844262974,0.02431579388029328,0.03994284710786115,0.04376774033489962,0.044133621471944766,0.04389284298023343,-0.05826854728870524,0.009311787226850488,0.06349490604144456,0.0314555256816347,0.039600899420096335,0.02256331560994703,0.024986382481404883,0.033988884411158014
0.06812331394137723,-0.07387296000538393,0.03685696478412789,0.03420246558677654,0.02318587758857162,0.03262306492671868,0.03575737502162462,0.024341557217937702,0.027141951208012056,0.03886029659196074,0.027968962891590742,0.031711791195630536,0.0986747464599914,0.04815902809253192,0.03102364259561254,-0.033446343504390845,0.023255745874842162,0.028661333070343974,0.0296591533873374,0.024465623738235864,0.033715937855301324,0.02533439591254326,-0.0559810023088729,0.04715534468684749,0.055952150700331535,0.030496498393342824,0.0239920664422815,0.04666295244709917,0.04152153541272245,0.024317539682247882
0.032319187702044415,-0.041029700345125056,0.008718736860947776,0.006706473255402336,0.006896503066478424,0.007247707213953447,0.0004665759549514917,-0.0022850054648368475,-0.009326597299170623,0.0015583866794731498,0.0016743260615238447,0.01178708984184706,0.03112871372482816,0.017999552740829327,0.009164346363032759,-0.011826552425783702,-0.009404483737173392,0.010305359382333007,0.002794444640260596,0.0010851947771688202,0.0020381744115248717,0.004544275188738106,-0.024344621088383988,-0.01272630482804958,0.01691105649772475,0.0009175879646940783,0.002008304039049331,0.00311043683336784,0.0041152262316041755,0.00024229416617739503
-0.0008327371694855908,-0.011958552029550365,0.025038381122037757,0.0009502870513554973,0.004133150601682125,0.008098483941293672,0.015958810151063322,0.01363307175687869,-0.012716037579012936,0.013652509428363293,0.007309821044050735,-0.012308819473154865,-0.08572286094434117,-0.042828750476092865,0.008340473020827226,0.004875942936219104,0.0006395808243738098,-0.0074031619611744405,0.007761448219514881,0.009466739698065262,0.006347672612735674,0.005684421935556114,0.0,0.09717392079762256,-0.0005092892898904919,0.0009166397816691393,0.010123657001653486,0.016515674612245575,-0.0005123206835981767,0.017247966476312628
0.08716676002842076,-0.08902646495956285,0.014112334014355968,0.022885140149060738,0.02837583183126761,0.017748308383615928,0.014821955127665213,0.029251005399159542,0.015658646218120287,0.004674361183279498,0.03472344991995266,0.03045638068834242,0.12422189137996673,0.0631328622526737,0.028898228261217136,-0.033524520374353266,0.042880367914031485,0.028087858115637868,0.02320587108921421,0.027790816399631588,0.017053135467112623,0.027675647938514614,-0.07037749382929903,-0.0013556590225365136,0.0680452411967904,0.03297474396886106,0.030440845412712976,0.002557758535606445,0.0033316760635570862,0.021832991347374108
-0.17537934657864104,0.18571036078693667,-0.08349531289687619,-0.06779686930123863,-0.06470032997090204,-0.05395096910401079,-0.0707440503394921,-0.06590717234672636,-0.06831487560298533,-0.06823822405625919,-0.06738561949133738,-0.07471248562826928,-0.1234826044225314,-0.062499954179911374,-0.05646577437929603,0.053400234786613814,-0.0853374730064413,-0.06511998051653425,-0.06908843626818564,-0.06590177419512089,-0.07422318129358824,-0.06402825367710786,0.12250517209187214,-0.07058803343945709,-0.11773891999670405,-0.06384385241566405,-0.06905953290218432,-0.07397968196464524,-0.06538957520359763,-0.05963837977318107
0.3188322442336636,-0.25622507733269473,0.051350934397664236,0.06850815617259202,0.1029774381748782,0.07141490663144175,0.08689491715951761,0.11739149327478672,0.02614560716519643,0.04857600446054399,0.09337755044806097,0.10280782245262897,0.05483837753225471,0.02851175968801485,0.08394319808055709,-0.07625642305980894,0.0762537749847966,0.09750723637910892,0.08247967799404593,0.11518223693015715,0.0579739512012575,0.1129019792667268,-0.15511962577260688,0.0408955837718477,0.17586692435826576,0.0833530774746842,0.10959320303100953,0.053484697679103584,0.04509434271658905,0.10842132938395024
0.058641030649102685,-0.06260465481990307,0.004420286769929356,0.009817107823498835,0.01991663761952537,0.018888553887209586,0.00295465958172426,0.02519731578673804,0.032311820245331496,-0.015330525727846316,0.027207251515847592,0.017368749753398943,0.10634839517039978,0.050044373335853945,0.040057407656369566,-0.031425913602933515,0.0234437980888612,0.01805443823570151,0.009871864269292908,0.021527480862846508,-0.012640334694220485,0.02202736951931541,-0.05370104769957795,0.024321765746380758,0.05369540312943102,0.035409815860376885,0.020002468261401108,-0.011255786164496236,-0.021966526047775742,0.03315177910259903
0.050199732251119185,-0.07107145143186837,-0.04705490498787231,-0.011304275364029424,0.011353288367054926,-0.005649877501185895,-0.014729260215123796,0.008539788528019869,-0.015110546209684071,-0.02562442472051279,-0.002336891438212116,0.02515125396062591,-0.04763075299730413,-0.06138610442263686,0.023796446904243814,-0.023728799011820626,-0.07503927873729012,-0.0050668838801203155,-0.007279522766650289,0.003327252826863851,-0.03235583670829941,0.011425755342117571,-0.023772986519417942,-0.04703176068695964,0.008206898848943591,-0.0021112497380984677,0.005336992005613581,-0.03966558870317556,-0.03128347426291592,0.01802193613354077
0.21174094990516454,-0.1899270161571616,0.06403544533284157,0.06871852118597553,0.07499641934776964,0.049122779245106836,0.06362912379891075,0.08259851664976442,0.0589861781538906,0.0365465806362329,0.06814400342333718,0.06817928967139719,-0.04646109360105135,0.03524389113522276,0.05023577296207767,-0.052579457451854834,0.04681392354073177,0.04796123895251772,0.06301323084955936,0.08201991528638633,0.044148824615435366,0.07387608857213618,-0.10761971692569476,0.06303460113206373,0.1210341325358279,0.057330188449142123,0.08308218192185815,0.04340507165064595,0.029533508142423486,0.0523753414462268
-0.11562197593330632,0.09729480922245816,0.029764039898282163,-0.01326964620079227,-0.035006413593598226,-0.00017087047074303862,-0.003273768980231375,-0.038909964165808775,0.04738506089388055,0.030734545497213564,-0.025975460627308787,-0.03723162793579171,0.07288923531501744,0.013965202410054757,-0.0343092423465272,0.0345551642383672,0.01799500955181304,-0.01344182526259952,-0.008946186227395144,-0.03665112116986402,0.03065500190057525,-0.03298012701913272,0.043133837662604285,-0.0060157534912915955,-0.05416867364855202,-0.033613307248581775,-0.03674195953347514,0.036767211096031434,0.03806975973377382,-0.040131605457994594
0.041173579672385184,-0.07569206868597902,-0.0152824229158304,-0.0037476662230268173,0.013549325160922712,-0.003076952478515457,-0.007225651314212684,0.013428295618255415,-0.04796060612940647,-0.02542369882858533,0.0025276902208993704,0.009543478274505562,0.01949755420871644,0.011686165468016721,0.004006677684891094,-0.017206563205289706,-0.01599317411144795,-0.003943967956807547,-0.0032096860691894326,0.013503469168926608,-0.023884730811184137,0.009459694807374778,-0.031223728799146363,0.017690912607537457,0.01867145620970669,0.0055901160007295865,0.011275167992304071,-0.012113706173228704,-0.014462835370278187,0.01993974206596
-0.17261358522646378,0.1871783397420277,0.052631701433889684,-0.020197623822561097,-0.05681463679798316,-0.009806891713576172,0.0002652068368157034,-0.05288343726654676,0.024620345400865003,0.03708340081380658,-0.04035759450131732,-0.0652582176954642,-0.0529340811881005,-0.027227705344780747,-0.049826940579220255,0.05509772227416754,0.019499414214081242,-0.02641000278260184,-0.022104534012489352,-0.021654843774716496,0.02714167359408489,-0.05284325810349229,0.09930319170553846,0.16010968320392574,1.0664433431702671,-0.04660817499343404,-0.05284770956972239,0.04212895382032291,0.033280922431865916,-0.06112343041899715
-0.0162066745100395,-0.00748918438093255,-0.03621794932533369,-0.01694914573530315,-0.003209293063446061,-0.0006951503134351567,-0.010683222598918159,-0.0023123526901381863,-0.017065786674691923,-0.020605446298307267,-0.0033112494924441233,-0.019590512874710662,0.040583797514098616,0.023019633732887332,-0.0030879813122453395,-0.004392357170738221,0.002581740390293968,-0.013795518164879023,-0.00991947057807583,-0.033460083346432135,-0.01917423950132221,-0.0007843181364069557,-0.0011886090597070472,-0.031940034604842744,-0.5666524836114647,0.0004349942860535063,-0.003023358327210292,-0.014841146188407112,-0.01724575196550849,0.0053991316868759135
-0.1391873851361182,0.13621927016104915,-0.04323245762618128,-0.04827579638534698,-0.05151790367418264,-0.028869574950860788,-0.06366710156134246,-0.05604115834414759,-0.051308451746700026,-0.05196057028626315,-0.05156153254742154,-0.041263972469521584,-0.14061407779091442,-0.07393325166111682,-0.03984783723095201,0.042156875909053516,-0.09184558712001872,-0.04612489239708743,-0.0436233134539475,-0.032932648086371814,-0.03909857421295678,-0.04921493353711199,0.08429187124370284,-0.0615070408916263,0.9842548647911038,-0.0556520613683598,-0.05622959082622957,-0.03965380530142519,-0.04025809032258064,-0.054598247431350735
0.17434320571515574,-0.1604334235496154,-0.0030294773567140624,0.046445843101898435,0.06340793252039055,0.028834757305194914,0.0572586731956755,0.07214825386281748,0.06936589440505296,0.023241767899351187,0.057755231754698384,0.03652809511253106,0.004247264528258528,0.005018100437799819,0.0541115825446131,-0.047036609076399866,0.05390872651092758,0.0446779420427535,0.04688179049915747,0.04691765863449858,0.0235425238166185,0.06543642440680307,-0.093835696770194,-0.04600708323115065,-0.0028783991329323845,0.06781709801284659,0.0684005926460525,0.00041489815656703285,0.003226727701713557,0.0579266958199386
-0.19196251264614328,0.09242295711829568,-0.05555561758682759,-0.034867455249653484,-0.06204057897271409,-0.054777560478413014,-0.061634263093973615,-0.05645927826530984,-0.0147438234805102,-0.036059945715797265,-0.03782429574076665,-0.0827545832045955,-0.04388886876593443,-0.017999745044736913,-0.036167984383112736,0.03603159250348824,-0.03410153487320172,-0.08106027133890087,-0.040344786942272094,-0.05908037810082061,-0.06715535183808738,-0.03481422350778242,0.10859914355154286,-0.12329383831273533,-0.14624657279605618,-0.0532956112266526,-0.039620461955630785,-0.0744100919447821,-0.04234792167386977,-0.05011280959364235
0.08084096814116519,-0.039634095425453965,-0.03239027919672207,-0.014932800485173776,0.02302799043467443,-0.0003704706106237927,0.010823916412241941,0.03014118389135257,0.0070883491679605065,-0.029789028056245545,-0.014585167876944782,0.017129421787510358,-0.046152533720911416,-0.02696302898617776,-0.019849473716398485,-0.0023820704793483718,-0.0515266965419299,-0.017976673175596074,-0.011166906559398173,0.02473552760616871,-0.002788443927704962,0.0010765860241746161,-0.04078655950664346,-0.0010377446206386992,-0.4613498910727036,0.008042435124947763,-0.004349521173613595,-0.0005881276760655883,-0.02462921914357676,0.02019969490848823
