,Date,ARKK,ARKW,CIBR,CQQQ,EMQQ,FDN,FTEC,FXL,HACK,IEUS,IGM,IGN,IGV,IPAY,ISRA,ITEQ,IXN,IYW,JHMT,KWEB,PNQI,PSCT,PSI,PSJ,PTF,PXQ,QQQ,QTEC,REW,ROBO,ROM,RYT,SCID,SKYY,SMH,SOCL,SOXL,SOXS,SOXX,SSG,TDIV,TECL,TECS,USD,VGT,XLK,XNTK,XSD,XSW,XT
0,2013-12-01,,,,0.01678894545450983,,0.0025057968174776036,-0.02069304615997402,0.0024277240090009007,,-0.006999388902275838,-0.018152784476283313,0.03460922397198708,0.0008664310705118433,,0.0031978424736848403,,-0.029417327293361772,-0.013989441169830337,,0.016431886117883474,-0.016649608749905745,-0.029092290049164395,-0.029660643093376536,0.0019380102655997182,-0.024789881966294666,0.016144340325871618,-0.016097814152689547,-0.0032058580707593747,0.022643418877243107,-0.04057010289326976,-0.03805536205300018,-0.013289277508155522,,0.00979314752508084,-0.014247497513927827,0.002827396073183396,-0.04288614177202002,0.018656740865317527,-0.0076692317516679955,0.03012354852939841,-0.03364392300103418,-0.08083241020474849,0.06921239147577338,-0.039520049301619786,-0.012816305542304724,-0.02093005046068146,-0.001206357852602979,-0.0029288295316003805,0.02126021530210455,
1,2014-01-01,,,,0.05428318399340501,,0.0718213988275752,0.048716104521120185,0.058862915821144945,,0.06392679322579603,0.049686737266417424,0.04941585579781932,0.05616514400536535,,0.06048516893214397,,0.048146300246196864,0.046474088360197834,,0.1292900466422421,0.08213276143312657,0.06115356040985208,0.09770730143686092,0.03785584410338214,0.05209840073923134,0.03457934834345832,0.04717715046559938,0.06360040265257533,-0.09263448343291744,0.04190472269784926,0.09937541400631536,0.05746661979884517,,0.05296527847647788,0.060238011499534234,0.04887225412004482,0.2110204071144824,-0.19073784465167692,0.06715769479907074,-0.11457346858906767,0.03545803097192238,0.11951852846941631,-0.12098223333589427,0.11788866060652321,0.04860476373906989,0.04394022352891313,0.042937251685360237,0.09799077079217451,0.04867639966746964,
2,2014-02-01,,,,-0.0614104848430853,,-0.08208953669154224,-0.004321407301557543,-0.015477009310452462,,-0.00042900502151978296,-0.012267864210479195,-0.018550250900664443,-0.039566367338142006,,0.011281869393034164,,0.0030859851333417824,0.000989215743180599,,-0.05606506074757122,-0.09511389272750885,-0.009823265552638183,0.031825077631163316,-0.046325963415043366,-0.046217269689477106,-0.004215350408667539,-0.025526520799414944,-0.0016016353989781011,-0.012948236427068662,-0.005118926955411425,-0.0013774922098361015,0.00012470368151345934,,-0.042153716842743494,0.044902683636489346,-0.12679217598341302,0.12387495292301652,-0.12770766022361135,0.03830607144328708,-0.07363283181405288,0.024052033408479803,0.01713682347828366,-0.03148796215743746,0.07030424378473973,-0.001745048318209489,0.0,-0.004944582758526181,0.032848252332391595,-0.05775414301241273,
3,2014-03-01,,,,-0.07914282203633138,,-0.07046070341360591,-0.006677473699606662,-0.037198598553291606,,-0.004937797156751655,-0.013645116621960978,-0.031096117855989668,-0.04628827816036409,,-0.041214809210248435,,-0.0003549372687718472,0.000700816445577841,,-0.10852068656906093,-0.06613083725639997,-0.04799060442385376,-0.012048359510961365,-0.05220545330589502,-0.06547422253393942,-0.0586635350305298,-0.0009146055094085459,-0.021644035039508503,-0.007063560306906704,-0.04116119188237691,-0.0040633013186304225,-0.020042115262837265,,-0.046227982216615164,-0.020609519650785224,-0.11852215056241427,-0.06784569114015522,0.02853946542657818,-0.015968525037327083,0.014611328425867551,0.017632190411912906,-0.0020929330544610532,-0.02359716082383048,-0.024050570464797708,-0.008740272120698847,0.007074058362382944,-0.028831403753583642,-0.023895741006318284,-0.07073312589701912,
4,2014-04-01,,,,0.056469091639550044,,0.035532087544969254,0.03541456516322443,0.035678513700754866,,0.019417579978774163,0.03562252577309886,0.028236513346154592,0.029496603973930988,,-0.008080173960074113,,0.03870729743075351,0.03697192353213642,,0.06226636808168749,0.04612646005090187,0.0060239784590212855,0.045853612634896,0.03416792935945613,0.0385799117754797,0.02794723627761136,0.04485646724862452,0.04682363744059358,-0.07367883803038086,0.008432326013225057,0.07579039341005948,0.03350760463975861,,0.027918011895729084,0.03738530112104744,0.03608839495624837,0.13268108457503805,-0.1372973202249496,0.044239822212200776,-0.08467753074332932,0.02687744327654825,0.1140938854758392,-0.11117080796655586,0.08442408356200913,0.03438792024120578,0.03758560055820043,0.03921570475290219,0.04265465981655312,0.0154204181262082,
5,2014-05-01,,,,0.06607925025719766,,0.048389933190570715,0.028561354390402548,0.047005873002476946,,-0.002328077011882529,0.026418127676760834,0.025416036537117638,0.053018351220752026,,0.024437949854723487,,0.013903150350488343,0.028013632357084234,,0.0873388942191536,0.05604712503328487,0.08014732222381012,0.05177240510372379,0.04671033254956239,0.07726624232375458,0.02281255134335424,0.02847462522812273,0.04499073845166868,-0.06417990795169731,0.06005312233616755,0.060789023305659155,0.03291429953048228,,0.019992426507162975,0.06797580381722167,0.09999999428608683,0.19119356581077726,-0.16123628165893986,0.05791612171937181,-0.1598488495366065,0.01924563522421785,0.05760554676082404,-0.05740201399561106,0.18139614485018668,0.03132643344379855,0.014013789429203996,0.024228078684914892,0.07438153569715612,0.0665300874129129,
6,2014-06-01,,,,0.00964213170862648,,-0.010741909676337374,0.00791875980382428,-0.022762788945236145,,-0.03671153766410103,0.006775121968563305,-0.02706905676667219,-0.012649174731569538,,-0.011768455978204634,,0.017922339718690602,0.012991908413073149,,0.021867861331979422,-0.0010291284753048448,-0.047547894748810285,-0.04835075759092792,-0.032380944325637574,-0.05213811951859342,-0.03208065951297465,0.014538793756177901,-0.005679571664247826,-0.02813605008561275,-0.02581574408514137,0.01737513438304807,-0.004571053331000525,,-0.009619209018367528,-0.014750544215963753,0.002553599752327863,-0.13707109297770498,0.11752988099458626,-0.04082911415870216,-0.0037454320091830176,0.020534500027885594,0.044499756878639274,-0.05641006882098514,-0.013039405966566806,0.005166024988959001,0.021638380961542445,0.005186269077932739,-0.06954513130099589,-0.029898548107225437,
7,2014-07-01,,,,0.033560432746719396,,0.05327456826051185,0.04193663123760017,0.055135495570383254,,0.01377782765080417,0.03943106492979697,0.02345369154266942,0.04113642248494955,,0.008046296214533068,,0.031541291799820244,0.04241186130733211,,0.032446856698979655,0.026490120036521392,0.052608196549085065,0.09770913488368134,0.031496056553399474,0.055006030511653405,0.03251263508582638,0.050094687854507595,0.043390412753312124,-0.0747888243646922,0.006625048199062613,0.08683011899592237,0.04062985888726084,,0.04557343714015343,0.059885211650558656,0.03667858955364433,0.20741963591148752,-0.17647063992493622,0.06413352604597854,-0.11654130064140973,0.03349465271106653,0.09807420032623576,-0.09986422317876938,0.12096243383455565,0.04255295193492529,0.032820243036441994,0.03761336463433132,0.10582182465607753,0.03593963060145674,
8,2014-08-01,,,,-0.047254276819133474,,-0.0190077313464004,-0.015379451797032909,-0.03194997286349004,,-0.058088694171455575,-0.014993048164529333,-0.016327810813546825,-0.02094425237090044,,-0.00830142879210243,,-0.014749901176314664,-0.012156760668432787,,-0.10896454464022802,-0.01964161051331519,-0.046363386678917776,-0.02044288267370573,-0.03271544589389528,-0.043034605146406134,-0.007337223549658961,-0.009921852939843772,-0.005802712666154819,0.0052150274541946885,-0.03985374959503445,-0.022188653492441698,-0.01778911125115098,,-0.02107902140357214,-0.011416375904082376,-0.05405414455691374,-0.03522330423411155,0.014610428145922068,-0.012394940152873929,0.0025532173256902846,-0.024846915496026793,-0.02087362697970985,0.009056613587283144,-0.013992668854719326,-0.013309401737020572,-0.009433567078249657,-0.02295823098083739,-0.04810698701558624,-0.029848935127149454,
9,2014-09-01,,0.017008601989766305,,0.04461039524900798,,0.002298834078855958,0.022267331879584493,0.012916898496189825,,-0.01535946318068235,0.011734831090358694,0.03063891286203425,0.040831142906323274,,0.0012878845787222565,,0.01562653829461711,0.011418190245978463,,0.056663834533295626,-0.0020473915979739602,0.07158792562225334,0.004988555325037337,0.05524239017450107,0.04064551902776282,0.02556222006588667,0.02886146871048099,0.021887639254986477,-0.0226977122849033,0.0,0.012013352293867578,0.0278642501314225,,0.002774120105887369,0.0064592187924815865,0.003116956839071553,-0.027887766946275466,-0.08266675504789399,0.006223948309749052,-0.022920297343369696,0.005797228198711775,0.03471238585155811,-0.0658189467952954,-0.023020919682086586,0.0190844201841458,0.020406989228833824,0.003143384945429351,-0.015464199435956042,0.056971144466305884,
