CHIM,COPX,CROP,CUT,DUST,FLM,FMAT,FTAG,FXZ,GDX,GDXJ,GDXS,GDXX,GNR,GOEX,GRES,GUNR,HAP,HOML,IGE,ITB,IYM,JDST,JNUG,LIT,MOO,MXI,NUGT,PAGG,PICK,PKB,PSAU,PSCM,PYZ,REMX,RING,RTM,SBM,SGDJ,SGDM,SIL,SILJ,SLVP,SLX,SMN,SOIL,UYM,VAW,VEGI,XHB,XME
-0.009250222719712108,-0.08886119932291574,0.029336177256791864,0.006901834981182341,0.05509439961910817,-0.01455047212856079,0.006711420634397003,-0.04717954235973778,0.012037323980812387,-0.02635512383773425,0.029671235249958412,0.0452736182767757,-0.05632178750897355,-0.016354039466191187,-0.02169984595438224,-0.013612937046247343,-0.016954473241523292,-0.01050235598929648,0.048690587205786236,-0.05398716167563168,0.027006058686047132,-0.0011826613630879273,-0.10692575549340776,0.06186045621748772,-0.003189756809036207,0.04492930543413196,-0.006067702576447375,-0.09836060604304676,0.05383039507274838,-0.03740653654896632,0.029335702171572237,-0.018107620599326867,-0.010434304131079023,0.009074111111111055,-0.0519998842717812,-0.04237294585262874,0.011687343731952356,0.0012260523424159056,0.033949542665621814,-0.04102834410585498,0.013513503381601812,0.00673855245638616,0.02399970901586255,-0.06241143398180155,-0.011025328569967484,0.018916660285641148,-0.007085355876973958,0.016200983958882427,0.0613171713275005,0.03872809204410205,-0.039618123034595235
-0.1316953346108474,-0.056318723757237725,0.00605632847306485,-0.02970297440438154,0.3111587754426658,-0.025687638381019718,-0.04280702706773238,-0.10979554290922834,-0.03720671810185939,-0.0929519453053123,-0.059579414900733464,0.19704898623216333,-0.18270402631896876,-0.06783426328270288,-0.051755900357882134,-0.04625150249232414,-0.049504911276393226,-0.043029328844247136,0.12953578343877414,-0.05026197359347468,0.031179815123737062,-0.04571299225998452,0.17414952249871732,-0.18221639386900135,-0.07839989660467349,-0.03264295701072768,-0.060200272463091176,-0.26454540980103114,-0.028814752478746743,-0.14766831464263394,-0.007544047375293857,-0.0981557706304974,-0.030897689948732533,-0.023307046309155827,-0.1457615122132588,-0.09734510507228752,-0.038021750019400016,-0.0016325841383174676,-0.07333090557100093,-0.09127219749383404,-0.04999991434303988,-0.03212843980154715,-0.09263368586975547,-0.07897125274589188,0.0943888004214176,-0.015189975340017503,-0.0821602050879689,-0.035826154465135984,-0.04243926924946525,0.018920678301601355,-0.10386734782192697
-0.1511035908651573,-0.18340599507359007,-0.02478750701331157,-0.010596623462997909,0.8728859104132657,-0.00853382578338813,-0.046687839564646415,-0.1992271689899529,-0.02631635570989412,-0.22578832670110505,-0.19917181957637956,0.5471173170401056,-0.4146050977636445,-0.05377379867146816,-0.18031196493385526,-0.09972617749041332,-0.08131723184944167,-0.0653476944652043,0.012435163646453792,-0.08593418430162908,0.03656192878285487,-0.06304820429735263,0.6303592884638498,-0.5409748607643433,-0.10503472606218943,-0.026487633277775438,-0.043992531576849715,-0.5760197975304027,-0.038998731966772636,-0.07492931697350838,0.028822126780280236,-0.20256343731475385,-0.0632415574378232,-0.043404753036363285,-0.12842393669178628,-0.2280684852003997,-0.041587175654307015,0.10506942664896796,-0.21141734753835528,-0.20338989889751616,-0.21637433875086928,-0.19917008304668915,-0.2056809187908248,-0.11596584498169354,0.13955856500613595,-0.04284488011647226,-0.13427192915492372,-0.05220632418720611,-0.020958394462354264,0.027173968186827116,-0.1651647222707662
-0.1333333282709405,-0.07486635600634273,-0.07588964136999317,-0.05236016613489874,-0.2557529831302298,-0.03017502490717297,-0.05832380891776949,-0.03021136877045366,-0.03880021537382742,0.026181838621803358,0.05170631375733077,-0.14083781894652925,-0.028767757688336074,-0.08275692910898341,0.04637336312076204,-0.021720307363827587,-0.07754221079192833,-0.06735087052704343,-0.046059366975754634,-0.03665559108787138,-0.024270166585300703,-0.060090087250519925,-0.9990076404199396,0.03033847880959633,-0.08826399983552016,-0.0657845404694253,-0.07278662412346132,-0.885932922286616,-0.07776607121280389,-0.08361776047142787,-0.010677681317458743,0.01991705937082903,-0.07958828647608562,-0.05637397367904145,-0.10870691401068944,-0.4990907680917797,-0.042714149373491904,0.06437301023312142,0.059410939284844574,0.03782512866699116,0.01343291739440944,-0.04145085679103324,-0.06065306701357065,-0.0564845411971029,0.10399280616557756,-0.06893483632620484,-0.12281548717979605,-0.05498380946594916,-0.07585675124826037,-0.035923261256654494,0.012345467925447141
-0.049999929905330115,-0.1830443333225673,-0.0023575505936728105,-0.06446204632983156,-0.03091984724784028,-0.052219200954172325,-0.08162415674760737,-0.1588785316070595,-0.08548169384017149,-0.026931327385385492,-0.03687308149295766,-0.0035895602483580593,-0.04587155241225357,-0.09301654834413974,0.025000038596143,-0.06882763957786919,-0.06899273046387605,-0.07290243842257008,-0.13268952548961108,-0.08679250247048595,-0.05912039130451476,-0.0843002530402269,689.4208108992101,-0.14835789720907272,-0.011701910217934713,-0.0855775615513024,-0.0795360159014418,6.361021007291577,-0.09773846348380386,-0.12383614038598167,-0.06724776832849952,-0.03417418321307951,-0.08617646169143481,-0.06765195529450553,-0.13988423654580245,0.9491829013529688,-0.08949531163294071,0.09489042037577948,-0.060791789005704124,-0.04479877735314442,-0.04860093404383064,-0.014414506130944244,-0.036423865714018185,-0.14887748814089366,0.15951418220258864,-0.08749985631921789,-0.1588267685043785,-0.09427495369310623,-0.09791670649811596,-0.05520292790368453,-0.1843900626996505
0.09068829271531972,0.18867813896539132,0.08074040532570106,0.09753921304514453,-0.3582389763504392,0.07736660544827588,0.13729083229807476,0.10555560660433473,0.10559771904982013,0.08958488201222559,0.04389984989699202,-0.2320624725284272,2.534065921375104,0.10194008248934654,0.11197333156134416,0.0653314001228143,0.08603065879173674,0.08753716671159811,0.01443298969072171,0.11726638769142834,0.042528598614912975,0.14095701991208764,-0.24636927622038304,0.0593084885851465,0.11517755097217484,0.057591589332620964,0.10148517439623768,0.2045139043732317,0.07957319984624778,0.0828902870655074,0.07343121535646102,0.10614996991111293,0.11312003266213035,0.12815355820152807,0.07930096797122263,0.09124774215095836,0.12698655185817245,-0.11682541273685605,0.06823892439255108,0.1279808741334626,0.07120635402974063,0.13711149393758182,0.11340196181670573,0.10458128562802764,-0.2369646484897156,0.04847209912862248,0.2838812655906973,0.14873932491494316,0.07113175461286039,0.04507631116344002,0.03529522706318693
-0.037862071683136544,-0.16534399729883129,0.005102012264975196,0.0354667302972639,0.1862805582293415,-0.014498844734864038,0.008695854358023735,-0.13902848833611756,-0.0006733933830656658,-0.0802138542774965,-0.07432759138976971,0.14855352814698994,-0.17754979617036026,-0.034656043882827656,-0.0837487395985759,-0.021486066392676497,-0.034901875077623934,-0.021828025095688947,0.0556910162601626,-0.01023249106254121,0.05038617991506536,0.009806606013407429,0.19476933996534865,-0.2304794783648696,-0.021718122498169103,0.004537906527553101,-0.02431054824550154,-0.26635916777310065,-0.045309959705810164,-0.10598618801617928,0.046434500031966884,-0.10053301305252436,-0.014207026293665838,0.02552940877754626,-0.04234117913291013,-0.09215014758891307,0.003743519636108272,-0.03882090810376266,-0.0746829881068191,-0.08632838097670384,-0.06743745177676959,-0.12700966983151513,-0.08641964548848864,-0.0594889397878439,-0.02379498976122367,-0.010050136048288224,0.0163979123768196,0.007909873470329759,-0.0008623945758000196,0.01706768305218156,-0.06620222504614587
-0.07098767113920906,-0.06418383698084379,0.009789761803066902,-0.07204724291251226,-0.12360736908550495,-0.04283855235156549,-0.04858951265418104,-0.8373540775176092,-0.053234555709121036,-0.002906937547774545,0.014791263330069387,-0.07760377155217255,-0.019376130753608063,-0.07064274797332215,-0.10609357595666792,-0.04666058889623078,-0.09589603283173748,-0.08158992007121034,-0.12899492217924238,-0.11842105881606435,-0.051120307449665885,-0.0486915729142496,-0.14343304332769233,0.013050633056769104,-0.008880151071476041,-0.045379777875574866,-0.057579639983911676,-0.04597259203912009,-0.03497099930690837,-0.07574088731996323,-0.0570522247183094,-0.00508047351336789,-0.07882357075704703,-0.05769969123890389,-0.12808832813986598,0.030075015012571125,-0.0498508654058266,0.056843532433430176,-0.02284264635888676,-0.018125809563831,-0.04390497999375362,-0.06629819562494119,-0.05067575803936713,-0.13140314641629833,0.07249993421792952,-0.08426398572862355,-0.08797579987115342,-0.05231897766206467,-0.03150628341459145,-0.05969743172533733,-0.0702735759751982
-0.05398805844932391,-0.14236498393059396,-0.01732927421392073,-0.09044001658329567,-0.17736081032776058,-0.05081454881556703,-0.09914718489201137,3.623942139527677,-0.06987770988799558,0.04459784648577445,0.000962308118447842,-0.10996308837706482,0.0255421122567756,-0.04562890152187553,0.0925705078996924,0.022360734617001384,-0.009185448773552202,-0.007854403930403805,-0.3054819051511093,-0.03679110308530563,-0.10129564708647268,-0.09754539924187353,-0.05043730917273834,-0.054750497767133366,-0.0994030077099248,-0.027631163162699427,-0.07989606654535854,0.057248804616037825,-0.06045174115106685,-0.11439268149970347,-0.07507446113440439,0.05376845251047591,-0.11407314648074993,-0.09481877555524164,-0.07558202658907874,0.09163579246342586,-0.10839471731047327,0.1004954341332866,0.03281022640737257,0.042466667206320925,-0.023370082253297987,-0.0009377782868417166,-0.03863361874047405,-0.046653114504796235,0.2278555347128352,-0.07645639611547432,-0.2060697074406088,-0.09446024337515796,-0.05266541709513988,-0.10550612431571522,-0.059875202574465325
0.07063198624591575,0.19080929126445245,0.022954478310954502,-0.010416653433742113,-0.6909492089852893,0.00859176225722179,0.06890205115092704,0.0052220606348841745,0.06499987697764406,0.3638284074627205,0.3603979979099792,-0.5219734912321675,0.8566728665318516,0.06626698882970877,0.3517711874027525,0.04915665000134069,0.0663821131309221,0.04455830528701859,0.011457670273710993,0.0022396716313308287,0.00657629291417881,0.06894350687807319,-0.6933427464039099,1.221465025435564,0.04598342233026451,0.015710411971935224,0.0568210577772176,1.2610051576071644,0.011090725754724744,0.12075991290793125,0.01409087760370242,0.3430420079641007,0.013768294845690759,0.024208121624250702,0.11544990287056744,0.3835846218655619,0.10420011761677643,-0.08070734593558944,0.3724892298002858,0.3272173905890132,0.2926151664990909,0.36969698722420463,0.3648147660630797,0.1033504524670092,-0.1483151544036515,0.023631751225987603,0.1396645585837609,0.0650149425363935,0.018060805485094825,0.011467880943408216,0.1998563706024524
