Name,Riskiness R
Alternatives ETF List (35),[0.04335577]
Broad Asia ETF List (44),[0.07776005]
Commodity ETF List (125),[0.14887621]
Consumer Discretionary Equity ETF List (31),[0.06533517]
Consumer Staples Equity ETF List (26),[0.04020548]
Crude Oil ETF List (22),[2.14202682]
Currency ETF List (36),[1.17294859e+11]
Developed Asia Pacific ETF List (108),[0.0288468]
Developed Markets ETF List 1 (100),[0.04473524]
Developed Markets ETF List 2 (100),[0.05400479]
Developed Markets ETF List 3 (93),[0.08838729]
Emerging Asia Pacific ETF List (114),[0.09986956]
Emerging Markets ETF List (79),[0.11360406]
Energy Equity ETF List (80),[0.09988501]
Financials Equity ETF List (51),[0.05531079]
Global ETF List (72),[0.06035938]
Gold ETF List (17),[0.75894102]
Healthcare Equity ETF List (49),[0.07625126]
Industrials Equity ETF List (37),[0.04868985]
Investment Grade Corporate ETF List (50),[0.07323916]
Junk ETF List (43),[0.01970664]
Materials Equity ETF List (62),[0.05711639]
Municipal Bond ETF List (29),[0.1189836]
Preferred Stock ETF List (12),[0.03110245]
Real Estate ETF List (48),[0.06997927]
Target Maturity Date Corporate Bond ETF List (24),[0.01595076]
Technology Equity ETF List (75),[0.05786226]
Telecom Equity ETF List (10),[0.08078625]
Total Bond Market ETF List (82),[0.05688168]
Treasuries ETF List (51),[0.65749217]
Utilities Equity ETF List (24),[0.10534024]
Volatility ETF List (18),[0.53004923]
