Name,Riskiness R
CQQQ,[9.5634454]
FDN,[0.27321474]
FTEC,[0.27738197]
FXL,[1.02618324]
IEUS,[2.29338356e+12]
IGM,[0.25077076]
IGN,[1.92199879]
IGV,[0.23548549]
ISRA,[2.31016434e+12]
IXN,[0.36842177]
IYW,[0.34033604]
KWEB,[9.36097065]
PNQI,[0.44722403]
PSCT,[0.19187023]
PSI,[0.17623622]
PSJ,[0.38957234]
PTF,[6.3325643]
PXQ,[1.92229317]
QQQ,[0.29364551]
QTEC,[0.21414208]
REW,[7.40390943e+12]
ROBO,[6.41107703e+11]
ROM,[0.31786895]
RYT,[0.24462064]
SKYY,[0.29600798]
SMH,[0.1974289]
SOCL,[0.89901691]
SOXL,[0.42187362]
SOXS,[1.8039232e+13]
SOXX,[0.23784228]
SSG,[1.73790618e+13]
TDIV,[8.34142514e+10]
TECL,[0.32948685]
TECS,[1.87434122e+13]
USD,[0.32514654]
VGT,[0.28289305]
XLK,[0.27062222]
XNTK,[0.30047154]
XSD,[0.2528367]
XSW,[0.4274564]
