DBJP,DBKO,DFJ,DIM,DLS,DOL,DOO,DTH,DVYA,DWM,DXJ,DXJF,DXJS,ENZL,EPP,EWA,EWJ,EWS,EWT,EWV,EWY,FAUS,FDT,FDTS,FHK,FJP,FKO,FNDC,FNDF,FPA,GWX,HEWJ,IDHQ,IDOG,IPAC,ISCF,IVAL,JHDG,JPIN,JPMV,JPN,JPNL,JPXN,PAF,PDN,PXF,SCIJ,SCIX,SCJ,VPL
0.05176897737472393,-0.03289200760971735,0.008956531201148381,0.017809685660126716,-0.00033145508783565013,0.034451633451011834,0.032719092214075866,0.031186237171476387,-0.0327223471550982,0.028633745896521838,0.004370629294219768,0.030994875493098463,0.014759079113622918,0.031044143794485588,0.007533595035094835,0.018744480548503417,0.01064335851537686,-0.03545004740951877,-0.06780732432241816,-0.022827169680048914,-0.07131196083972871,-0.004619958851126083,-0.011268527431844349,-0.0027910410998440885,-0.06070311044549165,0.00977649431216014,-0.06316704195682361,-0.0032269793743224147,0.008971940522962567,-0.013759793053732514,-0.016590364737753983,0.01546718962416466,0.02071817935495247,0.02685459625563201,0.012075313587892943,0.016104167900360133,-0.013370844028841068,0.014626674364896074,0.009211789250863349,0.03595016265231213,0.015983597109343103,0.015276512928711709,0.007411056419173135,-0.02355244900899175,-0.023106968471630625,0.018913075403391526,0.008326690199829867,-0.05679434580292824,0.004233483980011846,-0.009949787817352626
-0.08403753676762532,-0.058303859320050215,-0.03085883789928873,-0.06623971410397178,-0.04923743368700267,-0.07552984530644892,-0.06604883844175448,-0.07748147710445827,-0.09054350815939333,-0.07431774264464433,-0.08355089497735604,-0.10222072603993797,-0.05762899597296073,-0.0757313518583834,-0.11653423179173725,-0.10850873754908444,-0.0626450151631092,-0.12126245254876115,-0.5465669646661567,0.09044152364294937,-0.05939812261373729,-0.08721315783255268,-0.06103654262120509,-0.05564972691700838,-0.11283840092832614,-0.05869519559593209,-0.04086737814462155,-0.04604307475317232,-0.07076700361137858,-0.0849650618633544,-0.04874786611332542,-0.07995153646293884,-0.05376822011045263,-0.06704761904761908,-0.07838628936352361,-0.04497638224952328,-0.06525912696271972,-0.06942336610685264,-0.04999239998134928,-0.042770774964732215,-0.05365075788895125,-0.1923209739715636,-0.05879175046417585,-0.08809941340534325,-0.04585156477438133,-0.07675370456286497,-0.06842301438430598,-0.07181085808041293,-0.03891235409192203,-0.06584419920353199
-0.06560743757682322,0.025328302034718312,-0.028384197571917312,-0.04133571253411727,-0.03801220707976311,-0.054318856192007665,-0.05409432210351972,-0.05024101799866623,-0.08775819317057985,-0.050386877174242096,-0.07597340642076329,-0.058566833041338986,-0.03203263401356173,-0.007448871218501769,-0.03092788016513869,-0.03914190546456245,-0.05775572187685879,-0.038752341047681035,0.9730133275123396,0.12224833840327452,0.013294455756433805,-0.021697894099071045,-0.04475719124814488,-0.042477100689069465,-0.0060421608872520466,-0.058563368617559675,-0.030434859048494214,-0.03733029857046885,-0.05342898803914497,-0.0217625871255309,-0.034047102171485766,-0.06689303474825671,-0.025875395272685404,-0.05144961802140357,-0.0485958187522953,-0.037560612242539634,-0.053346720376376215,-0.08316351067413329,-0.02874372331197149,-0.0388070753195183,-0.06265973720685822,-0.18522489275994689,-0.04732694578908059,-0.042425674593819435,-0.034706332368662565,-0.053746121987493095,0.005487399535962578,-0.01777992694058942,-0.02280773594531397,-0.035331932458379386
0.08475053125260867,0.07044843953440387,0.0498127565722578,0.0793111054576269,0.05383362529757575,0.0727994550815224,0.06657932572538014,0.07411703354518638,0.10423597823196334,0.07412400784259758,0.0953751039928014,0.05730289846244944,0.05415152070133343,0.13633508237419828,0.06573928403975919,0.05580342199821935,0.07880909441252172,0.09341199939835708,0.05623107838431665,-0.15621715567552286,0.11480126751942547,0.07913109894062885,0.07679621458340949,0.05164414557884127,0.07625413388801297,0.06959050863535059,0.09551566383673044,0.059146071005642974,0.07455764429266576,0.06868546796006626,0.056322646000092125,0.08333331416042658,0.055013927576601375,0.06795386989283952,0.06823747747993235,0.047395315205415636,0.08626988937051397,0.09381947532236563,0.06181709594189892,0.06448603870751801,0.07958157286155994,0.2465177701617069,0.07642796293024215,0.08233993618503102,0.055709208048566106,0.07586724227386585,0.026448626510707958,0.07044993467047653,0.051384070274146265,0.07211918566967203
0.022250167686662364,-0.01495736148571805,0.01997864379869321,-0.008425518554788031,0.003611953966493812,-0.012582795083112474,-0.02256391321294339,-0.02056678741291431,-0.006245346124129258,-0.010726224593446994,0.03227616753094087,-0.0073821945629584515,0.03881298137519671,-0.015685113770814267,-0.0046072254034368034,0.008985221331325722,0.004870206897820984,-0.05485605914792816,-0.02661873880398,-0.004981332251871975,-0.02868704364736125,-0.011313961027216431,-0.005809284056457951,-0.010714291330324052,-0.031089607635372826,0.02468623746875586,-0.007777259367768752,0.0029585413145331503,-0.014895997137743804,-0.0135981903219529,0.0,0.025193129284281857,0.0029700565003459023,-0.016266580980186594,0.007906638804647028,0.0012230166630343908,-0.014894258744437509,0.02967479674796735,-0.0036447812651930287,-0.004916730260953965,0.004212389239961832,0.007801017262808561,0.013452948470629871,-0.021376118386126276,-0.016092740123231336,-0.015123677157903082,0.0498976090010751,-0.01142573947750682,0.02013437264956861,0.0003463665604003607
-0.057877889447086175,-0.027765818843277945,-0.010843048304655628,-0.01752518383556254,-0.004284490292527515,-0.035099536147374606,-0.03500763682285783,-0.03354663938483336,-0.013323278831549807,-0.02856546548798448,-0.0896199996226141,-0.042376871169430536,-0.06538467890399031,0.04780555584072947,-0.012856777393784664,-0.006809918321134275,-0.021001735080054068,-0.02188392288872008,-0.05617136554215946,0.01773053314899409,-0.05963657783348233,0.0380215384041676,-0.026711047798442383,-0.002406694224515602,-0.010303288534570795,-0.037157977151827164,-0.0627062765207225,-0.01880524472716933,-0.052128998059759166,-0.029692506396807487,-0.028895732928761225,-0.06061597907346501,-0.005429298965093249,-0.029351014312921038,-0.014863666539041712,0.017915372990480755,-0.026499758173490262,-0.031188274772996374,-0.035602438677439306,0.005787987660554357,-0.007969962559089567,-0.04874478131930373,-0.03134216689512576,-0.020022760599450302,-0.014073829818416456,-0.04156732877713448,-0.013245121130392166,-0.018030601151820258,-0.014001337769299866,-0.019041055734417108
-0.02399548366411385,-0.016996429956755838,-0.03642701655026486,-0.05354985431168608,-0.055938039791326666,-0.041032780295143616,-0.02046491320426536,-0.03987684276098127,-0.06825872106006131,-0.04048700000858227,-0.05031950677637754,-0.09568695935376137,0.0011786356655940301,-0.04628237998543985,-0.05536074634089075,-0.043321857249330825,-0.04942664207277665,-0.07536267146830951,-0.019650371944831508,0.08792788286603086,-0.01569663607326479,-0.03748165138528035,-0.054673724397963766,-0.06768260959596761,-0.1389349788418608,-0.04050171345439358,-0.042693633235182035,-0.0461171171097958,-0.03160991113973968,-0.040732757039804716,-0.06013190556240972,-0.0392577150654704,-0.050994393868663314,-0.03762649275178442,-0.05161132033582176,-0.07689895045609038,-0.0571441450279629,-0.032192378476268206,-0.01858912762539586,-0.014242729482007424,-0.052072912947143266,-0.17066200405105236,-0.05243697371806065,-0.07830698260941223,-0.04899691358024704,-0.0503167163737759,-0.030270203043016912,-0.04387302731417163,-0.031160042087653363,-0.049132627307896234
-0.1177764110434573,0.012727301411680035,-0.039512520895936175,-0.012631580088739382,-0.010938888274891085,-0.03672186076337607,-0.02812306206469709,-0.02946906209105938,0.02250875442430911,-0.029504367663142912,-0.12489490906444682,-0.19420762098059907,-0.10969692551481228,0.030225218526731545,-0.006218135499334177,-0.020408235358997304,-0.05304358779623871,0.03301362794412852,0.04136260715853704,0.09683492834677823,-0.024088881113770142,-0.05027926616936995,-0.02193301104739064,-0.04421315605933136,0.018743553129122376,-0.055875719582663415,0.02022995290460452,-0.015169701014384763,-0.027003030664449628,-0.002690235433731927,-0.008715348388721856,-0.11801248509066188,-0.0210524176142792,-0.02448790955404121,-0.0291088900768293,-0.009190439550870752,-0.026233992815734783,-0.09726311578947372,-0.019425743447283,-0.015079708718980752,-0.037159756976828585,-0.16176077189160928,-0.038453783190746604,0.02450373614722008,-0.011764665314401549,-0.030836845797108187,-0.02710473696030396,0.03133557738519413,-0.028495073161282605,-0.03509101410064525
0.0464751778406371,0.04084383904556342,0.05863141513387422,0.08199264941449373,0.08571432258064518,0.057308726744408865,0.06566499780869453,0.06960753728326334,0.11087260721930343,0.06265938378781752,0.050216243397795464,0.043974373148375344,0.06160643536052299,0.13838918680906367,0.115472095253185,0.11805546929645848,0.04775023596612957,0.11958763586425004,0.07943918235774394,-0.09859152582569147,0.1337197113891421,0.13568618178457814,0.08572755054681512,0.10408142049138212,0.06678027901077989,0.06575851699302504,0.09959428080191493,0.08593441041289272,0.076433006340976,0.09248537493294068,0.09212542604068358,0.04639604713142378,0.06344058801615532,0.08215398308397859,0.06618998470085788,0.08012365312532249,0.06484021473156397,0.04654845864979221,0.06869091501803,0.03843138845080888,0.044227193978416166,0.1439417552456244,0.04714802107605225,0.13242652126223967,0.07389158153154425,0.07151530696290251,0.04516672968252933,0.08603730210827,0.06397802922452565,0.07487354621921441
-0.05394925965461988,-0.012074196389157743,0.0,0.007571799635127652,0.010016977588557574,0.039313416269251236,0.03507258926098852,0.04079495700437177,0.058073976101316,0.02700566493062024,-0.05971176068889875,-0.06946126950093116,-0.0628405904100484,0.01677597889988337,0.018613013998061846,0.031573653421382936,0.0008764897778353715,0.0009208923087815656,-0.05772001445807366,-0.018292707911533944,-0.010791451508216077,-0.00024170243064200572,1.4043131683874973e-05,0.009844459796074907,0.032754442017664684,-0.008594033292221451,-0.016085266772805078,0.02053002493044265,0.0359257114320088,-0.01728385998662616,0.029751407007307062,-0.05740291635401785,0.017694502554179405,0.02994713679826997,0.010382876330378493,-0.002044783088075361,0.004288165370936365,-0.05655579819948305,0.008865554575302385,0.0022790030669720533,-0.00847091994711106,-0.018252278806652512,-0.002613034283256028,0.0127421200707762,0.02293577981651381,0.03891211477451453,0.008077528664283717,0.016297128947987013,0.003101375310552401,0.00683942459537219
