BDCL,BDCS,BIZD,CHIX,EUFN,FAS,FAZ,FINU,FINZ,FNCL,FXO,IAI,IAK,IAT,IXG,IYF,IYG,KBE,KBWB,KBWD,KBWP,KBWR,KCE,KIE,KRE,PEX,PFI,PHDG,PSCF,PSP,QABA,RWW,RYF,SEF,SKF,UYG,VFH,VQT,XLF
-0.02199722984924664,-0.00457144399169491,-0.007215077001440352,-0.05593802747952967,-0.039688693352599114,-0.06357047893396127,0.0654398423534903,-0.059617918782545985,0.0,-0.021348381649106667,-0.015054416336447322,-0.02670694915742378,-0.02365608174905555,-0.013630804612592777,-0.02943270523647025,-0.021447808595290854,-0.028966580367530127,-0.016804171146008188,-0.02426381769282757,-0.01009306434340525,-0.008324508497337462,-0.0025019512530092174,-0.02533933266872204,-0.01440012291161645,-0.007042343526291483,-0.01576559773920916,-0.01677519758537912,-0.015232019314984947,-0.005267433369473136,-0.03140072824653321,-0.0010871147813677768,-0.027850352682202376,-0.020127835500455105,0.017928208011618766,0.0433455159970364,-0.04100107865486809,-0.01996903423612517,-0.016357969225929796,-0.02548041961580777
-0.005712223460027847,-0.00420959184852451,-0.0058141635601920575,0.032816779566395816,0.004456892615703392,0.07473064848497937,-0.07437626438296557,0.07759319474250978,0.019942342694292327,0.021431339161304002,0.017137201124720308,0.024851008194377862,0.018942729676572533,0.03910624302998921,0.015893290268140455,0.025280354888822614,0.03816410784357602,0.03328354831113582,0.04302895830089302,0.016291850267141073,0.00920661097831137,0.02859293158819885,0.025374156495293964,0.0099025245771082,0.02763506276843904,0.004576598870126347,0.014275813996471291,0.006834595309222817,0.007312200711890428,-0.006649833771030669,0.022312971529732082,0.03334813401149241,0.016032203365917718,-0.024951028036941342,-0.0509069963767068,0.04955390314992997,0.0255263505077777,0.011132455713786188,0.02752311358800205
-0.0007179058130465924,-0.006917807840546822,-0.0063351399450864675,0.06266551332453868,0.01290855840281392,-0.043850435013434906,0.044064152938296144,-0.035928281437792184,0.0042503672601587215,-0.008945739882791163,-0.01958064652002961,-0.04293995434046256,-0.01880654413713581,-0.02461807433453225,0.00611420990929959,-0.01834080404204106,-0.02431349869659186,-0.025181528226852986,-0.01491878784086286,-0.017475719930287868,-0.002677677109521057,-0.03925312693977122,-0.018097268402717186,-0.011198725897739148,-0.03084951530828071,-0.004100292431235574,-0.026993020662322332,-0.0012565268746948892,-0.02643306645460931,0.017896938945851145,-0.03806242107347906,-0.02079255949301046,-0.006488524556532757,0.015052639665540175,0.03020955027707642,-0.031503202555251755,-0.0161573396561877,-0.004417520758580353,-0.008448085499878057
0.011857546337293749,0.009287896602935422,-0.0014712462448119206,0.0066446263680367094,0.027877289030233652,0.00797110689674861,-0.010923439583380427,-0.003520799556007765,-0.021444738422831136,0.004561215786629885,0.010388024712953105,-0.018474132390195373,0.016136938145016558,0.011846971237648624,0.016800430476777217,0.006416304677826724,-0.000632065076726829,0.011346881114517787,0.0038167367844166656,0.008695839619299029,0.015701229417287185,0.016268576729167945,-0.01203815117926026,0.010120773325462521,0.015020895672533063,0.007520583828584312,0.004946975458906724,0.004661302280740354,0.01497167766086067,0.0091512318670705,0.013993269389921731,0.007741399353930667,0.007744413087057278,-0.003460238948557081,-0.00598418966463475,0.0073201727168018035,0.006929311960400594,0.003003535975031195,0.0027138188851968197
-0.09268466596122607,-0.042561091578582566,-0.01132077496630264,0.012376174661264429,-0.02440911465900769,-0.111688768114716,0.11495968131728206,-0.11157931565369784,0.11562872873006234,-0.03670083022517789,-0.0313507741910399,-0.05230528331348746,-0.03267979358478544,-0.04857731963966415,-0.031112550937086245,-0.03749844143368633,-0.04854740975680807,-0.04812517690268592,-0.04942974746503105,-0.010187834856640527,-0.00986136400034761,-0.05377702324273721,-0.05399177253433929,-0.02989657296017375,-0.0509462713065306,-0.0068649581220053685,-0.04957806192991135,-0.023911567711135888,-0.03179056856563714,-0.012365890560766141,-0.04540502720659948,-0.03745302075774679,-0.03594460963275648,0.03769842002966135,0.07585789926836813,-0.07498572339088683,-0.03756042951961667,-0.02375274733729827,-0.04014460356571607
0.06374241049821096,0.0280440189211047,0.00909100705789173,-0.016299994020794618,0.012311492126264314,0.0802439135027249,-0.07699232738456352,0.08203034802788207,-0.0783148069757042,0.023959128965788643,0.01999046521889087,0.05120931181156044,0.025675593151232416,0.008761399245583106,0.02213358942121106,0.02716920453469527,0.026768937573810915,0.016749127141239516,0.01371445076291493,0.003958756967827645,0.0158813688582499,0.0198254423658396,0.04041763988052572,0.0231550844704284,0.018660634346930653,-0.0057603491312249325,0.028486924336892105,0.004753087011764598,0.02390361986769372,-0.005008288167685025,0.022636081478210824,0.020594766289457885,0.0249421508490711,-0.02772464906136383,-0.05260221236962948,0.05437227013436771,0.02433397815371444,0.0053681329424413605,0.027255905742296437
-0.003825607480627738,-0.00039669176898923217,0.0,-0.03728252619902507,-0.00117718858085715,-0.00970876053796888,0.007317154224332798,-0.008928419047523284,0.01037572844105247,-0.0019178140912974844,-0.0018667065849954415,0.007577813125208933,0.0026350922552703443,-0.011979545808560938,-0.006034826245895628,-0.004366718661557333,-0.008935013897225955,-0.017693597175477718,-0.007046579363237661,0.005967968624442573,0.008479478665667175,-0.03680649819902499,-0.005763097963921032,0.0032565532364126517,-0.02685100799983917,0.005793722998465703,-0.011870461054249774,-0.0014551520995591913,-0.019241061183857072,-0.0008392154143673781,-0.03054060037558144,0.002914859901471021,-0.000501567937627554,0.003933232420182706,0.005906662992305988,-0.007841648123740306,-0.0015688345378798592,-0.0027737950251957182,-0.0004576246625353084
-0.016897086947306753,-0.006349406308419407,-0.008508426148901698,-0.0008605742966964399,0.018067691236981844,0.029069694584906405,-0.02953989179530044,0.036035949446828835,-0.03136275326117136,0.006149275483708239,0.01168783838224535,0.0072519933566941985,0.01730200016326107,0.0006063029760344501,0.01410716847306233,0.009022231770523371,0.003828723806239911,-0.003726686160996207,-0.0005674517160902304,-0.003157927571867481,0.015764260545130374,-0.006189488898792338,0.015886631974482063,0.013307255321079759,-0.005930512604681298,0.013594514470469924,0.0174736823321683,0.003644005695097939,0.002615837806859312,-0.002518750265984425,-0.006358537964683133,0.005812776374172579,0.014306975864529153,-0.008325228457909367,-0.016441683001387573,0.016838333921012392,0.006509677042273075,0.004450309497952909,0.006407241918215641
-0.049218681078924416,-0.02396164738812862,-0.02271588356267035,-0.01981055650586213,-0.009259314661689536,-0.006314365268609496,0.0014969669387463348,-0.024980183903554096,0.010028667699560557,-0.0034377517567057646,-0.004159043934517019,-0.025333081165576327,-0.0010765175100412722,-0.005150036967889563,-0.0059870865938105615,-0.0013660623142693427,-0.007135851809491389,-0.011222082425457223,-0.006532254928166374,-0.007128978936012035,-0.00439732478139693,-0.009477362903855636,-0.01183414835073184,0.0014414079476413198,-0.00856038650624712,0.01273019396133736,-0.007513402937292553,-0.003994098964075233,-0.007304966367867231,-0.012626339948684786,-0.011052817532272104,-0.0071127117668649716,0.0,0.0014814522447391773,0.0011940934930126958,-0.003717397721266105,-0.0033453009196058947,-0.003184437587769557,-0.0027283865670541274
0.008217134119245505,0.0,-0.003098831237023209,0.04393678731020579,-0.01246089853374152,-0.02452620902600559,0.021424907176011396,-0.024323098993591242,0.03460995710724485,-0.00766587583459643,-0.011600709110333816,-0.02079351046897484,-0.016163654885440103,-0.016443482732122424,-0.002302745651613594,-0.008332050299229041,-0.012143970661755205,-0.02175275484042817,-0.016866932355086264,-0.008376221700917669,-0.004936218859335456,-0.026790627403609886,-0.0243798560312044,-0.012634026232292856,-0.02407130327969301,-0.022446900524146062,-0.022350408222485192,0.00036478080486289333,-0.013140636894013059,-0.012787575073987955,-0.02323536375759005,-0.009178537159726208,-0.008908614845191393,0.008875664015708057,0.014907641910966038,-0.015773577909432922,-0.008055463468004245,-0.0012501353826606864,-0.008208119541023105
