Name,Riskiness R
AGF,[2.06541093]
AGQ,[4.05810925e+11]
BCM,[1.44306422e+12]
BDD,[1.44656677]
BNO,[2.53831857e+13]
BOIL,[1264.48852359]
BOM,[1.65305979]
BOS,[1.16412279]
CANE,[1.3897629e+12]
CORN,[4.10967656e+11]
CPER,[9.49308975e+11]
DAG,[3.00427519e+12]
DBA,[7.52332785e+11]
DBB,[6.08261013]
DBC,[3.47768548e+12]
DBE,[4.82272576e+12]
DBO,[4.4689388e+12]
DBP,[7.22496279e+10]
DBS,[2.65072083e+11]
DDP,[0.38521833]
DGAZ,[0.83331312]
DGL,[31.31815233]
DGLD,[1.36286304e+12]
DGP,[4.51539341]
DGZ,[2.45123686e+11]
DJCI,[9.09550185e+12]
DJP,[9.21942862e+12]
DSLV,[5.82793157e+11]
DTO,[0.29009568]
DYY,[1.78805569]
DZZ,[2.37062968e+11]
FTGC,[2.2025288e+12]
FUD,[1.06055042e+11]
FUE,[1.43996364]
GCC,[1.70851966e+12]
GLD,[0.9944345]
GLL,[1.25654775e+12]
GLTR,[5.50959504e+10]
GRU,[1.71348955e+11]
GSC,[1.48215329e+13]
GSG,[3.73786453e+12]
GSP,[3.79881951e+12]
IAU,[0.86528485]
KOLD,[0.50475083]
LD,[0.98823076]
NIB,[9.61248526e+12]
OLEM,[6.8137098e+12]
OLO,[6.91055471e+12]
OUNZ,[0.96726359]
PALL,[0.59582695]
PPLT,[1.30012039e+12]
RJA,[5.42660573e+11]
RJI,[1.35246871e+13]
RJN,[4.03551672e+12]
RJZ,[2.14733186e+11]
SCO,[0.39542964]
SGOL,[0.96816077]
SIVR,[1.53605593e+11]
SLV,[5.37018397e+10]
SOYB,[1.25054468]
SZO,[0.1672998]
TAGS,[4.73484084e+11]
UAG,[599884.24177501]
UBG,[0.69910775]
UCI,[1.10362429e+13]
UCO,[6.77904577e+11]
UGA,[6.33405145e+12]
UGAZ,[3.63660964e+13]
UGL,[5.4081036]
UGLD,[8.22927654]
UNG,[3.06661883e+12]
UNL,[4.8235668e+12]
USCI,[2.19302444e+12]
USL,[4.48340699e+12]
USLV,[6318.51083791]
USO,[4.61011502e+12]
USV,[4.64790958e+11]
WEAT,[5.65901635e+12]
ZSL,[7.69727076e+11]
