ANGL,CJNK,GHYG,HYG,HYGH,HYHG,HYIH,HYLD,HYLS,HYND,HYS,HYZD,JNK,PGHY,PHB,RIGS,SHYG,SJB,SJNK,UJB,WBII
-0.012199515048233077,-0.006663842141183373,-0.012931118194884772,-0.014323464759897457,-0.01794539271993424,-0.017124119681121194,-0.021702894186862137,-0.004576868109795343,0.0014030863825029256,-0.01263529019319412,-0.0041876065888457326,-0.0059097255785255185,-0.016065504726706797,-0.01642841268415623,-0.004321436006598728,-0.004811573791193952,-0.01146566082012133,0.009134066067700643,-0.013370329620613184,0.000356330469473091,-0.004325664789159034
0.0005851210760675746,0.003501048633833661,0.013454909437979572,0.0007002981673430964,0.00027592370921853147,0.0019979030468289007,0.004393882620002792,-0.0022979695140149343,-0.003003248605884636,-0.004739359803125993,-0.002750631394682191,-0.004671083551980568,1.6152597356029769e-06,0.00513955339929605,-0.006511371161220229,0.001208827286434565,0.0010067006031782338,0.0039826101695584456,-0.0014955144351723596,0.0,0.0003951585548354162
-0.010893911405717709,0.0011840702946450748,-0.016882791256406154,-0.01065062267161698,-0.01694857780989046,-0.021659969739282442,-0.012376946137913392,-0.018177595032544774,-0.011448128600401541,-0.021904347565780042,-0.008580044339987835,-0.013225011183382169,-0.012372028309669394,-0.00413895339949925,-0.004460813597030489,-0.013682479768654622,-0.00973119487753385,0.01009738242999738,-0.008252637595518295,-0.0391807457158714,-0.005527145001614474
0.0041777555400427605,-0.007095602512426268,-0.009214845506847041,0.010531170420484926,0.01482315565941909,0.011217407219431926,0.014693521852348025,0.00260762255808651,0.011385140853802985,0.006328933449445307,0.005460844310187989,-0.005188548719015881,0.007352931155076965,0.0,0.0060573907035045465,0.0027997229587754077,0.004485788846691552,-0.00928246168471257,0.0043416567246813325,0.0148285820149378,-0.002743999988204184
-0.0022695744864375932,0.0007943611373888052,0.005918636986604751,-0.00463186189222227,-0.00999960934015673,-0.0045248658012983275,-0.007666893285094356,-0.005525725356018376,0.0022207556117648766,-0.0014515241320791454,-0.0018447060703997511,0.003911994225466504,-0.004866500430563264,0.009879485863426544,-0.003284248607648003,0.004489803936677046,-0.0014886378432134384,-0.003963880351635958,-0.00612396122472075,0.005114143470707018,-0.0011952201283677766
0.012131465028062104,0.009413076306380691,0.027460230089394636,0.010775364988052172,0.012785336444952531,0.01272772624872359,0.0036284026477793243,0.009496416369104758,0.0030208031386353877,0.015988819408327137,0.009990466053163996,0.0012985360753690668,0.011331264509243473,-0.0008505685053610412,0.005491569879608327,0.008533425232489263,0.005186843383309863,-0.004703341833338514,0.009825812041434331,0.0,0.0007977959515378872
-0.00677228654374289,-0.0015773701393143164,-0.010055670078962287,-0.007514495935543256,-0.008216445031970046,-0.01353734799480662,0.0012887549034967685,-0.009667894183516185,-0.005220866712317469,-0.0028612315497380373,-0.009592604500849531,0.001296955743841124,-0.007829630941112466,-0.0063857862108693386,-0.00655318974899044,-0.0064467103510534324,-0.002128627436451622,0.007997069549632052,-0.006491570862925329,-0.001090258460618965,0.0031885094113297038
-0.011742166153651337,-0.004344551548567423,-0.01596147849281282,-0.020734120203232537,-0.02065351052541798,-0.02183850088683485,-0.012874983034237642,-0.021108318045138262,-0.015744654079449864,-0.021999528329710968,-0.010819189447083887,-0.017271293526463234,-0.017414978623408756,-0.000304267796683515,-0.007493376212050749,-0.012571241464276612,-0.00767888243271901,0.02019476485999476,-0.011978071178033074,-0.025104750236685524,-0.006356706899285157
-0.02146410325829818,-0.018246716981016483,-0.02043379018722594,-0.019388056900277874,-0.028250371251386613,-0.03364006250684727,-0.049565106778924416,-0.016633347651807597,-0.012209709545248278,-0.028299431389979694,-0.017916215153612306,-0.01616064969435199,-0.021600466201526943,-0.00430077214376344,-0.010561350131424674,-0.0034164747649203697,-0.022786426014756816,0.012371889737496852,-0.019471153704303943,-0.04965742489708429,0.0050784454503323756
0.02732016578606634,0.02013293256161344,0.033492327429876886,0.03734807200978425,0.041527580195668094,0.045743652720980736,0.02576540856382265,0.021012131753658597,0.0185687199835064,0.020201871643549158,0.031079340612520906,0.014791747199000876,0.03315652376837744,0.0025914830469941238,0.02022465389226557,0.010743527096291854,0.027512758494464242,-0.03351952529846117,0.026275871209506724,0.029673657251067062,0.0007962335551847318
-0.002296973240581711,0.0007947270145656113,0.00835098799250977,0.001997267498503348,-0.002046859866232163,0.00045027484272935214,0.017473413077559646,0.0,0.004506439910732028,0.0019802955444732746,0.000619586478259979,0.010600560906949082,0.0019273483822455355,0.004739584482987205,0.0,0.006132322599204832,-0.002796276019524225,0.0,0.0007338184197264613,0.02632083779864517,0.0034220738864592965
