Name,Weight
Total Bond Market ETF List (82),0.15227105520633138
Investment Grade Corporate ETF List (50),0.27426451330702883
Municipal Bond ETF List (29),0.16063472230825618
Alternatives ETF List (35),0.2501126796014659
Target Maturity Date Corporate Bond ETF List (24),0.16271444679725872
