,DRN,DRV,DRW,FFR,FREL,FRI,GQRE,GRI,ICF,IFEU,IFGL,IYR,KBWY,MORL,MORT,MRRL,PRME,PSR,REET,REK,REM,ROOF,RWO,RWR,RWX,SCHH,SRET,SRS,TAO,URE,USRT,VNQ,VNQI,WPS,WREI
0,-0.11303761455092885,0.08188311385981319,-0.04658615087713468,-0.04707785655243099,-0.030612094281208445,-0.024781241777759783,-0.029810137122335018,-0.043207724316347874,-0.027304667713419026,-0.031940196672645714,-0.03031364387271741,-0.028743116305681993,-0.05101537234731153,-0.15757685773326632,-0.0409046980075003,-0.1767365438072054,-0.0623160100927107,-0.04108157602420627,-0.028246322629781214,0.04253103602307681,-0.02623715045657682,-0.04982986509002273,-0.02877406639649259,-0.030509760279913364,-0.025730619894021638,-0.0306009063833526,-0.04467181513541226,0.0723054241925715,-0.09494056818049866,-0.08120181769469267,-0.032527660602790276,-0.02087893945974662,-0.03273498117358951,-0.04355260337168794,-0.054040234959443226
1,-0.022384862936683337,-0.014190958057319297,0.020593260448357433,0.005178532681035099,-0.006912648936730058,-0.002817064469388666,-0.009145841889807908,-0.0032106327581170055,-0.01162439988358933,-0.050918395739933626,0.003720082456139474,-0.00750023400840523,0.029464415025390298,0.09837409643195504,0.029009190190439654,0.12254346403386855,0.010988953649783103,-0.004930472674824251,0.00571522601921106,0.004477631532273751,0.025386035278478093,0.00923056122630396,-0.0028874701536765147,-0.008531390506821052,0.012935575607120045,-0.00998161945902735,0.06587836877835875,0.003329702497768693,0.012287861736389412,-0.017593338895124086,-0.004196864046006131,-0.0036367382517857243,0.009453425352632869,0.013392887701957611,0.009644234042083335
2,0.3338421154998764,-0.27015354477244946,0.10008080164434703,0.08758585172562858,0.08816718567162994,0.09651624854778701,0.0906408961975481,0.08820598849533098,0.09302822390108105,0.10993858023990388,0.08302446812641374,0.08956067133555011,0.1152258773251902,0.15132710837150845,0.07340412355963857,0.13561721091926013,0.07349904592804203,0.09384999394083045,0.08217506522738165,-0.09806847858827718,0.04090447703873101,0.09102813848708388,0.09088855834534036,0.09167064243214527,0.08053162877532839,0.0984347464669006,0.1050641541417931,-0.18419403783411273,0.10173402049358847,0.20850665127062723,0.0867346480065899,0.09242601133612503,0.08937285714003182,0.07371518571850766,0.08005432419326414
3,-0.077706554194121,0.06640353234459685,0.004402025884340776,-0.0013533510630541815,-0.015991274854391585,-0.019865436804245844,-0.00804342670542097,-0.002662447857796704,-0.019455024930639178,0.011331756208380093,0.030777499385852593,-0.00497376998211686,0.002619417414325511,-0.010593487337974158,-0.016352806562703433,-0.013770629931094075,-0.003857281469807555,-0.0194701709938493,0.0041763137973784515,0.015925430402876323,0.04566282567279553,0.013846919290151487,-0.0032920931928302625,-0.019044871750221154,0.025688923135375245,-0.02388313391844812,0.019969160729423542,0.031019607916484806,0.01049326618292439,-0.02944104649327427,-0.01494727054844741,-0.012577983038741499,0.022453312550012396,0.01777893824455868,-0.02616949749997929
4,0.06229056799304052,-0.08138095276039134,-0.01862676575207349,0.0056675413225643475,0.0231851415409505,0.024250272970651663,0.014943229959895561,0.008519464774040461,0.021485046375621767,0.0018380637269999568,-0.01771988325111809,0.022074329327577073,0.025935214101879676,0.12644791715872516,0.05692723213320164,0.13702121584192337,0.00048413816472194274,0.02909028780870451,0.006463817368230762,-0.02540539584254766,0.041708992643409104,0.029880376736399136,0.0076351997367325375,0.019820283239924383,-0.015108391580982868,0.020387769493074172,0.027679904413776164,-0.05104816577016476,-0.022326153175357875,0.043319477336648794,0.02556063467749127,0.02248557516458893,-0.017023679337216657,-0.010212228170175522,0.04321263102371698
5,0.21329295256971156,-0.1892617636136434,0.009304004390073459,0.03381431917760224,0.05294371661566408,0.06241954761979429,0.03063138508346802,0.022602595604767343,0.05850131874783032,-0.06474425917080305,-0.007487951659720551,0.05290731698038236,0.0730870971227735,0.07637951539345846,0.029551761418114633,0.0709500743603279,-0.0019353383082591615,0.05746524178996098,0.03702315870838507,-0.05879095026829892,0.001953257920351464,0.02940035935404591,0.03133319130172852,0.055968334505244084,-0.006471816460690613,0.058479524735639686,0.06735759734724832,-0.1159043680685026,0.03292634869768688,0.12123331430366326,0.05005096094254534,0.05975865808294587,0.006704024778012987,-0.0019007329948012843,0.04393326501009151
6,0.1275633891164575,-0.12251645083972945,0.0710496831229378,0.057519539859244025,0.049028390024806,0.04877454871301704,0.042562785311852654,0.055822518626491964,0.04034970961334686,0.069888213840292,0.057319150826559036,0.04591476177757149,0.09085487024886883,0.026177417970914992,0.020370708739893984,0.031682038793687195,0.06073989134245202,0.05001928296342044,0.054331301159478894,-0.03889225558775065,0.0632631769429052,0.0829671030646975,0.049028230772986514,0.05236050788887691,0.04422303666423634,0.048319072577973826,0.040498402579227766,-0.0749559705081047,0.09922875403656374,0.07567906561803137,0.03151748320647024,0.052001810325669036,0.049738601639943945,0.04352565525166769,0.052142422359847646
7,-0.11270500880546148,0.11132063393843046,0.0010450751043552984,-0.02804315471817235,-0.034016245151757274,-0.03844657825040751,-0.0317308442396658,-0.024701682549717427,-0.0382172888183146,-0.0005316047485679573,-0.011795428525589194,-0.03348948819141767,-0.016864854605603507,0.06010727057096466,0.029335260496872885,0.03892953661591202,-0.021188376788773722,-0.033337444678896905,-0.030355833485327183,0.03372178875962601,0.011299457111070514,-0.00035189772509977715,-0.029956098676845424,-0.0343963885465534,-0.021202295888421686,-0.0335615715884329,-0.010502496677393653,0.06704819770150225,0.03227305255837429,-0.06770906363533528,-0.02753667924067172,-0.037642035269943475,-0.005511913091576822,-0.015902006884723412,-0.03510458695800423
8,-0.0685142229393246,0.03480476342477535,0.0017397168542149946,-0.013250687489509803,-0.01960801047883085,-0.0222132666665308,-0.010158908910048375,-0.01703060435178255,-0.02382275710977664,-0.01941500452423161,0.00033149632975459106,-0.02301884897703702,-0.03813690327129386,0.01750311390773621,0.006720521586468993,0.03310019724936028,-0.0051765748616830025,-0.01190908990468533,-0.020510964150752157,0.011269139929568983,-0.021415274523845413,-0.03379096277866836,-0.020062945484840878,-0.028437362042756632,-0.007141172646502951,-0.02558811933658578,-0.007717185709069367,0.01905887430410239,0.037607628785269666,-0.03541619940927185,-0.016291739692462826,-0.025064586280641222,0.004290902308408295,0.004503258278145686,-0.02664013193400879
9,-0.17024793636873897,0.172272355883762,-0.04480946963733183,-0.05309871505328353,-0.045290214631366094,-0.05498359561500094,-0.04710338301738981,-0.04964872376326607,-0.050979961431342445,-0.08992641912900234,-0.05119161246634869,-0.04154273732279372,-0.04813347499252615,-0.05113154621499096,-0.024477212882580576,-0.05492305905316006,-0.04582529053188695,-0.05205963144622662,-0.053097296071057336,0.047507545879650864,0.027806619006130583,-0.04159176133493242,-0.05379603889385615,-0.048993070644982026,-0.0572200394989706,-0.05100798160917971,-0.030340852790752295,0.10169493322217113,-0.04934492311915758,-0.0982035572324808,-0.04909015238539236,-0.050897332484589414,-0.0419682465561521,-0.05274261881553897,-0.04920964765359701
