Name,Riskiness R
BZF,[3.10334959e+12]
CEW,[2.59729416e+12]
CNY,[2.21305686e+12]
CROC,[2.52861102e+11]
CYB,[2.83668903e+12]
DBV,[1.93826101e+12]
DRR,[0.27500956]
EUFX,[8.38165629e+11]
EUO,[0.30882406]
FXA,[4.2274409e+12]
FXB,[3.87739553e+12]
FXC,[5.73139388e+12]
FXCH,[3.68255905e+12]
FXE,[2.34751805e+12]
FXF,[4.11062047e+12]
FXS,[6.21711242e+12]
FXSG,[327327.99069325]
FXY,[1.34681851e+12]
INR,[1.23570984e+12]
UDN,[9.87691285e+12]
ULE,[3.6136871e+12]
URR,[4.5346011e+12]
USDU,[1.92556865e+12]
UUP,[3.57053981e+11]
YCL,[2.41209909e+12]
YCS,[6.17761432e+11]
