BIL,DFVL,DFVS,DLBL,DLBS,DTUL,DTUS,DTYL,DTYS,EDV,FLAT,GOVT,IEF,IEI,ITE,PLW,PST,SCHO,SCHR,SHV,SHY,SPTL,SPTS,STPP,TAPR,TBF,TBT,TBX,TLH,TLT,TMF,TMV,TTT,TUZ,TYBS,TYD,TYNS,TYO,UBT,UST,VGIT,VGLT,VGSH,ZROZ
0.0,-0.019895270853320664,-0.04862639842712098,0.01828608103556324,-0.1111582095884599,-0.0008336112037345307,-0.02994508077224833,0.02395619340357864,-0.0933054393305438,0.061295527326553585,0.01812739035211397,0.011469473024963893,0.019902005772735338,0.009259933819069787,0.007586680549388701,0.02601426667758688,-0.03550292088093219,0.00187272132850063,0.01172060162998298,-9.082075297912296e-05,0.0018804552590247433,0.04121872346248072,0.002992964597740994,-0.030678300891592944,-0.1232528143965852,-0.04108038738637345,-0.08172133778953429,-0.018169993684044528,0.02515175502488793,0.04538980419663307,0.13162370939082027,-0.11942768327040044,-0.12109867868309013,0.0005895921269746291,-0.015455194766478528,0.0553490292432908,-0.014111660420461481,-0.046666643585659945,0.0862853817953492,0.035616953800873964,0.01142364836688872,0.040428339057655235,0.0017233283563483982,0.06516336100502698
-0.0004370617245908462,0.0938390313390314,0.0369621415835361,-0.0050925353085284255,0.030071549877252888,0.003504071416652818,0.025771735322239264,-0.00414445170543648,0.0572219658514074,-0.011678949806595923,0.00032670695317357963,-0.004745332604468577,-0.007475612465322605,-0.005689359326328784,-0.006142374204139047,-0.008451726466129255,0.01513282418695487,-0.0019750952427810505,-0.006492384125498019,0.0,-0.0023621275091853,-0.003699794469192785,-0.0033157259410822658,0.004936179005115644,0.0428985507246376,0.002379951058250973,0.00580407720127625,0.008922735999857975,-0.005786964404375323,-0.003404645837371616,-0.012371394222974804,0.004375106970108553,0.008996195790974819,-0.0006275772880028049,-0.016546542014998247,-0.02864696826930738,0.003578553090684529,0.0155997344467721,-0.010006241306984682,-0.015616827341789374,-0.006015513534721905,-0.0042312014126635825,-0.001475873602487535,-0.0010835523553713935
0.0,-0.014813608985837485,0.021163965469228715,-0.0026939251803319852,0.03660801668211308,-0.0071499834910206716,-0.2722252823792026,-0.024969808698343598,0.037538192928852014,-0.01189443201202218,-0.2862508560989269,-0.0019863269719763033,-0.00772093426083695,-0.004740919236017292,-0.001336299041390969,-0.0041521869810642745,0.012087028033418023,-0.0005942203501663603,-0.004480979582525607,-9.053773296717052e-05,-0.0010652364333156084,-0.008803637449456655,-0.0009978723532186214,0.01704709572241839,0.05614230127848814,0.009101824924865342,0.017738712106473476,0.004913180890142223,-0.008915276566400038,-0.011599207103158912,-0.02926732194356082,0.0252023025877814,0.025809595557092512,-0.0011803029741575372,0.003451266778676125,-0.0240473555017298,0.005834654742286507,0.014300923443194644,-0.019964986183208102,-0.02245977311833654,-0.0058973273500398425,-0.011717757472787456,-0.0018051580453395855,-0.013099593655006977
0.0,0.015366837409120903,-0.044177777157228086,-0.1639654083743192,-0.06392489656124735,-0.032322894528938224,0.3732928538204532,0.013355377117804318,-0.06142200252419008,0.03713437133453144,0.4115763535020899,0.007813794036687199,0.012316141176948806,0.007842615586597504,0.003177986011777925,0.017457685389055937,-0.022691081458811574,0.0013862536990305106,0.0067517642239083115,-9.06117072035608e-05,0.0024071298316936745,0.01776269406555265,0.002331004094733859,-0.028125056019174456,-0.0986842105263158,-0.0231372757341594,-0.04514899997968882,-0.00912651900763687,0.014810775420744503,0.025556863961426583,0.06958533971306408,-0.06767851033331418,-0.06770373319355467,0.0017726499454941984,-0.0085984912594598,0.048814558840802116,-0.011601749182765079,-0.0328981341857783,0.048591146026421575,0.03219628166143377,0.011044205851465823,0.02374842031510372,0.002714774858736809,0.02713899182959764
0.0,-0.003905646803813672,-0.054778831805387486,0.2374797338455659,-0.06733524033738109,0.02336452099973216,-0.033977899613870086,0.0,-0.08695643599087577,0.037706096092827004,0.012155591375111971,0.006722185413087928,0.013517549361227434,0.007994771710061306,0.005138669142379877,0.013245070182678528,-0.026476574643035825,0.002285731357159097,0.0095439295352106,0.00018117405448441235,0.0016554490046826096,0.030965926202699105,0.003654311342797379,-0.017538673415336818,-0.09868610218978106,-0.02930550891307235,-0.05915996060715795,-0.014144737858859445,0.015045473853792743,0.029453410630667424,0.09020168013772137,-0.08951814947936494,-0.0888124695981827,0.001987200109794557,-0.031656460940847835,0.031693319075039035,-0.009455552637113644,-0.038877091970189986,0.05769219070608271,0.02713307771822932,0.007267750340159848,0.027299291141686374,0.0016417997772963787,0.05229289129499777
0.0,0.0475413175549961,-0.057953575069315574,0.020235039692820898,-0.04966727856286323,0.018941298512746514,-0.03603093977606692,0.0,-0.07265596108709071,0.022289851078956688,0.005604451471505971,0.005891660676101773,0.010187955913502862,0.006879419036483355,0.006640950024459801,0.009803916152536124,-0.02050213518681181,0.001776441238870335,0.0073923862686655455,0.0001817237747324181,0.002361870854803786,0.01537640665570746,0.0033103752807076285,-0.021719725625714916,-0.08033695884881893,-0.015715384100768073,-0.03272554293554754,-0.013013064138862235,0.010700239239605088,0.0161748927935995,0.045816778446818716,-0.049696096318447895,-0.04846530597307752,0.0017672598632423309,-0.027317484249354,0.039312566756333885,-0.01974970626192427,-0.03146059274204078,0.033026405528579064,0.020855154294785117,0.007828997161292336,0.015398058911243243,0.0019671064913167184,0.029370188680156863
0.00021854180123856686,0.0,0.03300234005134073,-0.010108777732340991,-0.0301723615394592,0.041825726141078885,0.0044497776460925035,0.0,0.0005294335907587417,0.015979692768553773,0.001114649699277866,0.0023421516537041626,0.001558692608454108,-0.00048263223622517666,-0.00016481736794834838,0.008650716237494816,-0.004271708185245107,0.0,0.00018346338994286478,0.0,-0.00035355820094290334,0.009791114642622691,-0.0009898460785768908,0.006386830705996736,-0.02289535128197789,-0.011764763391486095,-0.024166202712705517,-0.0023663751545057823,0.003934289974828593,0.011862793080722177,0.034414507761951284,-0.038374684872388,-0.03508769230878805,0.00039173012445974223,-0.008747607960512263,-0.002687122549776346,0.008394780118671659,-0.0005800365041918566,0.02138801393870648,0.0030643546518516872,-0.0012182815847608006,0.009783514250283952,-0.0004911858396249155,0.016063643364068184
-0.00021849405115506755,0.02214594406678376,-0.05179906626556672,0.0100827041095825,-0.05277783333333335,0.0,-0.011222710832170591,0.06562502895720197,-0.08201058201058188,0.04071738232280088,0.011611245611758313,0.00857083310214354,0.011992004845045798,0.006353185842971565,0.004783789880326799,0.012273424717043895,-0.02488204106310852,0.0011826090406265304,0.007153502601020919,-9.087825785487017e-05,0.0015320674397238684,0.02391730338182164,0.002972275881066364,-0.023572045935328,-0.11427541456380673,-0.02593541948498981,-0.05250139196902046,-0.009149439602858578,0.010830846833240513,0.02604419401139307,0.0776289558089795,-0.07942093451431613,-0.07888565142566391,0.000392049303410305,-0.025545873463554903,0.03150259860632552,-0.01631699910305276,-0.0417874510273609,0.057912297060835276,0.023082033802726557,0.007930474416079917,0.0233744129807173,0.001145956849408274,0.04637492751242783
0.0,0.0,0.09322859012103367,0.0,0.14193549219563015,-0.00238969252827789,0.04360809438470739,-0.010200216753793241,0.1706051296829971,-0.07718911486287765,-0.00849051913492198,-0.01854002139563411,-0.02433285455234856,-0.014383943065492743,-0.010671324047874416,-0.028868127493681457,0.047514245747126135,-0.003936365170539894,-0.015479725238810015,9.088651746323972e-05,-0.004118689231030871,-0.04785357000094783,-0.006256062090498006,0.02166502563710856,0.22425722425722416,0.0519424438765622,0.1071617369521346,0.02051985985446026,-0.023967085211989075,-0.052936039144337664,-0.14584812505929415,0.16149585408461686,0.16236855388859442,-0.0031149759144677353,0.046234656037969925,-0.05927271302583621,0.009140121578097694,0.06662617793582651,-0.1019584586671132,-0.04545453520455391,-0.01558491301423374,-0.044378835372973394,-0.0035966445251307947,-0.08439447570788165
0.0,0.0,0.008378306904746094,0.0,0.05649722940406925,0.0,-0.0074412995833228425,-0.015973181088748463,0.0324963088378291,-0.02900449657356368,-0.018078068219504157,-0.0020306590792486447,-0.004665767210527493,-0.0008928408021940418,-0.0005488017473648538,-0.013079384498865976,0.0113398566235063,0.0007785329636762168,-0.0019815109252717088,0.0,0.000507005214726539,-0.019949692312681844,-0.0006628425146894982,0.005755922796481152,0.0515292220744682,0.021991698841115327,0.04390936910008617,0.006367256073541317,-0.009878902325681236,-0.01917272768437865,-0.06481103342842585,0.06732529509697295,0.06710500797178479,0.0005896906328666634,0.02050098447947906,-0.013028528893250927,0.014089231698380871,0.01817164033706377,-0.041556840492911945,-0.011817891691611338,-0.0017904442589520575,-0.02073911046987717,0.0005730320986614407,-0.030724667403992618
