CARZ,CROP,DPK,DZK,EDOM,EFO,EFU,FDTS,FLM,FPXI,FTAG,FTRI,GDXS,GSD,HGI,HGSD,HSCZ,IDMO,IPO,ISZE,PAGG,PEX,ROGS,SCID,SMCP,SOIL,TLDH,YLCO
-0.03236629502001838,-0.04137153115669195,0.08692180500957035,-0.0936651699572333,-0.042387649741432235,-0.06273665602763231,0.058685339890650626,-0.054385333729085085,-0.03605135649789979,-0.03687732300710542,-0.03645820251510592,-0.054932567319994886,0.2082465617633636,0.0,-0.04743979760626624,-0.13326963933674818,-0.040604755717009285,-0.014171130384962203,-0.05418184758130299,0.0,-0.032452447491859465,-0.05437872384584818,0.0,-0.09462774572458968,-0.09517116736990147,-0.048192752646388864,-0.042731168553422384,-0.07057650161007363
0.008520049325889997,0.017107243407582857,-0.0750793189301893,0.0641828527254226,-0.018970376247945696,-0.03164981259214925,-0.04918371816435302,-0.0006648999178369241,0.0060240892185447256,-0.00651737895632918,0.018918848466289544,0.05100839898087995,0.002412952409402249,-0.0938261933218126,0.02055357805593986,0.0011064875829359224,0.014407913060715597,-0.03929088711131981,0.0077864195687209065,0.06713498818031179,0.010541451815292344,0.012409176514020341,-0.08008956720751544,0.017147114672635685,0.0072539900131600565,-0.03164555690003396,0.017487287172045524,0.023743383482305515
0.005318982352735261,0.03249235136553035,-0.057906060056561175,0.052389416382538516,0.032688944572409666,0.09763564535219643,-0.029043742613919833,0.023286769125057245,0.04540916954585365,0.0016401508378765652,0.01591512434668226,0.05304709704288207,-0.17056393569463546,0.04123701384239181,0.025561621116416744,0.032430880175394215,0.03213491873065998,0.033416456336772364,-0.029249487636897768,-0.06291143006639767,0.02607847359282926,0.024812984004306968,0.04377433873748557,0.020670689670161203,0.02366249878279326,0.050980426341143886,0.030303019784556007,0.05411608004526383
-0.06349208464611761,0.016290315562385325,0.09037323219570892,-0.09519180385953173,-0.011145799577156069,-0.02800312213634821,0.050218304253487465,-0.03446035451985451,-0.017422490428040206,-0.036839769820792005,0.007832900586511694,-0.02036419546199604,-0.2990049554621177,-0.021954166195630318,-0.01812677916188517,-0.014288151295358953,-0.03586475219014703,-0.009169774602947692,-0.04377496349311395,0.0,0.0032348494713550185,-0.029462953985556917,-0.018685944863358905,-0.0009000975359466359,-0.028140703517587882,-0.003731315282712919,-0.04038619391177397,-0.012983293633256343
-0.04885323732433003,-0.0007286185478715332,0.08417005826229976,-0.08212565315660614,-0.05770974090588125,-0.11719461524739372,0.0565488302644464,-0.04848498752516447,-0.05319404287958015,-0.046749020418277915,-0.025906671717306144,-0.028446329573813756,-0.2417790991377397,-0.018486167500502432,-0.03000030779016918,-0.01682921933239042,-0.07417484300242211,-0.021432098911935312,-0.033293600594844486,0.0,-0.03961291145673355,-0.05019567454971005,-0.018376772192559218,-0.05090088777482168,-0.031902792140641206,-0.037453297849411635,-0.057182142200660376,-0.06385628127674874
0.058001326711123465,0.0043747485795579575,-0.09401704270276927,0.0938597157998559,0.0488039250133229,0.09022450686033633,-0.05981904248562836,0.03043207384835548,0.06926635287795248,0.05528321863714639,0.015957284431117134,0.047297194747400385,0.014040581397047287,0.03766833955645165,0.03727214970523706,0.0,0.06373742572062789,0.0,0.07626064334922852,0.0,0.024940057986066917,0.04968354271442537,0.019059543546544305,0.045087825479813985,0.057042140682583,0.0518806559299985,0.049490679732751515,0.03917313926151233
0.0013209730464580265,0.01415619103216451,-0.004979013161054793,-0.0008020414221531327,-0.02828465741521565,0.002844373678940648,-0.005650873360037954,0.009615219112142274,0.013915389165352062,0.002112221341268805,0.00785362441246544,-0.003225617101579536,-0.04307696153846148,0.0,0.008409658016417899,0.0,0.025362250436826432,0.0537582122887608,0.02171438608532537,0.0,0.022461305246513796,0.01055176658112696,0.04153609999613952,-0.0074023945335490214,0.023091253600121254,0.011097459045107064,0.01849252052830772,0.009424353271631537
0.08278365695109594,0.0418753657842435,-0.12641564302054425,0.13964677507658715,0.07323946996541777,0.122231169590166,-0.08777093213447727,0.040476176230562017,0.044723241971700516,0.04215850143991057,0.06753238953308598,0.0916933670455525,-0.11173627860676366,0.034140055798858183,0.06065227396942598,0.0,0.029107973685747045,0.10911652747633488,0.04977634420860762,0.0,0.0526316041806501,0.034307732482904585,0.020919708004178576,0.030791148510385044,0.0875148699878936,0.04512195956277062,0.03767618760770542,0.03630698373996923
0.0,0.013397491886387674,-0.05788363862092501,0.04812224246613662,0.020559976273027237,0.005897247344623199,-0.0348407704471225,0.02353708373184938,0.0269535116934457,0.02022655156133241,-0.007299322607616126,0.01581035674444506,-0.04977377715443944,0.0,0.02287336867351039,0.0,-0.020129749011043085,-0.031516164337570936,0.007991531398574036,0.0,0.014782524336405124,0.007499461926312881,0.0419644265150118,0.015934128536226725,-0.0009082652134423056,0.044340681226590656,0.00787405993185049,0.0610611343710794
0.011879369797373095,0.017966132306746426,-0.00992001189089838,0.00828655431725123,0.013287485121488463,0.01902363848253013,-0.0076500096763140795,0.019482574979692517,0.023820035351304288,0.019825590349452128,0.004901826132677539,0.006809599696807439,-0.0780952142857142,0.04680329559835217,0.018169068924247512,0.09221407737542303,0.02584338424351544,0.036059841464455664,0.00105710406175945,0.0,0.015852577194471546,0.025765730486045163,-0.0119967226848209,0.017781569750374978,-0.02454550000000001,0.012290687660207987,-0.0034722679902421372,-0.017169934129908748
-0.021071811558760624,-0.01798209147968942,0.0636715761926357,-0.06263869384663047,0.0,-0.052248478473545086,0.04745838645344367,-0.012531380904541329,-0.011632955120173078,-0.011664057842710842,0.004878169481522045,-0.04251241498381463,0.09607432603113818,0.0043911851917090095,-0.03706242846423808,0.01820011297839281,0.0,0.016934758175222633,-0.014003763544281123,0.056778701769850774,-0.036693134303748084,-0.0066981720208694724,0.03035569944191504,-0.012706071279176091,0.010205126291012395,-0.030905270949928707,-0.006968781041347516,-0.030524241155054557
0.005703878900997262,0.005086512524562868,-0.015192844600003044,0.01208514488073575,0.0,0.012016848793795791,-0.01609930736136549,0.004680293990883686,0.002397681618947378,0.017309270212519812,-0.004854488464048325,0.006305791097012846,-0.07257299888249298,0.013513545395841084,0.019007789204817983,0.011940713172241792,0.003415690445765988,0.025587137558487117,0.04077241425496946,0.0,0.0030645243921528674,0.03627972224566243,-0.00925925297925189,0.00926079505168005,0.04045384748125607,-0.0045557347838771755,0.0043860115223746535,0.04712885311739428
-0.032168920085527075,0.0006747485771114578,-0.0024683989382108394,-0.015452999342329769,-0.010998407891684702,-0.02068788852212856,0.002805074651043995,-0.003796233721750664,-0.004131437756371083,-0.004253638974415058,-0.017073008888225966,0.008032159984954133,-0.13008127210159354,-0.020784505378829046,-0.0021170934930938453,-0.02213499088156694,-0.026127493078730458,0.01431480269929699,-0.00927818865723403,0.0,-0.02575300734485288,-0.010348646720097127,0.008496042286201601,-0.00185229994362602,-0.027132470296151567,-0.027459870260872217,-0.005676710091559959,-0.010211634936738972
0.03513765083453019,0.006068781422962836,-0.09433963326736107,0.10487518810125164,0.0,0.08662500969964626,-0.06713284563884045,0.034931618478012176,0.027292551814555737,0.03145611213001198,0.01736955953250906,0.04183246576452162,-0.08761687572331349,0.04245103271916493,0.043139961510432784,0.016096701881936598,0.04050489135784063,0.0024195645447108844,0.03798133879697305,0.0,0.017921299529940357,0.012658143169817256,0.02780125462610574,0.009063395951287743,-0.001549398468829861,0.02823520533619317,0.02239773565078847,0.008788569932599341
0.03669720334537285,0.005361843689540519,-0.0628414773856702,0.06349558450802376,0.0,0.038881777741997366,-0.03973025058895226,0.01043281695470043,0.017215830148079266,-0.0075301102106732935,0.053658746510984165,0.04588928867114746,-0.0396927016645326,0.011525290710429348,0.01762713044190039,0.03415857668472652,0.009532762860675923,0.0,0.01553882642000716,0.02812105692650203,0.05237683323527071,0.008967561040953304,-0.0073770605848355155,0.005517599813419421,0.00821542674577817,0.04118986594576192,0.021048149130514157,0.045075557183653525
-0.03569338801992949,-0.01599994913941662,0.05357135221270642,-0.05687128532999449,0.03421747664529424,-0.034104749088157804,0.03773101827799515,-0.006377171386448799,-0.00041793086719191805,-0.006069865477440182,-0.011574092938294945,0.026508110442050627,-0.25066666666666665,-0.0018990440193952327,0.0006662540070283697,0.005265730420168636,-0.02990856301149761,-0.004022540225184675,-0.014313966423616976,0.0,0.0,0.0072716330218526816,-0.008257596961703181,0.009400643076839145,-0.014486192847442297,-0.01758248123764921,-0.018510766248170142,-0.0014495461061921511
-0.0220248859062614,0.006775054595008587,0.0546523830740138,-0.07746769555448077,-0.018196828970303308,-0.04195795447566765,0.04162486375864954,-0.01344750761320279,-0.01295979865055602,-0.014885385275071097,-0.02341943750672327,-0.06678537491304873,0.02669039145907464,-0.00761046168268659,-0.0452730541437787,-0.021904911677285376,-0.0017580379791451535,0.0,-0.02754128371473774,0.0,-0.04600596307227384,-0.009358428193418296,-0.01248950657546204,-0.01643495706958377,-0.03197064768029394,-0.04026827917382702,-0.01800265901591411,-0.017241370325402912
-0.004691859655911857,-0.01043067669540168,0.020990403369022283,-0.0011632226976326374,-0.01516449523578214,-0.012205394608729478,0.007944144151151845,0.0058861096711490994,0.0025411926927287267,-0.012785719722299728,0.007194547931523141,-0.007633402403772262,0.027209705372617143,0.0,-0.00976282522649209,0.008763568101242273,0.015979381171827303,-0.006462040766374525,-0.013388232121822632,0.0,-0.01008344013299273,-0.004048305398636036,-0.009274911942709884,-0.0009855122717752432,0.01333401410904498,-0.010489678286348609,0.006983991408588382,0.002352168106365161
-0.005656993963207177,0.007820520671859153,-0.01831026358202628,0.013507355348857756,0.005988115676197496,0.008843102769860717,-0.016479556273935516,-0.003695979442696336,-0.007393282645128413,-0.0023547764917360428,-0.017142949821583674,-0.002884748725149367,0.020752530791294008,-0.01917168310906573,0.0035211379602923865,-0.01930514630956404,0.008371561281311137,0.0048779427700232315,0.022964421070689918,0.0,0.0124005021050248,-0.008130216989886044,0.006382911899769391,-0.009735274478701436,-0.0409740107703114,-0.004711348991284704,0.011703553571221534,0.0028011865392379397
0.026548887711735608,0.02395404405319684,-0.06871726639602865,0.073988996368388,0.02465992771707389,0.04911139734692529,-0.04929576641063629,0.01174664989360112,0.020216999132075062,0.011014990135239908,0.015019390969492062,0.015429183266627953,0.16033053056485402,0.0,0.02526311427765007,0.006398000787436583,0.019706287642054524,0.014967744330599463,0.02346938881013752,0.0,0.0349956906159174,0.0505466159537778,0.013953479498105914,0.030749275937108973,0.046386718749999965,0.02248537402217924,0.0205654960649036,0.010242326643016405
0.0012314005461751887,0.012520684545070557,-0.0066760067829161815,0.0023533845203040755,0.0024896312430179746,0.002289201911792654,0.01302676535943272,0.007638088520413136,0.0002086167437754244,0.007782008488300051,0.013364996487487905,0.008546974576174749,-0.2649573005698005,0.03127429062354867,0.004791163785612046,0.02836168601259885,0.002467091996486045,0.007971288231296213,-0.0009970924702748128,0.0,0.013947509112463235,-0.004941652615534043,0.012093375080910986,0.00798313935368335,0.010265982267848757,-0.005787156428168732,-0.0054575963958036645,-0.0018437786621732816
-0.023677631018083282,-0.0022779702030762336,0.0767597992639583,-0.08046955252089022,-0.039321273592159166,-0.05298621322065385,0.03756947428028402,0.032747575655333185,-0.015849786327212668,-0.020077135559362615,0.0018843004124442727,0.01129963902377601,-0.04651158171083244,0.011751409218195934,-0.014986335229219059,0.00028498702657266724,-0.0061525739404492425,-0.016212024456961006,-0.021456912697464903,0.0,0.015840073296871784,0.0010455312092074588,-0.003296172105839846,0.007503189260637814,-0.008221709006928445,0.013969751038775884,-0.01604047046653548,-0.009233411124206448
