CARZ,CROP,DPK,DZK,EFO,EFU,FDTS,FLM,FPXI,FTAG,FTRI,GDXS,HGI,IDMO,IPO,PAGG,PEX,ROGS,SCID,SMCP,SOIL
-0.0191022892925872,-0.011619617846736685,0.055986948422923316,-0.05894561509136405,-0.0290862981243945,0.03573475947396571,-0.011579923213628794,-0.0248521324542824,-0.04715965162481156,-0.0322916349668851,-0.04817976552163288,0.03192533074839557,-0.017308800750110882,-0.038883703695270236,-0.012825655903943549,-0.019267800496633538,-0.010588126928073495,-0.00699025068387946,-0.016600766428887224,-0.006740682265689293,-0.009197309847161715
-0.021421613784620538,-0.0028500763316280336,0.04605272042862308,-0.04542947811971817,-0.036346429711154864,0.036171518122643166,-0.008089110277323158,0.014563263682742056,-0.007885458075869425,-0.034445609912977744,0.007873821398254736,0.07329838085080452,-0.014204337764799553,-0.005546627681262168,0.010962201336418568,-0.02521280302478316,-0.0040428568296224906,-0.010989489121222691,-0.01245972193502938,0.01005992056127427,-0.03375543905550733
0.0027363585878447763,0.002143685523125128,-0.028116930066888424,0.024661099648704728,0.014244829478527671,-0.027121478224240703,0.01321696038747712,-0.007177077866811546,0.0038771229953361796,0.0,0.0005580814224681881,0.029711752651167017,0.002881775292130931,0.002624751074973056,-0.003614431242692281,-0.003359220416367767,0.00620838819935052,0.002412157800976148,0.016279909739445462,0.0113824994071615,0.0052402107271783994
-0.008186458592796767,0.013190694393781744,0.003806565921916821,-0.008163346646444988,-0.02702946354201087,0.0011041505885909107,0.01443237083021242,-0.002008124198796525,-0.014805164065288609,-0.0011148774696973726,-0.029001555020720562,-0.01162784275283729,0.003448193431922398,-0.009489475704345836,0.006045918224265366,0.004381474222659353,-0.0028478495481050717,0.008678508195527233,-0.015618739693957537,0.000390777647518623,-0.006950493657037224
0.0040017975036035856,0.008092920924347198,-0.03830109772715725,0.034908606188882155,0.03449843349463772,-0.01681834159735152,-0.015047797788605852,-0.007645665356187781,0.011139987313418734,-0.04575888149228633,-0.011487602576929663,0.05577336419041296,-0.01260005981828074,0.02739589737636948,-0.020833270596573288,0.010920807190096657,-0.0040454900655590475,-0.0046929291379102615,0.023596419199267447,-0.02031250000000012,0.014873354837217696
-0.01313282279203485,-0.015357716930718694,0.07807564944645416,-0.08117371406433171,-0.06722248524700063,0.052720050245725264,0.011826690641136629,-0.015713820676072673,0.005653646976834248,-0.06398948292645874,-0.049971034632539206,0.050763496714062994,-0.006313677803652731,-0.04319588209429738,-0.015957356172461912,-0.002006788613256209,-0.010600756557566074,0.008116582124701217,0.0,-0.0115629585326953,-0.006034696217822775
-0.029008123636392807,-0.028004281336619783,-0.026700736586587653,0.006715412831648722,0.034810468303757884,-0.02157688136978893,-0.021294191047159697,-0.010587521564359334,0.0,-0.07250011005364695,-0.055657489011405284,0.09740776109221372,-0.013545110000239448,0.009843853721904886,-0.002910717144043506,-0.02848520299179431,0.0063586622065516865,-0.02475439516925987,-0.06200326082933263,0.004437232576150295,-0.024284388330298817
-0.013626755491954485,0.03391688765340279,-0.04659892789927017,0.04565672320794236,0.015092315651645571,-0.029948419257160373,0.010737524011607751,0.002937353935989773,-0.02394112361995587,-0.0067384841748566226,-0.0019431640832271969,0.1678597142473208,0.0,-0.017815015454265063,0.02335282370507434,0.018972114639045905,0.02065609717928655,0.006043527914422815,0.0,0.004819277108433775,0.023111040227852517
-0.012486334758198872,-0.015520378923675157,0.06464321451122505,-0.06322665521050773,-0.03170628006337195,0.04266084648170323,-0.008107472802173998,-0.012552324185488474,-0.005958212699692724,-0.09226597332084954,-0.09214792219289443,0.16304013444559812,-0.03283580474772566,-0.03216987218089225,-0.0134474709150407,-0.038930280389107,-0.0104762456355832,0.0,0.052923915172012004,0.0019984012789768467,-0.033883477920498326
0.007532628663085144,-0.013256786308726402,-0.041836398028798134,0.04070833198311721,0.016094648335615424,-0.02772558682174772,-0.002254901895918481,0.004025493464117572,-0.01664992162161962,-0.016442316407469234,-0.017869896421401396,0.02529641583735664,0.004320862153297,-0.009900895999195232,-0.00702180263719321,-0.003522404447258889,0.0021656300843663537,-0.02963554649839415,0.00044270782037138115,-0.023933027522935732,0.004496350992713121
0.011482126936226343,-0.0018156066309791227,0.011205668680605348,-0.010178881030556171,-0.01656806731952211,0.006921402121100143,-0.009604313172576694,-0.006330338142427081,0.00799180984344033,-0.016717409335649715,-0.013100341998233732,0.04651764357824252,-0.006146272814011649,-0.008214272363591584,-0.0341098108554466,-0.009897618372757351,-0.002401204155382169,0.006190507297140844,0.00925168859077355,-0.005312587058136027,-0.013428771135530385
-0.01821557981704662,-0.014914545055760875,0.024455382458022774,-0.02820614250693617,-0.0012032536379079821,0.015947231268956183,0.016257930989397696,0.019112336318295328,-0.02237448828441536,0.01391034689816737,-0.00737472748474751,-0.1738703716272602,-0.011750214948508574,-0.015484342740378873,-0.009043932904585349,-0.006069265633761288,0.00505411274822345,0.009434254983811691,-0.010362646041187796,0.0032867707477404213,0.009981835465864735
-0.07959129636904967,-0.056130020612696535,0.2088773769970277,-0.1860923536510373,-0.0930490854146275,0.1374831204862018,-0.07998877685072435,-0.0606376031563403,-0.05463919557423712,0.006097653414150346,-0.05349169646595205,-0.1263376951001442,-0.06570700906185534,-0.08449162505640244,-0.0634507192401089,-0.0675286459971913,-0.03975076670658317,-0.006948716731787727,0.0020136566234341445,-0.07616711711711713,-0.06828401694012211
0.02775353992730852,0.004694973252179911,-0.03579147250405202,0.021916824136421632,-0.040261630929786636,-0.0233167597676262,-0.002440696733307433,0.02706266308871625,-0.009814633236346057,-0.02878795418117745,0.025117814235526743,0.11432461916169825,0.014735546545534668,0.03915292564289965,0.01763364631804155,0.0038520392927205494,0.02244381038501522,-0.06460965915105563,-0.03754028974739095,-0.010194991586657558,-0.0009643091398697566
-0.04007958539312361,-0.05140194462138037,0.13823991719874298,-0.13813155957377046,-0.08965078600140362,0.08672359664824875,-0.03516809962201599,-0.015982533026055717,-0.04772396142371957,-0.04368178564811058,-0.05819297117514501,0.12396950381679385,-0.03498371873193604,-0.037293080798930664,-0.04103982058029798,-0.031849494948586916,-0.008536555646783852,-0.012686040050814694,0.0,0.04343927451858493,-0.01544394473382121
0.0370150145015562,0.016830819335094824,-0.09136909334730853,0.09046812284429988,0.05497079868381787,-0.0461779918039931,0.016481633879704197,0.0028533268731807037,0.017733289101773686,-0.0065252130788392435,0.06829257977246023,0.02526488640094824,0.012996040799611877,0.040734617022046185,0.0033284673845550825,0.01268325447934762,0.0009839546386598802,0.02126722229409735,0.0,-0.01287549411482806,0.02549022538330605
0.02370077936012249,0.009285501136702404,0.02103966213856676,-0.030555054097374808,-0.0017738162485274153,0.003055156777484333,0.02681643975850936,-0.0008752940717363513,0.011742358942192062,0.018062489096858904,-0.012937519740306064,-0.18018020494659912,0.019581418266879508,-0.04297754259899563,0.010900655445937468,-0.019178237600870618,-0.006389621342506509,0.0,0.020212246602245847,0.0334782608695652,-0.017208529077420064
-0.06694532519139149,0.006799961926464111,0.0675756845496796,-0.07041696812548749,-0.07907603927085499,0.049437689366437006,-0.03826295896910912,-0.02694436183866649,-0.03856226453342445,-0.08387097299275889,-0.1156516781837307,0.04427927368650169,-0.04834449723154026,-0.05141582992894224,-0.058134082445907426,-0.04596294179654867,-0.030422962278948737,0.0017355042630362095,0.0,-0.0546908287757677,-0.06712060316143202
0.028993554701306525,0.023440681043561257,-0.05620222951035829,0.049141771772757005,0.040521044679348125,-0.036615293584288784,0.026553931232341742,-0.010621372109997005,0.0036581754918501865,0.0017604880445981355,0.01482068882567334,-0.09254105182060303,0.024697505839438742,-0.005944812440735721,0.01991017938338381,0.0054921201264649215,0.002191065512111312,-0.02381984332969316,0.0,-0.05785487573897976,-0.002085367524440472
0.05468304673164599,0.032220396382233354,-0.125413394563384,0.13540593955612046,0.10164573340950768,-0.08760129731258344,0.03636380106376422,0.08993624843454788,0.051091980766940666,0.20210908732416288,0.2351424228290759,-0.22510233820858064,0.06584357265250873,0.15079036583488792,0.044412022318588665,0.0613445688976774,0.028519561799535832,0.0,0.0,0.09447331128956067,0.0647856120546039
