Name,Riskiness R
BZF,[0.41081858]
CEW,[5.66067503e+11]
CNY,[0.32342802]
CROC,[1.4948551e+12]
CYB,[1.79779091e+11]
DBV,[5.21034168e+12]
DRR,[5.78865769e+12]
EUFX,[4.55949269e+12]
EUO,[1.03427454e+13]
FXA,[2.91588544e+12]
FXB,[4.50890963e+12]
FXC,[2.74564916e+12]
FXCH,[2.01197305e+12]
FXE,[1.61566389e+12]
FXF,[7.99372613e+12]
FXS,[3.55867952e+13]
FXSG,[2.43648234e+12]
FXY,[0.96792704]
UDN,[2.92046473e+12]
ULE,[1.09992636e+12]
URR,[1.95336902]
USDU,[3.82383029e+12]
UUP,[1.40908537e+13]
YCL,[1.19115254]
YCS,[4.96475516e+12]
