Name,Riskiness R
AGND,[6.65904679e+12]
AGZD,[2.18742606e+12]
BIV,[0.15346379]
BLV,[0.14852521]
BND,[4.79591858e+10]
BOND,[0.09319662]
BYLD,[0.06662882]
FTSD,[1.57014622e+12]
FWDB,[0.15099915]
GBF,[0.44387611]
GVI,[5.83538514e+12]
HOLD,[1.7439343e+12]
ILTB,[0.12380096]
ISTB,[1.31661798e+11]
IUSB,[0.04392138]
LDUR,[8.79618276e+11]
MINC,[2.11893077e+12]
MINT,[3.31030299e+12]
NEAR,[1.6900533e+12]
RAVI,[1.19477312e+12]
SAGG,[1.0610811e+13]
SCHZ,[0.21358063]
SPAB,[0.16684428]
ULST,[4.33568726e+12]
XMPT,[0.06689179]
