Name,Riskiness R
ARKK,[0.10236111]
ARKW,[0.07483801]
CIBR,[0.16566929]
CQQQ,[0.5644284]
EMQQ,[0.54298856]
FDN,[0.10594574]
FTEC,[0.09192252]
FXL,[0.1077124]
HACK,[0.19071888]
IEUS,[6.78899921e+10]
IGM,[0.09046411]
IGN,[0.16129107]
IGV,[0.09603821]
IPAY,[0.08737742]
ISRA,[4.0881477e+11]
ITEQ,[0.14748994]
IXN,[0.09875113]
IYW,[0.10538163]
JHMT,[0.10524785]
KWEB,[0.95932117]
PNQI,[0.16469393]
PSCT,[0.21201693]
PSI,[0.1425482]
PSJ,[0.09548933]
PTF,[0.24436785]
PXQ,[0.11475141]
QQQ,[0.11763094]
QTEC,[0.10092775]
REW,[1.08380207e+13]
ROBO,[0.14025478]
ROM,[0.15235326]
RYT,[0.08636617]
SCID,[9.87100025e+11]
SKYY,[0.07950932]
SMH,[0.11827416]
SOCL,[0.21813919]
SOXL,[0.26912925]
SOXS,[1.7877287e+13]
SOXX,[0.11640432]
SSG,[1.67290464e+13]
TDIV,[0.13236564]
TECL,[0.19291162]
TECS,[1.40054523e+13]
USD,[0.20920197]
VGT,[0.08617288]
XLK,[0.09360535]
XNTK,[0.11401475]
XSD,[0.20738974]
XSW,[0.0969362]
XT,[0.11710891]
