,Date,AGG,AGGY,AGND,AGZD,BIV,BLV,BND,BNDX,BOND,BSV,BYLD,FBND,FCOR,FIBR,FLTB,FTSD,FTSM,FWDB,GBF,GVI,HOLD,IAGG,ILTB,ISTB,IUSB,KCNY,LDUR,MINC,MINT,NEAR,NFLT,RAVI,SAGG,SCHZ,SPAB,TOTL,ULST,VBND,WYDE,XMPT
0,2013-12-09,0.00029185906052197805,,,,0.003327796350843378,0.01122500583731945,0.00204486268926726,0.0030124162461905913,-0.005400582763298152,0.00028734113748585515,,,,,,0.0,,-0.001585782284644694,0.004234770060051292,0.0013078366704392262,,,0.016087430316674898,9.839838379418006e-05,,,,0.0,-0.001576135369043611,0.0004988154285410032,,0.0011259450078031717,-0.0019559593934333646,0.0031490999287111985,0.0038892408043372613,,0.0007745466937391711,,,0.005712599414895657
1,2013-12-16,0.00196906443076167,,,,-0.0006014961878940331,0.009464706911529721,0.0018648293506236446,-0.0024073741914873996,0.0036659101565317104,-0.0006225018205889709,,,,,,0.0007966281097725104,,0.005559890323878926,0.005165718971760146,-0.002366121756493979,,,0.0012669403822039658,-0.0004992655666251633,,,,0.0004031297309543757,0.0012611018657213572,0.0,,0.00026601507406478223,-0.0011197716318879854,0.00039516153731136114,0.0010603275490813704,,0.0,,,0.03648334345058486
2,2013-12-23,-0.004024109252953541,,-0.0020041336310083102,0.0034068236521377256,-0.01469135888325979,-0.01911302227241595,-0.00781809965074281,-0.0034174093811300075,-0.004574962550931019,-0.004858411441052888,,,,,,0.0,,-0.009478493350093192,-0.008385834934630711,-0.0014588532685169797,,,-0.011926383354245259,-0.0012982191441588623,,,,-0.0026200002861139202,-0.00039495464772918787,-0.00019977367978875042,,-0.00013361686936894354,0.0025224318049797494,-0.0057297320792352065,-0.004942654914463497,,-0.00024944947324541714,,,-0.007633377736917028
3,2013-12-30,0.003010929275554196,,0.007935475521463863,-0.0022975309059684278,0.008993216310996649,0.009884857944559866,0.0030112996497096557,0.002074720505650204,0.00517628799461723,0.002537760465520085,,,,,,0.0005569807829207485,,0.01072634024038813,0.001941858874262217,0.0007132129394883359,,,0.01199902948826957,0.0004507019202362832,,,,0.0016446726994690686,0.00044403466201899203,0.0004991590883212517,,0.00047150525743500343,-0.002236611810077515,0.0031906381540232794,0.003587180641318836,,4.122781899643e-05,,,0.009485030614978147
4,2014-01-06,0.005256035782466369,,-0.01136102025935417,0.0016026098720074928,0.007197923420587583,0.016813133537260813,0.005615876701124483,0.005846682865571491,0.00829844896249515,0.0017523688068694354,,,,,,0.0,,0.0,0.006179946743813688,0.004296168022317116,,,0.01686609745347685,0.0028002590615197253,,,,0.0036407209010178845,0.0005929691469536715,0.0,,0.0,-0.004202837434235395,0.006350344982411639,0.0030112247700852944,,0.0012482220408602713,,,0.026405438051608505
5,2014-01-13,0.0014010595442327336,,-0.0010082909575363885,0.0007995571792473957,0.0029067271689382254,0.005991389209754907,0.0026068320390503254,0.0034076896353962744,0.0026491007333092373,0.0,,,,,,0.0008959732001711849,,0.00833650493734672,0.0011743738943525142,0.0001818040840105198,,,0.00891708362959663,-0.0008976321280126359,,,,0.0010076039595153295,0.0006907699565019298,0.00019930707175016486,,0.0007965578660351088,-0.0014068395194134868,0.0025636173596141265,0.003355382696254337,,-0.0009966028604771273,,,0.010788604407443444
6,2014-01-20,0.00307692222709138,,-0.009081633664918686,-0.0029967415827322286,0.0036237701076047885,0.010599844680270035,0.0035890004133250987,0.002995961781936205,-9.479805812209773e-05,0.002123285564068427,,,,,,0.0,,0.0007873035339199537,0.0018042066153194946,0.002002600474856384,0.0,,0.008485419700259905,0.001197649575781599,,,,0.004026428732644596,-0.0006902931227515531,0.000797304915427806,,0.0002647654131312132,-0.0047900791437669125,0.0015734171989954687,0.0019356065384889653,,0.000997597068569267,,,0.01231518981767519
7,2014-01-27,0.004554162381208733,,-0.007128559377570302,0.0001999743871010113,0.00481330450843727,0.010017309184570318,0.002590007944807958,0.0023906338998600403,0.0028309447382512047,0.0016203536272921806,,,,,,0.0002985832093220554,,-0.001573556641425699,0.002882051842405731,0.002270247802524678,-0.0002002511764995135,,0.0003503794242330299,0.0003985452539419169,,,0.0014985674872128648,-0.0022060109571017646,-9.895288968116408e-05,0.000597646685158524,,-0.00013202930096827375,-0.002548257114878465,0.0047130588559039675,0.002459399349896895,,-0.00024919038248352087,,,0.004460551655212945
8,2014-02-03,-0.0023135289225958045,,0.002557143002424757,0.002910146470003451,-0.00035922105493174227,-0.00886763421611311,-0.0017225633245598177,-0.0005965701889175118,0.0020721377342098725,-0.0002485570940298228,,,,,,0.0009511440586499067,,0.005316271201447896,-0.0018857671254734715,-0.0008154976737907613,-0.0002999163317473051,,0.0012264913067803898,0.00019988589120880076,,,0.0009973254117696592,0.002302763471926463,0.0012636346211927236,-0.000597289716939116,,0.0,-0.0028382933391693306,-0.001563155421234721,0.00035043460397634967,,-0.0007475987724176494,,,-0.004037115891042754
9,2014-02-10,0.0014424983255667955,,0.0020491368990097894,0.0022009826288431887,0.002658502708115545,0.0038614014460895646,0.0010011138464934772,0.0003777429409190135,0.0006575840978213347,-0.00016945215852672474,,,,,,0.0,,0.003921694424114302,0.00040993493437908244,0.0007343844932069521,-0.00010013317648707978,,0.005520696599484553,0.0011463329598302577,,,0.0,0.0028126665066563945,-9.843258346919682e-05,0.0006972009882015646,,0.0007743364319007143,0.00142311366609453,0.001381558983604887,0.0007726575930606561,,0.0012561951092966341,,,0.009389742132328937
10,2014-02-17,0.0002785391935075906,,0.009202236760247942,-0.013775543958224157,-0.0005990497916796983,0.00188335792057152,0.001110056126124384,0.0001987823843831321,-9.394334268395403e-05,0.0008721152874844241,,,,,,0.0,,0.001952907119821472,9.051251862314453e-05,0.0018151260638917715,0.00020021200769088185,,0.003318360364877759,-0.0011950697026556292,,,0.001793410608226042,0.0010016848094247957,0.0002958280429008924,0.0005976364438437995,,0.00026528903587603715,-0.0008525679907929598,0.0,0.0005262529622419618,,-0.0004986221794864442,,,0.004035719943760553
11,2014-02-24,0.004359805338885244,,-0.01155006690708371,0.008502272704146566,0.006114507798290917,0.013277310715457227,0.004313237988299986,0.004774183682584156,0.00037588768377155797,0.0011207301213904917,,,,,,-0.0003983175997879436,,0.001949380448932333,0.004414159843999098,0.0010873324405496476,-0.00030013569121423774,,0.013403228690137731,0.0019941585583811835,,,-0.000298557123275966,-0.0010006824410245634,0.0002957512157106979,0.0,,0.0009266891246096488,-0.0017071700214411343,0.004504301051283408,0.007186861505948454,,0.001995377905308063,,,0.002411293371686665
12,2014-03-03,-0.0073888654565629685,,-0.0042263738631458814,0.007148908601005396,-0.010486892045666347,-0.021103704694497297,-0.007484734089092541,-0.0023759145735533843,-0.0006595504895512219,-0.00273619932797527,,,,,,0.0014741845421085277,,0.0005681203735810756,-0.006368111915412971,-0.003891239235954913,0.000500372789580499,,-0.015974291519705475,-0.0026869334874655686,,,-0.0004975010085613452,0.001726419080656911,-0.00011822927189230806,-0.0001987655896341692,,-0.00039685943921999805,0.0017100894348583075,-0.007213857582054751,-0.008005723782239143,,-0.0009958605421436176,,,-0.01563749456215389
13,2014-03-10,0.006139327650070627,,0.0049485845700547836,-0.00019908242464728096,0.010332277603213879,0.019110057600573504,0.00707130194881103,0.004368348838101641,0.0054521055597909675,0.0027523639699998884,,,,,,0.0,,0.0035090545587690767,0.006347439307482753,0.0045336633939722796,0.00010018812418630052,,0.017141159260038646,0.0012662362834464707,,,0.0007967902360314167,0.0010021750505007526,0.0004930657256068303,0.0011954374912110173,,0.0006612193148102329,-0.0008536429162231188,0.007602746821780591,0.004448914075185734,,0.0010871736081115347,,,0.020019945999700264
14,2014-03-17,-0.0031503080174040484,,0.005539435337957639,0.0005986242302861929,-0.0060933484274913775,0.0009322456060385123,-0.0029520599641198013,-0.0009890783121987512,-0.0056092102915435505,-0.0038591299707973845,,,,,,0.0,,0.0019426887583577715,-0.0053913225792400505,-0.0037126182343790275,-0.0003002899257961847,,-0.0015500382065008057,-0.0017945134312540773,,,-0.001692073479494287,-0.0028039220077925443,0.0,-0.0007964051386956136,,-0.00039642989995847554,0.0005695235417169136,-0.005466679678896562,-0.006300286026858729,,-0.0014933920779266782,,,-0.007623957975455132
15,2014-03-24,0.0028811306220681994,,-0.008978016279495063,0.0,0.0008412989950167809,0.012467120216757006,0.0017269332504675195,0.001980027201967599,0.002350499504858439,0.0,,,,,,0.0,,0.00038737737193498173,0.005601363209954443,0.0008176372253395117,0.00030038012692220885,,0.011898703019137443,0.0009988311517038482,,,0.001595033052530632,-0.0006025910094930114,0.0,0.0,,0.0002643584531680183,-0.003984048053007617,0.003729867518561775,0.00581183148674594,,0.0014956256333991406,,,0.01010896656607747
