,Date,ERUS,FCOM,FONE,IXP,IYZ,LTL,VOX,WBIF,XTL
0,2013-12-09,-0.004762022867630603,-0.020064178082244793,-0.014674097581519864,-0.016573009392572682,-0.013019131400224043,-0.06398018945448186,-0.01888599841164228,,-0.02169011563500602
1,2013-12-16,0.02583742672698663,0.027026817822421754,0.014892633539321687,0.004814903854427974,0.040641510841932606,0.058157171067859434,-0.010411643274279738,,0.04164271048768321
2,2013-12-23,0.014111504164353472,0.02815703635955414,0.015763798853626165,0.034603479594489846,0.01952739478115425,0.07744444530911161,0.0667178869835105,,0.028860560079961618
3,2013-12-30,-0.030428610041080068,-0.01244190603758853,-0.007235314988960809,-0.010428864592319577,-0.006484436311140133,0.008950909788946327,-0.01359718577720124,,-0.000722967538500887
4,2014-01-06,-0.005230537409572373,-0.003936885395024712,0.00668092855455721,0.0019295907292999944,-0.0017048654829678375,-0.0332198585574968,-0.004595117320406165,,0.002712846519102913
5,2014-01-13,-0.009082341131206933,0.008695627409047437,0.01116133322223275,0.004296261936701899,0.012978215991703344,0.018031079948900238,0.008989192654590748,,0.017677000395075426
6,2014-01-20,-0.036179489122437986,-0.016457693674511387,-0.013424931931713329,-0.02684751784547914,-0.02258943906875747,-0.03620353946315184,-0.017818312354154237,,-0.02020551395144083
7,2014-01-27,-0.02402407747598004,0.002390344540982881,-0.001814186405574598,-0.013187963032218936,-0.005519035490348705,-0.003120887031784688,-0.0031872275142464665,,0.00814020481547013
8,2014-02-03,0.024102715647002032,-0.022654909529470763,-0.0012117412032951686,-0.003225662216059793,-0.011446472132609652,-0.057391256030366405,-0.015248196899646809,,-0.00986901961792697
9,2014-02-10,0.00851257224141134,0.021960066780989645,0.025477597705624414,0.011712060842646428,0.02631577289207998,0.041205632541902695,0.020979209406289157,,0.03135189311157429
10,2014-02-17,-0.021350494848714305,0.003183576377710375,0.009464650089451184,0.012338188324494471,0.003418826900870132,0.05457737147800649,0.0015900978219417917,,0.011948603655900954
11,2014-02-24,-0.06544894162407468,-0.013883350606739868,0.02636985832350136,-0.0024074215122654305,-0.019420778916044754,-0.04772023519768623,-0.01331069022807011,,-0.017711233711491137
12,2014-03-03,-0.06786101862227371,0.010860659568536749,0.011703978883684497,0.004072434471620417,0.013203688337702591,0.03152578228012867,0.01274726936403082,,0.011666894595132418
13,2014-03-10,-0.04717519445724444,-0.007958654221696183,-0.014672475500045511,-0.023133633640275493,-0.007887593611913674,0.0,-0.00794316266288058,,-0.013803919970387124
14,2014-03-17,0.03789728808268758,0.025271046797754854,0.005441071977307309,0.012302042372617351,0.034566042859844694,0.039571287664037044,0.033998467853444014,,0.02232465977064409
15,2014-03-24,0.03710234298059146,0.01697238292549462,-0.0088294204699605,0.009570091384691101,-0.006347920048284659,-0.027753682161581864,0.006195124054032856,,-0.02990737001481915
16,2014-03-31,0.03520728717930377,0.0062135408668455485,0.02862839217658789,0.007222264536796291,0.004548832900350235,0.02363621276073155,0.005801316812471228,,0.005370620809446017
17,2014-04-07,-0.0093252714091393,-0.019683504512840462,-0.022134721336105362,-0.013444822836837345,-0.032301405145423866,-0.06464809811107847,-0.020953293397897945,,-0.039886042010208386
18,2014-04-14,0.013842672478530856,0.022440927014273658,0.0,0.019382332380885624,0.02468715226010485,0.0,0.023926820709317398,,0.03227010275461269
19,2014-04-21,-0.09502996564773035,-0.026954202715213784,0.011747651356434064,-0.013963274315720971,-0.029182362667913776,0.04383286307288711,-0.03217478401995375,,-0.019403520049034822
20,2014-04-28,0.030174999236989082,0.03324116049833026,0.0028323405320643583,0.03058160989202296,0.03914739768273819,0.0033956041595492935,0.03457870834232043,,0.0065957435005949226
21,2014-05-05,0.07205620792420536,0.011106754365733754,-0.0008477013132802922,0.01154790824404548,-0.002018247450657443,-0.026283318439243485,0.012783077299240303,,-0.025482079693774615
22,2014-05-12,0.038251393838726756,0.01136371726964012,-0.009044563877163559,0.0021677186109301068,0.0037074401160682724,0.04425407019452492,0.009263699831923912,,0.012513855644299568
23,2014-05-19,0.04894758341442176,-0.004119935626562785,0.02681132970812623,-0.004758470098946397,0.0003356723669730264,-0.01142638239412454,-0.004818780703132035,,0.016786725100443014
24,2014-05-26,-0.027596888983936644,0.010153961430542726,0.026666646360111512,0.006374829717752032,0.01208476029611419,0.0,0.01095228228848955,,0.014694992309414508
25,2014-06-02,0.03869976811098722,-0.013774768055084551,0.0173160900551363,0.004319077858390749,-0.013267044954815628,0.0,-0.013798579720691437,,0.009833794891548127
26,2014-06-09,0.00844503210234477,-0.004152596282072796,0.007978590726867697,-0.0031535943442775566,-0.0003360108616364173,0.0,-0.0034691492887635503,,-0.004780585736568201
27,2014-06-16,-0.0004924004114747951,0.009097793569501859,0.006596405897711593,0.00043141648073919943,0.015803337578337046,0.041745938429170334,0.014040569400774795,,0.006582552087382159
28,2014-06-23,0.012321362699882163,0.006665075434632191,-0.006029001580379852,-0.09070007588532034,-0.0006619369650474935,0.001077274635942738,0.0038905064203918335,,-0.0010535065540312155
