Name,Riskiness R
AADR,[1.02320435e+12]
COPX,[1.2762613]
CRAK,[0.34859443]
DBAW,[8.92319109e+11]
ECON,[1.40221701e+12]
EDC,[1.05086979]
EEM,[3.84969531e+11]
EEMS,[1.42293947e+12]
EMCG,[7.72977893e+11]
EMFM,[5.19485942e+11]
FAN,[5.44449405e+11]
FIEG,[1.00570701]
FLN,[0.56641777]
FM,[7.4469682e+11]
FNDE,[0.6576522]
FONE,[1.94742e+11]
FPA,[1.58589759e+12]
FPXI,[1.01359355e+12]
FWDI,[2.20357286e+12]
GDXJ,[5.10465059]
GDXS,[8.38617261]
HAWX,[8.22740833e+11]
HEEM,[6.20375982e+11]
HGI,[1.51353046e+12]
HILO,[3.96793537e+11]
ICLN,[1.87605169e+12]
IEMG,[2.14672278e+11]
IFV,[7.02770323e+11]
IQDF,[2.0360032e+12]
JDST,[1.88196927e+13]
KOL,[0.19226585]
LIT,[0.94347543]
PBD,[1.86735838e+12]
PICK,[0.38125784]
QEMM,[4.04562823e+11]
SIL,[1.44850295e+12]
SLVP,[6.28977361e+11]
SLX,[0.43261822]
SOCL,[0.29844114]
SOIL,[1.23387638e+12]
TLEH,[6.32970245e+11]
TLTE,[6.69292368e+11]
VIDI,[7.15411943e+11]
