BJK,CARZ,CHIQ,FDIS,FXD,INCO,IYC,PBS,PEJ,PEZ,PMR,PSCD,RCD,RETL,RTH,RXI,SCC,UCC,VCR,WBIA,XLY
-0.050012963115717006,-0.001482347681499004,0.053199675769174434,-0.00424003350762478,0.011114007662254457,-0.03646675147264543,-0.0017999569755260325,0.00450102183802639,0.010551436175752441,0.02663504308350044,0.033134023578596794,0.023286512921742043,-0.0006544037470959959,0.016880953119161025,0.012148898625426669,-0.008656687116190321,-0.022298395980428425,0.00990181488341548,-0.0008970192477532115,-0.029038644787452682,-0.008161155611936836
0.016639305132983118,0.01959877504731579,0.12298678109679942,-0.003336967640822379,-0.02762805349254195,-0.08158116101745791,-0.0074187290424565875,7.640252969270728e-05,-0.04789587292206395,-0.027641487150105056,-0.0728887928144002,-0.043798403032972125,-0.021846948302652228,-0.06632526352242411,-0.03316986986309765,0.012490233144194604,0.03421054287083553,-0.037375643000392464,-0.004898967189529215,0.015073832511916734,-0.0005308560193990484
-0.008854276046244619,-0.002186049173578916,0.028683131574100674,0.015485977681472024,0.00994186963767118,0.0549450492273079,0.010581728769510936,0.024326397888283655,0.006600484548488728,0.008705167430545594,0.004426676826329789,0.019241957530198042,0.012194997240868038,0.02359583746918471,0.00907738749878594,0.009061288273290329,-0.03647162685388748,0.03316986599904994,0.0143584713843672,0.01603475548789602,0.013145731327731688
-0.049810544100331484,-0.04819900106267019,-0.0709758311394505,0.0019467883547853526,-0.0016408794551802382,-0.008680646572709578,-0.0075584338045733175,-0.016441398273453454,0.0008199336624554247,0.011003479360628171,0.011926404703509046,0.033981311666695095,-0.0005526001197731007,-0.011363583700460705,-0.01230296714676642,-0.012333644847786448,0.025968194982542492,-0.021682506882382654,0.004772287432048083,-0.018891342903460964,0.0023591086883704656
0.06125371460476569,-0.03457494025672276,-0.09072300556296678,0.04284327301912592,0.023467593971512195,0.055166472447859737,0.053068439279947435,0.014247063083933031,0.031394672416516445,0.039573365027443325,0.0184982678800665,-0.007359197642191691,0.024703660232393933,0.2114940427385284,0.05571923483711578,0.03239942953212193,-0.08408397360595446,0.1022289915595542,0.039365713978043546,-0.029633242171057214,0.04890164557132667
-0.11382562304010095,-0.06782408416180152,-0.12828221620427796,-0.06290877945581058,-0.05419908527570033,-0.11009683036550467,-0.06887369608356725,-0.11017258715100237,-0.060878720113566036,-0.0556927121493415,-0.04764287331870266,-0.06290368712376435,-0.056715748362616177,-0.11981557594748732,-0.050494895953215393,-0.06396838467436708,0.2032786614386488,-0.1326716632170822,-0.05917440797533024,-0.10249088369057653,-0.06532034323958685
-0.10330195158918216,-0.0464047490083577,0.033562919598036235,-0.019940108478223743,-0.027801177937459332,-0.025800419279449125,-0.017635144558007392,-0.01196859838035638,0.004509608137288914,-0.012840032034270804,-0.03308638031672625,-0.057086611958413726,-0.03327613429959266,-0.05143207658247969,-0.017370307562222582,-0.02624066793836886,-0.042428901982822405,-0.04488455668533112,-0.029883872591412963,-0.004640570203118579,-0.009869364769163806
0.13716220465233095,0.11273287834293982,0.14321401953879864,0.0827373976349261,0.04498499689975245,0.014996780809812885,0.07772328206963425,0.1043642728033842,0.08033860807548776,0.0291735700936148,0.033526974089117416,0.03689766613178979,0.07472052267995731,0.19090918005487206,0.04704931542227088,0.08517880780017642,-0.15467477825565398,0.1685944330792475,0.08794527363345041,0.03254410045855223,0.09065198250678827
-0.044266378496118204,0.008648762992585258,-0.035688241054422004,-0.00597114436628881,-0.013710326530360174,0.00031435724675876584,-0.009264248345887172,-0.007948658597588486,-0.03198113586777801,-0.02829591230885677,0.0042461941260287855,-0.02781712060237777,-0.02094187922821084,0.04880040378552044,0.01324661132367401,-0.005182500301775207,-0.0009619169412859935,-0.02148913767219019,-0.00464590979010212,0.022045049725631902,-0.002346572775761639
-0.013677222461946309,-0.029474768103747818,-0.08157105998977933,-0.030034668309363664,-0.03262414891521116,0.00911387339382902,-0.012695455817873366,-0.040824085039860895,-0.012624499549896086,-0.028457779693587024,-0.016649090843119014,-0.04789562895185703,-0.04153459173234302,-0.02157526005586554,-0.003845078893612612,-0.03386160411844083,0.026714840618810562,-0.02788413791990588,-0.030459041649980388,-0.02045667787291122,-0.0324337092403282
0.010071589839822127,-0.10835780530690788,-0.10936815647760192,-0.05411858160102411,-0.0517791839867908,-0.0931174852660112,-0.05083177415468877,-0.054148091804303335,-0.09348969031545296,-0.07610045590915257,-0.07009500339282926,-0.042669953265071635,-0.04538413959809439,-0.15541964470858624,-0.033460081065828,-0.052137172575714666,0.1368963880000681,-0.11351775429605318,-0.054490180076523384,-0.05584544156563101,-0.05181682181080753
0.01464363462601131,-0.045129169972747865,0.002904090452238761,0.01106506595194511,0.02479866531509021,-0.058035682927443925,0.00890894702177568,-0.027895151755559996,0.04684698843769392,0.02238624606261649,0.013035793452732205,0.04427197987787117,0.03117233288256685,-0.034287574443496074,-0.001770319094136286,-0.012266168765193,-0.09092777189843204,0.03776983178104956,0.009876241571817684,-0.01831855388878344,0.0044528538057908
0.09140472322154504,0.0928944910717944,0.08204639207733222,0.061217495407166936,0.0641256442353848,0.13707618777815336,0.0553705543994447,0.0595651495213893,0.060527846457457325,0.05510106404795672,0.06948829938967459,0.06774473211970487,0.06913164453031181,0.21661219111913085,0.05238039998091017,0.06860367189196613,-0.0880018221513515,0.0950147431367646,0.064253089072373,0.027272743215158213,0.06260069686725682
-0.04701733505102743,-0.023096236398872184,0.0178411757084947,0.0033272661094612232,-0.012876254112129424,0.0048092197731364646,-0.007807772742204998,0.03077552487566866,-0.03480971261813798,-0.03740020860699975,-0.045230711057975534,-0.01707298732203829,-0.021337155227614486,-0.010441635987846924,-0.013350521717708813,-0.0044003639795193675,0.009201770943295016,-0.021650759211452764,0.0028010888757889216,-0.013460703327356077,0.0012642098929003364
0.030527236238319974,0.009177403459068824,-0.039439122050016616,-0.0019349882296650766,-0.017032194708069742,0.02839823564574545,0.003742341694991028,0.0047770688428541855,-0.0173815432275827,-0.006633592500671724,-0.02718616080149856,-0.012499816334100985,-0.011911512485741729,0.05681816496342323,0.006437078256076029,-0.000226512379171006,0.007638995710104406,0.0047617857345322295,-0.001613801888857467,0.028752412168746317,0.0005050631504443584
-0.060442801270204814,-0.09730224471449993,-0.01733568815006075,-0.015508943508778354,-0.009691545557136628,0.03537065720522308,-0.009735060974325596,-0.027337562516269804,-0.041940030734041935,-0.014548079653340415,-0.000575922439391875,0.0016876615133301952,-0.017907355102037472,-0.010496754713679442,0.009789917099472176,-0.04352771816987243,0.033749213384432104,-0.020473893667385414,-0.0142232643255499,-0.010004724662269874,-0.014891469330930659
0.09363067007946548,0.12633534124659945,0.05199619578291578,0.05400473993219765,0.0717983991013904,0.06323047188289826,0.043506275693647185,0.034215836064041584,0.051381545188005744,0.04697877875101221,0.047623743153688516,0.0663132690528742,0.06647187462104785,0.1800778028887687,0.03852111440138288,0.0714133166364194,-0.11852381237065016,0.08415353936417222,0.051740966942178,0.04325047486931685,0.045606009367307486
-0.010192209112609868,0.01841240955016615,0.03353931026408994,-0.01093743578192888,-0.007769419544680077,0.0019730537441448193,-0.01292584615037473,-0.00945257837478636,-0.0031230649728223665,-0.003253580247006349,-0.003589339584465089,-0.02712338452326729,-0.009298667498764469,-0.0633634252063778,-0.01643019204346934,0.0017888156820227133,0.0193236676862485,-0.025180919761334988,-0.011339702635577315,-0.01261938996977688,-0.012987073769159306
0.06825520770440667,-0.01956149103506469,0.03842863679467367,-0.005687213033630572,-0.014261726766289522,0.017721444441213454,-0.0018321191664922934,0.01550706653403466,0.013101466883461444,-0.012124001858576322,-0.032141767571606084,-0.009971528065748731,-0.01594495629614649,-0.003979406461999883,-0.013287635926903182,-0.002901613427769329,-0.003422904996651137,-0.0006412013419686858,-0.00537884940137771,-0.017145942334074144,-0.0064547792069209005
-0.033599531828481057,0.029052196623510138,-0.01891437972322301,-0.022433015657982492,-0.02530107822007536,-0.009121123956728908,-0.020410723547744977,-0.03401061450298951,0.027416789566276526,-0.042444701529787236,-0.0146889750225225,-0.04532349537491121,-0.016327976790834677,-0.08977677829036465,-0.037193929539656036,-0.01510904106852227,0.04359325958992293,-0.043171348163946716,-0.020675611852893527,-0.05174001160560903,-0.02423791823790712
0.05728131996237981,-0.013860260064898594,0.01760259700757611,0.054468449916752135,0.05310772922538325,-0.09428157388010333,0.051979405353564,0.05562320095779099,0.08829162853129631,0.0599705183211866,0.07101270179128984,0.10914569741921336,0.05926431184507421,0.08365596334783444,0.038231118157685824,0.02409091042181146,-0.1118987208198339,0.11821046072947282,0.052579982252313945,0.11545161842974926,0.04801536614636021
-0.08787064316745738,0.029306172700031618,-0.0774299399501957,-0.004949215434350329,-0.016348078243941633,-0.0024639865995097427,-0.0009921874162058075,0.008076854037329679,0.008314449182601089,-0.019092145991976072,-0.023097678242906657,0.017308577875522268,-0.023440923191257863,-0.12985439602917706,0.019886983100345482,0.00044395062972537024,0.008266791896659336,-0.016105585862209566,-0.0034851065706669217,0.004718320538792921,-0.0054978132070326825
0.0599411695939937,0.04490161129627359,0.101442333908423,0.044659547800439285,0.013463583323874831,0.0744983957002058,0.033752293708690435,0.051507118033757286,0.013603740322230856,0.004780085966289387,-0.02686298976191738,-0.021113033819022936,0.025730884026810168,-0.039539613237393786,-0.01932117457548415,0.04088771438613407,-0.05286964573105327,0.05001608510664644,0.043281206140198966,0.0076843185675589875,0.04213759110227075
0.01897625240843385,0.0075629156953488,0.052674912451904685,0.016756251179282353,0.01560745660367629,0.034224948041000236,0.0232662089834283,-0.0068939467875650685,0.011616449652354522,0.024846348166078315,0.008029953426311031,0.010611205125630884,0.010628922321306451,-0.024781275769166423,0.03225383317197051,0.01094778134665025,-0.05432825343320655,0.06407680482140468,0.01760022300868106,0.02221554371116215,0.01815396632903504
