BSCJ,BSCK,BSCL,BSCM,IBCD,IBCE,IBDC,IBDD
0.004259528907569034,0.004710581598397342,0.006196812650631628,0.006232070731826279,0.004441450807082243,0.007346168203068507,0.002848866902483248,0.005773716627624546
-0.0037702058335818173,-0.0046884960551557674,-0.004737922682248854,-0.003335087313158612,-0.0064317936152202574,0.001232199824803568,-0.0081422410491448,-0.0045173393321635245
0.0014191713268126602,0.0037684338493478454,0.006187966766814013,0.00669227901264055,-0.00030377395019145294,0.0016410205050480498,0.005535962198038681,0.006806551820154756
-0.0037790077703576436,-0.005630568043140955,-0.008041400858236741,-0.009496674739184705,-0.0015177812012944019,-0.010753729855006208,-0.00778332166548876,-0.01070424988741032
-0.0022425768878328377,-0.0041027118571126935,-0.0059250229243557285,-0.008191857045689784,0.0021419153774411303,0.0011768106401338176,0.007001994431218213,-0.005753536172586025
-0.0009521138790022252,0.0,-0.0043272281240654695,-0.0014538482901376658,-0.0013236490277241462,-0.0003133370890433771,-0.0029678517528116525,0.005209372811985273
-0.0004763548924933599,-0.001424408716243075,0.0028976818165663645,0.0009705887636104462,0.003466674445889268,0.0028197049706174147,0.002880569464023039,0.0021117093470002426
0.0019064834720966027,0.002853356053651599,0.003369941388771881,0.003878154177518997,-0.0017274737286165894,0.001978500836931265,-0.0013404748692214161,0.0034473620301582555
0.006568265797429675,0.00868131876227618,0.005918811475566707,0.008516800506656954,0.012585780751634162,0.01496314745680427,0.01964179644213657,0.01671347784503406
0.004735083896043609,0.005652298575335909,0.007173378434667602,0.006240884265077682,0.001113930729600328,0.0036173032310658133,0.0055946914330801435,0.007297858079083031
-0.0023561792385687467,-0.004683800657717968,-0.0037983724226165866,-0.002862695707712473,-0.0011126912686036724,0.0006182233878771639,-0.008109063330520206,-0.005456941850182554
-0.003778625875756983,-0.004705946123718565,-0.002383628747552081,-0.005263136981920481,-0.0009107879660160882,-0.005866237197175601,0.0017106838278932509,-0.002838149214532912
0.0,-0.00047245310881938244,-0.0023887885021988816,-0.00048057654070718137,-0.008309635192226977,-0.004968432683308182,-0.0045551628764958964,-0.005218504592596387
0.00030841250285725024,0.0016908320000997533,0.0007625624869391416,-0.00033953020511903623,0.008367662947417637,0.008182031524650827,0.003878208779719811,0.008426526139516619
-0.00047469538961318673,-0.0009464245758455301,-0.002397833153529405,-0.0009646429926837815,0.001837082764316177,-0.0017695140369465058,0.0009581159458799676,0.001242021399782314
0.003800140397471513,0.004737181598400756,0.007211596235132023,0.00917841869775164,0.006010753688719613,0.013036041411916072,0.00851731886054427,0.009448402637593209
-0.008045710033781937,-0.008014707594948335,-0.01002411689964852,-0.011009759112892082,-0.007189963357695959,-0.012765606113717314,-0.0073066169009002565,-0.008225145031624333
0.006849590410853232,0.006641488470814022,0.011840783523835118,0.010666535044593743,0.009381468149901605,0.014652323962548763,0.016508980709498373,0.01967791043270717
