,Date,ANGL,CJNK,GHYG,HYG,HYGH,HYHG,HYIH,HYLD,HYLS,HYND,HYS,HYZD,JNK,PGHY,PHB,RIGS,SHYG,SJB,SJNK,UJB,WBII
0,2007-04-09,,,,46.174915000000006,,,,,,,,,,,,,,,,,
1,2007-04-16,,,,46.281242,,,,,,,,,,,,,,,,,
2,2007-04-23,,,,46.781837,,,,,,,,,,,,,,,,,
3,2007-04-30,,,,46.706534999999995,,,,,,,,,,,,,,,,,
4,2007-05-07,,,,46.938656,,,,,,,,,,,,,,,,,
5,2007-05-14,,,,47.023041,,,,,,,,,,,,,,,,,
6,2007-05-21,,,,47.116337,,,,,,,,,,,,,,,,,
7,2007-05-28,,,,46.694309000000004,,,,,,,,,,,,,,,,,
8,2007-06-04,,,,46.525749,,,,,,,,,,,,,,,,,
9,2007-06-11,,,,46.297932,,,,,,,,,,,,,,,,,
10,2007-06-18,,,,46.146034,,,,,,,,,,,,,,,,,
11,2007-06-25,,,,45.480446,,,,,,,,,,,,,,,,,
12,2007-07-02,,,,45.364281,,,,,,,,,,,,,,,,,
13,2007-07-09,,,,45.634563,,,,,,,,,,,,,,,,,
14,2007-07-16,,,,45.297534999999996,,,,,,,,,,,,,,,,,
15,2007-07-23,,,,43.149483000000004,,,,,,,,,,,,,,,,,
16,2007-07-30,,,,43.58987,,,,,,,,,,,,,,,,,
17,2007-08-06,,,,44.475563,,,,,,,,,,,,,,,,,
18,2007-08-13,,,,45.095264,,,,,,,,,,,,,,,,,
19,2007-08-20,,,,45.163090000000004,,,,,,,,,,,,,,,,,
20,2007-08-27,,,,45.986290000000004,,,,,,,,,,,,,,,,,
21,2007-09-03,,,,45.488754,,,,,,,,,,,,,,,,,
22,2007-09-10,,,,46.825035,,,,,,,,,,,,,,,,,
23,2007-09-17,,,,47.216431,,,,,,,,,,,,,,,,,
24,2007-09-24,,,,47.330203999999995,,,,,,,,,,,,,,,,,
25,2007-10-01,,,,47.284702,,,,,,,,,,,,,,,,,
26,2007-10-08,,,,47.854546,,,,,,,,,,,,,,,,,
27,2007-10-15,,,,47.076065,,,,,,,,,,,,,,,,,
28,2007-10-22,,,,47.208858,,,,,,,,,,,,,,,,,
29,2007-10-29,,,,46.824165,,,,,,,,,,,,,,,,,
30,2007-11-05,,,,46.90234,,,,,,,,,,,,,,,,,
