Name,Riskiness R
BBH,0.3223892623199812
BIB,0.0033607439880155173
BIS,22424581604354.81
CURE,0.3204092724552841
FBT,0.33172095435418225
FHLC,0.11954005204466403
FXH,0.23575902450810762
IBB,0.42855898126514597
IHF,0.10721732954177193
IHI,0.06385914713532803
IXJ,0.15402829980917232
IYH,0.11352908859234663
PBE,1.4199452739253489
PJP,1.6598432809425034
PPH,9809281110723.236
PSCH,0.10986761123932236
PTH,0.332224020474792
RXL,0.22791248274474857
RYH,0.10484776868723754
VHT,0.11995306675693189
XBI,0.699472131793247
XHE,0.0704190062321703
XHS,0.2836309230580782
XLV,0.10688716477042871
XPH,0.0018483113100238094
