Name,Riskiness R
AADR,[0.10739357]
COPX,[0.68698129]
DBAW,[0.1614063]
ECON,[1.90164858e+12]
EDC,[1.27216327]
EEM,[0.33095944]
EEMS,[1.58307396]
EMCG,[5.1386964e+12]
EMFM,[4.06441167]
FAN,[0.19647265]
FIEG,[0.51920815]
FLN,[1.01838814]
FM,[2.56215558]
FNDE,[0.30006964]
FONE,[0.12755754]
FPXI,[0.34743667]
FWDI,[0.37076151]
GDXJ,[0.48731144]
GDXS,[5.66941861e+13]
HEEM,[0.31854742]
HILO,[1.29566726]
ICLN,[1.73869031e+13]
IEMG,[0.30280507]
IFV,[0.52272097]
IQDF,[0.453076]
JDST,[3.84281484]
KOL,[0.29222839]
LIT,[0.16044746]
PICK,[0.47441158]
QEMM,[0.39694579]
SIL,[0.78026406]
SLVP,[0.6066316]
SLX,[0.29076451]
SOCL,[0.08552402]
SOIL,[3.90500718e+12]
VIDI,[0.43731028]
