Name,Riskiness R
Alternatives ETF List (35),[1.60785009e+12]
Broad Asia ETF List (44),[0.70032129]
Commodity ETF List (125),[0.33017986]
Consumer Discretionary Equity ETF List (31),[0.40507661]
Consumer Staples Equity ETF List (26),[1.38037273e+11]
Crude Oil ETF List (22),[4.79964852e+11]
Currency ETF List (36),[1.83279053e+12]
Developed Asia Pacific ETF List (108),[0.22774006]
Developed Markets ETF List 1 (100),[0.17545757]
Developed Markets ETF List 2 (100),[0.17179226]
Developed Markets ETF List 3 (93),[2.56697005]
Emerging Asia Pacific ETF List (114),[0.5935489]
Emerging Markets ETF List (79),[0.60938739]
Energy Equity ETF List (80),[0.39118239]
Financials Equity ETF List (51),[0.15600468]
Global ETF List (72),[0.2402302]
Gold ETF List (17),[3.5331261e+11]
Healthcare Equity ETF List (49),[0.45676048]
Industrials Equity ETF List (37),[0.16865345]
Investment Grade Corporate ETF List (50),[2.00412371e+12]
Junk ETF List (43),[3.76827966e+12]
Materials Equity ETF List (62),[0.25228699]
Municipal Bond ETF List (29),[1.29045503e+12]
Preferred Stock ETF List (12),[2.45891654e+12]
Real Estate ETF List (48),[0.4643311]
Target Maturity Date Corporate Bond ETF List (24),[2.19665259e+12]
Technology Equity ETF List (75),[0.12306326]
Telecom Equity ETF List (10),[3.34397767e+11]
Total Bond Market ETF List (82),[12399778.15391893]
Treasuries ETF List (51),[1.82953969e+11]
Utilities Equity ETF List (24),[0.29921451]
Volatility ETF List (18),[4.02628512e+12]
