Name,Riskiness R
AAXJ,[0.12870978]
ACWX,[0.12246527]
ADRA,[0.14999985]
AIA,[0.10927739]
AXJL,[0.13042736]
AXJV,[0.77857365]
CHIQ,[0.20520367]
CWI,[0.11950427]
DBAP,[0.10378639]
DNL,[0.09942347]
EEMA,[0.13123654]
EMCG,[0.27060482]
FPA,[0.14910272]
FPXI,[0.11185216]
GEM,[0.14901213]
HEEM,[0.14858782]
IEMG,[0.14453713]
IHDG,[0.0997312]
IPOS,[0.17593763]
IQDE,[0.16408947]
IQDY,[0.15812171]
MOTI,[0.13536838]
PAF,[0.13190681]
QEMM,[0.14242698]
REMX,[0.25483925]
VEU,[0.11056393]
VXUS,[0.11187985]
XSOE,[0.13297661]
