AUSE,DBJP,DBKO,DFJ,DIM,DLS,DOL,DOO,DTH,DVYA,DWM,DXJ,DXJF,DXJS,ENZL,EPP,EWA,EWH,EWJ,EWS,EWT,EWV,EWY,EZJ,FAUS,FDT,FDTS,FHK,FJP,FKO,FNDC,FNDF,FPA,GWX,HEWJ,IDHQ,IDOG,IPAC,JPMV,JPNL,JPXN,KORU,PAF,PDN,PXF,SCJ,VPL
0.006457782193813984,-0.030978269779894683,-0.030105764283034405,-0.03325043054844462,-0.025124706394766175,-0.01993847792042072,-0.027092001967380208,-0.02738797659172409,-0.028610294584251773,0.003933884222670274,-0.02600072496146792,-0.03215438533974667,-0.03951809459770267,-0.02874093299488578,-0.015174978922429984,-0.015355212846931985,-0.00743810737630038,-0.031783865152734216,-0.03442493721393048,-0.01927353662180898,0.015614797519474031,0.07196841319323323,-0.048496550258584584,-0.06942358048298543,0.003075147797658629,-0.034040369654006086,-0.02981850332310997,-0.0368742694512211,-0.042691830955132855,-0.044608335245095915,-0.02748263915586199,-0.034383900364085944,-0.03754593817809771,-0.028761614625276582,-0.030554438721658913,-0.027234862752553064,-0.028118414040854783,-0.024784945735510704,-0.023506662187954944,-0.1009805612377666,-0.03713833645056399,-0.1511803384371986,-0.02378372499503044,-0.029369643662829112,-0.03650858524735538,-0.029560353125956423,-0.025328341081252013
-0.036122967847965384,-0.05759576261321296,-0.01845627981963666,-0.046056578862683696,-0.031874617721717124,-0.043209901178995314,-0.033762824557511305,-0.036834119676920386,-0.03228763687419989,-0.021868517870885604,-0.03263636950773898,-0.05765089110287505,-0.04780559948844435,-0.06465114187416117,-0.004962178620669522,-0.02014298610614405,-0.0349708003763379,0.0088192171049376,-0.04173912617759022,-0.015117131533343663,-0.04484305401339788,0.08353774916499486,-0.04060483286075564,-0.0803127646885265,-0.029527428540388225,-0.05680875159189017,-0.049675103571897854,-0.0029248342025205818,-0.04679280204211951,-0.037500096981793456,-0.037678969298769516,-0.03931758743949748,-0.03573810662571345,-0.0370949208811262,-0.06186781735385869,-0.024828512048335874,-0.04130437079714807,-0.03443339685078378,-0.020126341040448845,-0.11998147642020987,-0.029029653867879524,-0.10742538534117348,-0.002603762667754601,-0.04833953304364758,-0.038134513217946815,-0.051262799233796515,-0.03422915995548332
0.03617821625017605,-0.01850287785998908,-0.011538536003268214,-0.002279258661511834,0.0040925071326405795,0.007526933915844988,0.0044472767072143895,0.006829275065689859,0.008866381499780002,0.02196524193445028,0.0014143588156541255,-0.01845700920101677,-0.04156385450475373,-0.013755214592135035,0.009973753981073846,0.032272380399144436,0.04831741509989805,0.0223409941326838,-0.007259602958703519,-0.006907111756039249,-0.003353446340463602,0.017258470653554132,0.005843773522036164,-0.013902035451201751,0.012170271177608476,0.009567290543606959,-0.004752054968495486,-0.00213335185553613,-0.004839833864442208,0.0,-0.005090098301491084,0.0,0.015240618655960868,0.004208451298708845,-0.01742018151238326,0.005958929002931525,0.008692251882353645,0.0044576851607633465,-0.016512251236893188,-0.02953578868455029,-0.02467051606985581,0.017152714836828082,-0.00037274686760670027,0.010469134329502902,-0.002777519002715477,0.0009787982164178597,0.006556889432523559
0.03222903594213712,0.04427320567299649,0.0,0.025545258010502583,0.02908466280587117,0.026858769882983927,0.023824451456915915,0.017183025162679187,0.021276539809634964,0.02878513462483879,0.0260238859182036,0.03866447771530058,0.03606681059780857,0.04184093236514976,0.02936584103066066,0.022912187482832882,0.02469137013735398,0.009501247102618049,0.0292506645500786,0.0177743514346974,0.02422624368857659,-0.05868443172466847,0.013732385951008235,0.05516018230156429,0.04408809945028079,0.03381430081209776,0.0304387563515054,0.021111596526648183,0.02755906629375832,0.03475949958071505,0.03148369874575569,0.025482746802596073,0.02763562702867109,0.02192133630067016,0.04305607950288862,0.02692498648337537,0.02210586457158024,0.02747243554151809,0.028664914870737294,0.08831513209130068,0.030868072237577912,0.03428884609570422,0.014735941984360684,0.023791261477384817,0.02734823531311346,0.03011934987970885,0.02816895235974736
0.020121489812353892,0.11269141972642058,0.03199311258263944,0.051437745910738034,0.02196230691603864,0.0206131732451136,0.02224072386364201,0.02800603511139666,0.020833279704633858,0.012870907663996426,0.022217613357083492,0.09479255425266933,0.15623718376875534,0.09605105497308697,0.004291887057089379,0.017375015693325568,0.021285375005190413,0.016941141339588867,0.07104797978175402,0.007593044720306692,0.03285146799589151,-0.14078893347579868,0.0182355071573079,0.143728034644802,0.0,0.02479161502104855,-0.007529622855066958,-0.008636628248455094,0.05792200017760182,-0.04540424993492558,0.02785194529300098,0.02748498312492744,-0.006972136769269908,0.01577305961091527,0.11290976307847682,0.02359729057600881,0.018695023833194917,0.04895105737421227,0.060509622458037066,0.2209738515926961,0.07257225537444857,0.05652191029930776,0.020772146551358936,0.01686651686637279,0.027360554665245288,0.05202188740592872,0.04657545343111366
-0.015643503060024117,-0.025811103858327203,-0.022622599130247487,-0.057973596108900335,-0.012682923746178305,-0.022233434691586253,-0.015914650452041445,-0.017729675389761532,-0.016193330741437546,-0.02228359289183629,-0.014233608179587806,-0.012634487446066996,-0.032258049165241574,-0.04091593649281232,-0.004524991349513762,-0.014197522590111204,-0.017695750509275212,-0.017121852041073974,-0.04063033073155189,0.005274963774695314,-0.010178128429360665,0.08614164575213745,-0.027119170426039826,-0.08086639291155016,0.0,-0.019516158014482757,-0.030347465834122424,0.008711869426036856,-0.04537701895629557,-0.020881625302322453,-0.02746844243994835,-0.016856078762565004,-0.02206622039078865,-0.023292066052834397,-0.017454354189400202,-0.016905794814810894,-0.018711804157889908,-0.03137244319572032,-0.042229782579540485,-0.1169734132829759,-0.03916256299313165,-0.08281894326863143,-0.02179010294080542,-0.021378637718678716,-0.016794825399974362,-0.05775143071100985,-0.030922742890562675
0.0018998763061342874,0.03330809732665434,0.022288911659594398,0.0106316057437522,0.014808497689623359,0.0038187848064725103,0.006755390031447764,0.0061632641951199964,0.007440579856699803,0.011678301539367063,0.00546339558421713,0.02785084223778167,0.028518376841080464,0.02387764880112209,0.039141490110915056,0.013149458165914651,0.0,0.048964401664481114,0.01728629711613922,0.0022490411838167143,0.0057840478965233404,-0.03403512105743644,-0.007713963512251011,0.035908149003032235,0.008637047367274314,0.008708243365763521,0.003912015011960086,0.017534668837391236,0.014282587828766872,-0.024091574654445048,0.007633595148083705,0.006336174076444841,0.012307628512258572,0.0006357775863510832,0.029607420538432527,0.005732190911243553,0.007700774078124909,0.015586892508059015,0.015089120785601163,0.04793882748678298,0.014931434958813498,-0.0238362522154951,0.005338782330794249,0.00376650453370866,0.00317249375507848,0.00995985845653496,0.013337875756609704
-0.034999636932380486,-0.0021977869370264527,-0.009643582285372284,-0.011126869831982049,0.0003514887310262331,-0.00501501561045421,0.009353446328299963,0.0085321442598613,0.004028462685976417,-0.01992200924750456,0.006404263242352134,0.0009154081655668982,0.0007204177562396463,0.0024876088095955986,-0.00631837923102526,-0.024309902139972292,-0.029223412023722518,-0.023339246797290755,-0.01104508268405465,0.008975153223796386,0.017252319298574084,0.018682411752285518,0.003356889728073848,-0.023109053329086558,-0.004122708384701079,0.0,-0.008392955064460889,0.01440332795586395,-0.003300470842863656,0.01618765368070013,0.004545525476252578,0.012592642998875612,-0.010807008190881056,-0.0003176672131918247,0.002516358520122056,0.005699406514986024,0.006550178750999568,-0.014151884414589368,-0.010038383431920749,-0.0382319455949078,-0.009542659325645679,0.006319797909678872,-0.013733900583283377,0.0011258185761219178,0.011432436458929052,-0.009292512249786968,-0.013828933548797594
-0.020904291463143616,0.004405164918579111,0.01862822750042721,0.00020467508786741118,0.00017543474184532505,-0.006430022282151383,0.0,-0.0015185257322559275,-0.003343693880830782,-0.026405750015664014,0.0019284879280919546,0.013353003259928341,0.005037686882230365,0.003721971739428436,-0.021521067280065538,-0.017102799093111253,-0.025567036085586886,-0.0036763984044568187,-0.0017182926712397838,-0.005930325574624649,-0.006909496537796501,0.004182705280445632,0.001584830351018185,-0.0052432597068318215,-0.041082882732139454,-0.003905375770223668,0.01178948775548088,-0.002788823932892331,0.009050800832776231,0.00995622879130379,-0.0015083052479089494,-0.004023475758630568,-0.006487007449380535,-0.007310824513662319,0.005378224242559466,0.001030408842608774,-0.010845907629004366,-0.008693746398734294,-0.008580561884639291,-0.002527671040952686,0.0014049007209609526,0.003996669791232845,0.0022281685435064135,-0.00824590852472361,0.001202660591157354,0.006891248410898444,-0.006419916889775459
-0.026095011144436818,0.033869281257995015,0.002078237637974789,0.009613185838775087,0.004920371812005117,-0.006472114013495135,-0.002820319288877389,-0.008038127043957139,-0.004249233633314122,-0.0179511969754701,-0.0017322493559511231,0.038447554518715184,0.03437171065382892,0.034301616660910535,0.0037489475696579674,-0.012674674582950256,-0.012695757750576813,-0.008764028156218172,0.011187572130548143,-0.0223713689103094,-0.005692550675125089,-0.01906437460113217,-0.005098445472997032,0.02083846257609912,-0.007638831451886173,0.0028888159724804858,-0.019718989164816826,0.009152915623415431,0.01290748205056365,-0.019716074937576343,0.002265813273255789,-0.0011016428067771218,-0.001718144667328908,0.002561578401930097,0.033166879628411416,-0.010293312584172572,-0.0003653965536549498,0.0036709958754383423,0.0007868003492941482,0.031789958543254664,0.0076168482871459995,-0.016207098790344262,-0.02426841195177776,0.000377939842443114,0.00048055201614543165,0.005513423096046251,0.000510027752749295
