Name,Riskiness R
AUSE,[0.12081687]
DBJP,[0.33299647]
DBKO,[0.09524792]
DFJ,[0.0774773]
DIM,[0.10165492]
DLS,[0.07587756]
DOL,[0.14696639]
DOO,[0.15344168]
DTH,[0.14798778]
DVYA,[0.13545975]
DWM,[0.12030171]
DXJ,[0.38928783]
DXJF,[4.714293]
DXJS,[0.17446572]
ENZL,[0.06881228]
EPP,[0.10298298]
EWA,[0.13246788]
EWH,[0.10099822]
EWJ,[0.1255746]
EWS,[0.13497848]
EWT,[0.0953435]
EWV,[4.74786633e+12]
EWY,[0.14202843]
EZJ,[0.32852002]
FAUS,[0.12211729]
FDT,[0.09185785]
FDTS,[0.11249559]
FHK,[0.16427175]
FJP,[0.18574228]
FKO,[0.30234967]
FNDC,[0.0691091]
FNDF,[0.10556134]
FPA,[0.15166716]
GSIE,[0.08940282]
GWX,[0.09900298]
HAUD,[0.11688317]
HEWJ,[0.37331656]
HEWY,[0.09334326]
HFXI,[0.11559344]
HFXJ,[0.15783555]
IDHQ,[0.1053277]
IDLB,[0.09314964]
IDOG,[0.14031719]
IPAC,[0.08800121]
ISCF,[0.07163645]
IVAL,[0.10066895]
IVLU,[0.14677832]
JHDG,[0.26600026]
JPIN,[0.0942318]
JPMV,[0.08015188]
JPN,[0.13563052]
JPNL,[0.43659594]
JPXN,[0.13173149]
KORU,[0.50740246]
PAF,[0.11452872]
PDN,[0.07502974]
PXF,[0.12139036]
SCIJ,[0.12042976]
SCIX,[0.0862643]
SCJ,[0.07999153]
VPL,[0.08955364]
