DBJP,DBKO,DFJ,DIM,DLS,DOL,DOO,DTH,DVYA,DWM,DXJ,DXJF,DXJS,ENZL,EPP,EWA,EWJ,EWS,EWT,EWV,EWY,FAUS,FDT,FDTS,FHK,FJP,FKO,FNDC,FNDF,FPA,GSIE,GWX,HAUD,HEWJ,HEWY,HFXI,HFXJ,HJPX,IDHQ,IDLB,IDOG,IPAC,ISCF,ISZE,IVAL,IVLU,JHDG,JPIN,JPMV,JPN,JPNL,JPXN,PAF,PDN,PXF,SCIJ,SCIX,SCJ,VPL
-0.057877889447086175,-0.027765818843277945,-0.010843048304655628,-0.01752518383556254,-0.004284490292527515,-0.035099536147374606,-0.03500763682285783,-0.03354663938483336,-0.013323278831549807,-0.02856546548798448,-0.0896199996226141,-0.042376871169430536,-0.06538467890399031,0.04780555584072947,-0.012856777393784664,-0.006809918321134275,-0.021001735080054068,-0.02188392288872008,-0.05617136554215946,0.01773053314899409,-0.05963657783348233,0.0380215384041676,-0.026711047798442383,-0.002406694224515602,-0.010303288534570795,-0.037157977151827164,-0.0627062765207225,-0.01880524472716933,-0.052128998059759166,-0.029692506396807487,-0.0248796137989471,-0.028895732928761225,-0.10517449034791612,-0.06061597907346501,-0.05169805088911353,-0.03569735048482397,0.013905622917615906,-0.0763917174868076,-0.005429298965093249,-0.014800150602150113,-0.029351014312921038,-0.014863666539041712,0.017915372990480755,0.0,-0.026499758173490262,-0.0277899335721934,-0.031188274772996374,-0.035602438677439306,0.005787987660554357,-0.007969962559089567,-0.04874478131930373,-0.03134216689512576,-0.020022760599450302,-0.014073829818416456,-0.04156732877713448,-0.013245121130392166,-0.018030601151820258,-0.014001337769299866,-0.019041055734417108
-0.02399548366411385,-0.016996429956755838,-0.03642701655026486,-0.05354985431168608,-0.055938039791326666,-0.041032780295143616,-0.02046491320426536,-0.03987684276098127,-0.06825872106006131,-0.04048700000858227,-0.05031950677637754,-0.09568695935376137,0.0011786356655940301,-0.04628237998543985,-0.05536074634089075,-0.043321857249330825,-0.04942664207277665,-0.07536267146830951,-0.019650371944831508,0.08792788286603086,-0.01569663607326479,-0.03748165138528035,-0.054673724397963766,-0.06768260959596761,-0.1389349788418608,-0.04050171345439358,-0.042693633235182035,-0.0461171171097958,-0.03160991113973968,-0.040732757039804716,-0.035842151678017777,-0.06013190556240972,0.05783796915572936,-0.0392577150654704,-0.0031746031746032128,-0.049437313110744924,-0.0862532430299692,-0.13665508833044618,-0.050994393868663314,-0.04993892194711514,-0.03762649275178442,-0.05161132033582176,-0.07689895045609038,0.0,-0.0571441450279629,-0.06464192714221405,-0.032192378476268206,-0.01858912762539586,-0.014242729482007424,-0.052072912947143266,-0.17066200405105236,-0.05243697371806065,-0.07830698260941223,-0.04899691358024704,-0.0503167163737759,-0.030270203043016912,-0.04387302731417163,-0.031160042087653363,-0.049132627307896234
-0.1177764110434573,0.012727301411680035,-0.039512520895936175,-0.012631580088739382,-0.010938888274891085,-0.03672186076337607,-0.02812306206469709,-0.02946906209105938,0.02250875442430911,-0.029504367663142912,-0.12489490906444682,-0.19420762098059907,-0.10969692551481228,0.030225218526731545,-0.006218135499334177,-0.020408235358997304,-0.05304358779623871,0.03301362794412852,0.04136260715853704,0.09683492834677823,-0.024088881113770142,-0.05027926616936995,-0.02193301104739064,-0.04421315605933136,0.018743553129122376,-0.055875719582663415,0.02022995290460452,-0.015169701014384763,-0.027003030664449628,-0.002690235433731927,-0.026026753417164383,-0.008715348388721856,-0.019459679868377225,-0.11801248509066188,0.01624729212655519,-0.031956893767654114,-0.030253038528148705,-0.03049034840235808,-0.0210524176142792,-0.01367532625687498,-0.02448790955404121,-0.0291088900768293,-0.009190439550870752,0.0,-0.026233992815734783,-0.039324200832702425,-0.09726311578947372,-0.019425743447283,-0.015079708718980752,-0.037159756976828585,-0.16176077189160928,-0.038453783190746604,0.02450373614722008,-0.011764665314401549,-0.030836845797108187,-0.02710473696030396,0.03133557738519413,-0.028495073161282605,-0.03509101410064525
0.0464751778406371,0.04084383904556342,0.05863141513387422,0.08199264941449373,0.08571432258064518,0.057308726744408865,0.06566499780869453,0.06960753728326334,0.11087260721930343,0.06265938378781752,0.050216243397795464,0.043974373148375344,0.06160643536052299,0.13838918680906367,0.115472095253185,0.11805546929645848,0.04775023596612957,0.11958763586425004,0.07943918235774394,-0.09859152582569147,0.1337197113891421,0.13568618178457814,0.08572755054681512,0.10408142049138212,0.06678027901077989,0.06575851699302504,0.09959428080191493,0.08593441041289272,0.076433006340976,0.09248537493294068,0.06537945002169304,0.09212542604068358,0.036619120319883625,0.04639604713142378,0.05358718534041573,0.04698774623413069,0.0422610432393602,0.05378304274209229,0.06344058801615532,0.07105718469168719,0.08215398308397859,0.06618998470085788,0.08012365312532249,0.056778701769850774,0.06484021473156397,0.05826578550374795,0.04654845864979221,0.06869091501803,0.03843138845080888,0.044227193978416166,0.1439417552456244,0.04714802107605225,0.13242652126223967,0.07389158153154425,0.07151530696290251,0.04516672968252933,0.08603730210827,0.06397802922452565,0.07487354621921441
-0.05394925965461988,-0.012074196389157743,0.0,0.007571799635127652,0.010016977588557574,0.039313416269251236,0.03507258926098852,0.04079495700437177,0.058073976101316,0.02700566493062024,-0.05971176068889875,-0.06946126950093116,-0.0628405904100484,0.01677597889988337,0.018613013998061846,0.031573653421382936,0.0008764897778353715,0.0009208923087815656,-0.05772001445807366,-0.018292707911533944,-0.010791451508216077,-0.00024170243064200572,1.4043131683874973e-05,0.009844459796074907,0.032754442017664684,-0.008594033292221451,-0.016085266772805078,0.02053002493044265,0.0359257114320088,-0.01728385998662616,0.01978922633875735,0.029751407007307062,0.05102037381258415,-0.05740291635401785,0.007986574242752686,0.010356756914490645,0.03428267766243913,-0.03330446162616691,0.017694502554179405,0.023058413739054172,0.02994713679826997,0.010382876330378493,-0.002044783088075361,0.02812105692650203,0.004288165370936365,0.030346698096076177,-0.05655579819948305,0.008865554575302385,0.0022790030669720533,-0.00847091994711106,-0.018252278806652512,-0.002613034283256028,0.0127421200707762,0.02293577981651381,0.03891211477451453,0.008077528664283717,0.016297128947987013,0.003101375310552401,0.00683942459537219
0.07214867919158215,-0.00785696124665323,0.035227791714251624,0.0023181519919433873,0.01462428930494909,-0.009468797899193871,-0.025095030024664188,-0.017603203859787208,-0.02627285721485034,-0.005981707156282485,0.0678832393130531,0.08868342407347883,0.07731784004718131,0.0035868141316406812,-0.021777188339484888,-0.02408424503325521,0.03239927910278672,-0.041398330889822,0.021439524093688614,-0.0657996942340094,-0.04765547678858406,-0.013310031553405134,0.003877735940841149,0.00030544722776094485,-0.0022315411593812648,0.037563943199769086,-0.04193153498759746,0.013167596120239516,-0.014687939618779568,-0.03481700002994168,-0.0016201617121229751,0.008837526459287688,0.02219148575554284,0.07643851241765008,-0.046288510841879515,0.0119591937679462,-0.05440246079484079,0.03579405948431465,0.011922789651389513,-0.006722166110130735,-0.022295863953060657,0.01562835711989449,0.02073440759525009,0.0,0.001281234207237925,-0.005376139033352903,0.06533133046760202,-0.0005991509806958928,0.019590718894928968,0.035521720896338566,0.08169024710566106,0.030632881705460305,-0.03803873246760125,0.0029895366218235533,-0.010919990260385402,0.027644188256021898,-0.02093552299130124,0.03727238491051405,0.010624737773666805
-0.09579774319701856,0.0052793788921097935,-0.023504711954924432,-0.06760369213119323,-0.07041086695807046,-0.03497320488537608,-0.01664071504456533,-0.04005272696884825,0.020773397182083087,-0.038254804515634525,-0.11642743486961588,-0.17411303266208614,-0.09622099509418687,0.02525615355762816,0.003070514201626753,0.0,-0.02459705400240756,0.043186166083197,0.053223332509474065,0.02597135634467664,0.04642289009988595,0.04650323695603677,-0.03175982677746286,-0.022609179190732225,0.021405737190674557,-0.0278492833655924,0.011936384085335323,-0.025631859334203116,-0.016977179197721737,0.023428801651509026,-0.028803139330569525,-0.0208895158079044,-0.02786071465277154,-0.08817794941938792,0.009400864550980216,-0.03432748347888062,-0.0349942386809549,-0.08630664253538249,-0.022582360185771973,-0.029458643407863267,-0.01773617804971806,-0.013701459278785022,-0.042553196062712455,0.0,-0.06614103870611647,-0.06274962792445862,-0.07875137460092235,-0.011191190863194415,0.011322698386998786,-0.017802847903476887,-0.07005219844982864,-0.018380891192492,0.013257190213410687,-0.039120678092399386,-0.04637035881155338,-0.0046394391369647785,0.029572326245371018,-0.005961325731023053,-0.006949245904769361
0.04696491338851516,0.03654611734601197,0.07474123623218559,0.07136130993532575,0.06326856062611726,0.05181097879820891,0.048560322090069635,0.057988619385247374,0.10166934178520448,0.057522990881944173,0.05028367844981122,0.1391233683730612,0.06553736821784516,0.0948553514448451,0.08269078342760025,0.0892686005941245,0.05074893123022353,0.00762166096725057,0.06975086109036023,-0.10064808243904984,0.06894566211785408,0.08285462267248432,0.07200752843149916,0.053004018712765985,0.06912714994239891,0.03894769059678003,0.029270284790586982,0.055576171156101264,0.03496207214070923,0.08482035222022467,0.0489862749896849,0.05486133651578429,0.046431514724487706,0.023534431913878863,0.04526753414454065,0.054430090135250124,0.046174179084238515,0.03063538034539447,0.043038858352035816,0.05812194595203955,0.055043825135187054,0.06343840958444892,0.060904571709902926,0.0020656254130852303,0.097728132906979,0.06706708324179525,0.028253851956770014,0.03920780371124034,0.03189400292420393,0.04580854485050692,0.14813780428476195,0.05257004592214667,0.0817609002641115,0.05350907120941956,0.05383492052270157,0.01876154330709477,0.0720283770161802,0.0492490880759072,0.06642800116348016
0.030798216153807137,0.01524762723899424,-0.009775888704898228,0.009772067007674466,0.0020113811599061344,0.005850659081876994,-0.006687239015478926,0.00556578524433616,-0.008361955812578988,0.0075333645509463,0.06064328504787635,0.06314077249534518,0.011367460558037128,0.006448846699033557,-0.023963615791162855,-0.03207271252074021,0.018242057237302826,-0.03021961491948192,0.0,-0.03557753260183235,0.012396645434292957,-0.008463875963468495,0.0016689565361246142,0.008071924801403112,0.020479926670672517,-0.0031961427957810967,0.02122251161494409,-0.0031590588075959963,0.009767989185922732,-0.009417914162835656,-0.0040192904479852435,-0.009477143555024345,0.010296539453263791,0.04421406516965136,0.033568180116695295,0.003346323863558161,0.02562868449343286,-0.02078973265809816,-0.018004878045252238,-0.0072421460965990956,-0.007887080916310664,0.0032493923732461265,0.0,0.02692474135844544,0.03288542298295942,0.025580945364253174,0.023732620711855883,-0.003889422895970972,-0.030253001862560733,0.00890975526197217,0.04341462421826568,0.010678931600556649,0.0,-0.002208281192491765,0.017015334206238394,0.013071934331420806,-0.010964609409433395,-0.02448387195922317,0.0018663590298237727
0.0030488269805712264,0.01460167734247359,0.04680852396785298,0.004838605222941451,0.026597524700527404,0.006282018823478879,0.008544820033136544,0.007907340312928772,0.0049728965192138395,0.005554200333691806,-0.006712985955718004,-0.034010096699378004,0.0290909721423784,0.0006407905473777617,0.03805551880967282,0.03363004074003406,0.02117264085233031,0.025495673765489942,0.04457753107168294,-0.052299760795416365,0.03158830544700215,-0.01960173734831679,0.025614249232819075,0.04744982659992808,0.033256894333380416,0.053655347528366364,0.019950141476699292,0.03133804342300454,0.016122584995777026,0.02784373005983117,0.0137207693464366,0.034971978622201985,-0.013717495149348969,0.003238802684725589,0.0072173537399587906,0.01334071403758916,0.02347032347631455,0.05762857151736935,0.009910822222058285,0.02563096981252359,0.012970630787316315,0.029352116123639558,0.036400022176993584,0.0031542728296316018,0.009230194674312723,0.00610754391941145,0.0073159575987216535,0.02147590494653347,0.04875559155324555,0.027754393950372158,0.06311374724020476,0.025094339905222213,0.025005350223300672,0.027665067220027033,0.007953924959661877,0.046299784483728665,-0.0014169886406338974,0.059711215158187586,0.025910278489062657
