Name,Riskiness R
BDCL,[0.76790643]
BDCS,[2.51064289e+11]
BIZD,[1.17595234e+11]
CHIX,[0.72520676]
DPST,[0.44668103]
DXJF,[4.68033779e+12]
EUFN,[2.96709917e+12]
FAS,[0.28747672]
FAZ,[1.3841007e+13]
FINU,[0.34768196]
FINZ,[1.62716549e+13]
FNCL,[0.2054708]
FXO,[0.24121479]
IAI,[0.16421335]
IAK,[0.59724703]
IAT,[0.2502014]
IXG,[1.33122222]
IYF,[0.23952231]
IYG,[0.21585668]
KBE,[0.29548612]
KBWB,[0.25668997]
KBWD,[0.96016763]
KBWP,[0.33448057]
KBWR,[0.31544934]
KCE,[0.33779076]
KIE,[0.32274829]
KRE,[0.25202848]
LMLP,[1.0190653]
PEX,[2.9099137]
PFI,[4.57387173e+11]
PHDG,[8.12397841e+11]
PSCF,[0.20281624]
PSP,[1.36599354]
QABA,[0.27758734]
RWW,[0.31223798]
RYF,[0.11453708]
SEF,[4.12958897e+12]
SKF,[6.42158875e+12]
UYG,[0.24158775]
VFH,[0.20419371]
VQT,[1.13811104e+12]
WDRW,[1.25716711]
XLF,[0.12970122]
