Name,Riskiness R
ADRE,[0.14799072]
BBRC,[0.21216065]
BICK,[0.13949172]
BKF,[0.14055264]
DBEM,[0.13703924]
DEM,[0.19255111]
DGRE,[0.19620896]
DGS,[0.14952096]
DVYE,[0.17571275]
EDC,[0.57160405]
EDIV,[0.15005964]
EDOG,[0.48934188]
EDZ,[6.96496605e+13]
EEB,[0.1195576]
EELV,[0.17405385]
EEM,[0.16749807]
EEMO,[0.72434016]
EEMS,[0.39941454]
EET,[0.34412126]
EEV,[5.94437935e+11]
EMFM,[0.2496268]
EMIF,[5.93187792]
EMQQ,[0.30957452]
EUM,[2.3979926e+13]
EWEM,[0.14084267]
EWX,[0.20193069]
FEM,[0.13614578]
FEMS,[0.18264672]
FNDE,[0.12064639]
GEM,[0.15389817]
HILO,[0.17336202]
IEMG,[0.16338293]
JPEM,[0.1325936]
PIE,[0.68397683]
PXH,[0.11622396]
PXR,[0.42033034]
QEMM,[0.21654574]
SCHE,[0.16092733]
SDEM,[0.28350621]
SPEM,[0.1369801]
TLEH,[0.15503897]
TLTE,[0.18334613]
XCEM,[0.1749898]
XSOE,[0.1723209]
