Name,Riskiness R
DRN,[0.46678838]
DRV,[8.40859785e+12]
DRW,[0.28971445]
FFR,[0.26081342]
FRI,[0.15951485]
GQRE,[0.13700471]
GRI,[0.24580023]
ICF,[0.14111231]
IFEU,[3.03929149e+10]
IFGL,[5.53191309e+10]
IYR,[0.14662006]
KBWY,[0.15180711]
MORL,[0.30124284]
MORT,[0.19150705]
PSR,[0.12919453]
REK,[1.90677044e+12]
REM,[0.18010765]
REZ,[0.12945045]
ROOF,[0.21657293]
RWO,[0.22609134]
RWR,[0.13735607]
RWX,[2.45295324]
SCHH,[0.14733034]
SRS,[4.79091789e+12]
TAO,[0.19031052]
URE,[0.27875329]
USRT,[0.17212989]
VNQ,[0.15501256]
VNQI,[0.48641103]
WPS,[0.76809711]
WREI,[0.16493343]
