Date,Open,High,Low,Close,Adj Close,Volume
2006-10-01,25.370001,27.860001,25.370001,27.020000,24.126707,57400
2006-11-01,27.040001,29.160000,26.889999,29.100000,25.983984,50400
2006-12-01,29.000000,29.600000,27.840000,27.860001,24.876762,95700
2007-01-01,27.299999,28.059999,25.870001,28.010000,25.031023,97000
2007-02-01,28.139999,29.110001,27.799999,28.110001,25.120388,103900
2007-03-01,27.469999,30.200001,27.190001,29.900000,26.720020,172900
2007-04-01,30.080000,32.500000,30.010000,31.870001,28.488518,203400
2007-05-01,31.770000,34.430000,31.770000,34.029999,30.419334,295600
2007-06-01,34.330002,35.200001,32.860001,34.160000,30.535540,773800
2007-07-01,34.340000,35.990002,32.650002,33.049999,29.568180,343500
2007-08-01,33.450001,33.459999,29.639999,32.860001,29.398197,549100
2007-09-01,33.049999,35.160000,32.180000,34.200001,30.597015,207900
2007-10-01,34.299999,36.400002,33.799999,35.880001,32.145512,277700
2007-11-01,35.450001,36.070000,32.660000,33.750000,30.237207,208600
2007-12-01,33.779999,36.750000,33.520000,36.160000,32.396362,179400
2008-01-01,35.849998,37.009998,29.350000,32.169998,28.823298,386700
2008-02-01,32.369999,36.540001,31.020000,35.240002,31.573917,315400
2008-03-01,35.250000,35.599998,32.029999,34.750000,31.134892,287500
2008-04-01,34.740002,40.360001,34.740002,38.740002,34.714035,191700
2008-05-01,38.230000,44.830002,37.400002,42.709999,38.271461,203500
2008-06-01,42.590000,45.880001,42.080002,45.259998,40.556469,222300
2008-07-01,44.959999,45.779999,36.810001,38.250000,34.351200,532200
2008-08-01,38.200001,39.910000,34.779999,38.009998,34.135674,367400
2008-09-01,36.910000,36.910000,28.850000,31.049999,27.885088,378200
2008-10-01,32.279999,32.279999,17.760000,23.309999,20.958221,311800
2008-11-01,23.209999,24.020000,16.000000,20.080000,18.054098,479300
2008-12-01,21.270000,21.270000,15.610000,19.150000,17.217928,357800
2009-01-01,20.000000,21.900000,17.340000,18.959999,17.047094,110000
2009-02-01,18.809999,20.309999,15.780000,16.670000,14.988141,298900
2009-03-01,15.790000,19.530001,14.180000,17.299999,15.554574,496600
2009-04-01,16.639999,20.790001,16.639999,20.000000,17.982174,626400
2009-05-01,20.139999,23.340000,19.900000,23.250000,20.904272,369300
2009-06-01,23.700001,24.260000,21.230000,22.040001,19.816353,436300
2009-07-01,22.400000,24.110001,20.450001,23.809999,21.458162,289500
2009-08-01,24.900000,24.900000,22.879999,23.600000,21.268904,295600
2009-09-01,23.520000,25.690001,23.000000,25.070000,22.593714,228000
2009-10-01,24.870001,27.360001,24.010000,24.980000,22.592430,245200
2009-11-01,24.980000,26.559999,24.160000,25.530001,23.089861,112500
2009-12-01,25.860001,27.510000,24.930000,26.980000,24.401270,124000
2010-01-01,27.410000,28.530001,26.500000,26.730000,24.255060,145400
2010-02-01,26.340000,27.559999,25.180000,27.219999,24.699694,108100
2010-03-01,27.410000,29.190001,27.410000,28.530001,25.888403,193500
2010-04-01,29.010000,31.100000,28.950001,29.889999,27.122475,219700
2010-05-01,30.030001,30.260000,15.170000,27.070000,24.563587,299800
2010-06-01,26.400000,29.230000,25.500000,26.250000,23.819511,223400
2010-07-01,26.400000,29.270000,25.469999,28.790001,26.165771,235100
2010-08-01,29.600000,29.969999,26.990000,27.610001,25.093328,225700
2010-09-01,28.520000,30.719999,28.440001,30.370001,27.601761,181500
2010-10-01,30.780001,32.680000,30.160000,31.809999,28.952946,406600
2010-11-01,32.139999,35.070000,31.690001,34.790001,31.665297,676200
2010-12-01,35.459999,37.660000,35.360001,37.410000,34.049976,1538100
2011-01-01,37.990002,39.540001,36.849998,39.480000,36.060520,962400
2011-02-01,39.939999,42.650002,39.500000,42.330002,38.663696,1219900
2011-03-01,42.490002,44.240002,39.439999,43.950001,40.143375,1178400
2011-04-01,44.349998,44.810001,41.290001,44.750000,40.874081,904600
2011-05-01,45.139999,45.139999,39.779999,42.790001,39.083847,1121300
2011-06-01,42.709999,42.790001,38.630001,42.430000,38.755024,1466000
2011-07-01,42.459999,45.790001,41.970001,43.700001,40.069927,567100
2011-08-01,44.689999,44.689999,33.380001,38.310001,35.127666,1702700
2011-09-01,38.459999,38.830002,31.389999,31.389999,28.782490,883500
2011-10-01,30.650000,40.480000,28.620001,38.740002,35.578728,1331900
2011-11-01,37.099998,40.580002,35.220001,38.750000,35.587917,658900
2011-12-01,38.750000,39.799999,36.070000,38.150002,35.036873,603400
2012-01-01,39.060001,41.040001,38.419998,39.790001,36.577217,1061000
2012-02-01,40.009998,43.730000,40.009998,42.209999,38.801811,990200
2012-03-01,42.380001,43.020000,40.099998,40.759998,37.468887,1069500
2012-04-01,40.709999,41.290001,38.470001,40.490002,37.220695,947300
2012-05-01,40.419998,41.130001,35.930000,36.540001,33.589630,1561100
2012-06-01,35.509998,37.770000,34.570000,37.770000,34.720314,592300
2012-07-01,37.669998,40.000000,37.139999,39.500000,36.408161,370600
2012-08-01,39.650002,41.919998,38.820000,41.049999,37.836838,402300
2012-09-01,41.090000,45.200001,40.529999,42.349998,39.035069,684400
2012-10-01,42.709999,43.660000,41.139999,41.439999,38.246170,522100
2012-11-01,41.669998,42.580002,39.130001,42.139999,38.892223,463900
2012-12-01,42.230000,43.840000,41.660000,42.889999,39.584419,523900
2013-01-01,43.400002,48.049999,43.380001,47.759998,44.501698,497500
2013-02-01,48.299999,50.279999,46.820000,48.720001,45.396198,786100
2013-03-01,48.490002,50.220001,47.910000,49.599998,46.216160,745800
2013-04-01,49.700001,50.360001,45.189999,48.400002,45.181179,828300
2013-05-01,48.369999,52.000000,47.430000,49.810001,46.497398,619700
2013-06-01,49.849998,50.049999,45.520000,47.570000,44.406364,455000
2013-07-01,47.709999,50.590000,47.330002,49.669998,46.545540,450300
2013-08-01,50.529999,50.720001,48.080002,48.889999,45.814606,454300
2013-09-01,49.459999,51.209999,48.959999,49.790001,46.657993,495600
2013-10-01,50.139999,54.610001,49.150002,53.810001,50.486725,383000
2013-11-01,53.520000,55.520000,52.790001,54.480000,51.115349,304300
2013-12-01,54.270000,55.630001,52.790001,55.490002,52.062962,367700
2014-01-01,55.320000,55.560001,52.000000,52.840000,49.651119,494700
2014-02-01,52.540001,55.750000,51.220001,55.430000,52.084827,685800
2014-03-01,55.340000,58.130001,54.639999,57.900002,54.405762,533600
2014-04-01,58.189999,61.709999,56.040001,60.389999,56.745495,868100
2014-05-01,60.040001,61.070000,57.150002,61.040001,57.356266,687600
2014-06-01,61.259998,66.330002,60.500000,65.209999,61.274609,986000
2014-07-01,65.519997,65.629997,60.970001,61.250000,57.730549,525400
2014-08-01,61.029999,64.930000,59.619999,64.919998,61.189671,651500
2014-09-01,64.809998,64.809998,57.500000,57.919998,54.591892,637600
2014-10-01,57.799999,58.279999,45.000000,53.220001,50.213085,1357300
2014-11-01,53.299999,54.570000,45.799999,45.880001,43.287785,892000
2014-12-01,45.410000,46.880001,39.509998,44.810001,42.278233,1558300
2015-01-01,44.689999,45.279999,40.000000,43.759998,41.525768,966200
2015-02-01,44.380001,47.880001,43.910000,47.430000,45.008400,577500
2015-03-01,47.290001,47.849998,44.340000,47.320000,44.904015,655000
2015-04-01,47.660000,50.459999,47.520000,49.560001,47.130058,833500
2015-05-01,49.750000,50.029999,46.419998,46.880001,44.581455,668900
2015-06-01,47.009998,47.349998,45.000000,45.490002,43.259609,378900
2015-07-01,45.540001,45.540001,39.169998,40.549999,38.841812,488500
2015-08-01,40.270000,42.709999,33.000000,37.560001,35.977776,433800
2015-09-01,38.759998,39.299999,34.599998,35.540001,34.042870,363800
2015-10-01,35.860001,41.660000,35.740002,39.599998,38.045830,288300
2015-11-01,39.279999,41.750000,38.450001,39.939999,38.372471,400500
2015-12-01,39.970001,40.270000,32.180000,33.570000,32.252472,924000
2016-01-01,33.400002,33.720001,25.549999,30.549999,29.473774,459900
2016-02-01,30.150000,30.150000,25.410000,28.670000,27.660007,417300
2016-03-01,28.760000,33.509998,28.280001,32.369999,31.229656,439300
2016-04-01,31.910000,39.250000,30.889999,37.970001,36.706818,343300
2016-05-01,37.860001,39.090000,35.240002,38.270000,36.996841,242700
2016-06-01,37.750000,41.619999,35.230000,37.900002,36.639153,312600
2016-07-01,37.959999,40.160000,35.849998,37.220001,36.058784,182200
2016-08-01,36.779999,41.320000,35.000000,39.549999,38.316086,336700
2016-09-01,39.560001,42.250000,37.209999,41.540001,40.243999,294400
2016-10-01,41.650002,43.110001,38.419998,38.500000,37.423946,432500
2016-11-01,38.869999,45.389999,37.240002,45.200001,43.936680,621300
2016-12-01,46.389999,47.349998,43.279999,43.509998,42.293919,3341700
2017-01-01,44.279999,45.750000,42.660000,43.320000,42.151020,638500
2017-02-01,43.689999,44.180000,40.040001,40.290001,39.202785,602300
2017-03-01,40.669998,41.560001,35.980000,39.040001,37.986507,876900
2017-04-01,39.060001,40.130001,35.799999,36.310001,35.330189,2293900
2017-05-01,36.400002,37.340000,33.700001,34.160000,33.238201,662500
2017-06-01,33.959999,34.980000,31.370001,33.410000,32.508434,293100
