Date,Open,High,Low,Close,Adj Close,Volume
2015-10-01,30.700001,30.700001,28.900000,29.900000,23.491377,12300
2015-11-01,28.900000,28.900000,28.900000,28.900000,22.705711,0
2015-12-01,28.900000,28.900000,21.730000,22.530001,17.701027,8000
2016-01-01,22.530001,24.080000,21.910000,21.910000,17.213913,800
2016-02-01,21.910000,22.350000,17.559999,22.270000,17.865358,3200
2016-03-01,22.020000,24.379999,21.950001,24.379999,19.558035,6000
2016-04-01,24.379999,24.379999,23.059999,23.059999,18.499107,100
2016-05-01,23.059999,23.059999,23.059999,23.059999,18.902403,0
2016-06-01,23.059999,28.420000,23.059999,27.500000,22.541897,900
2016-07-01,27.500000,27.500000,27.500000,27.500000,22.541897,0
2016-08-01,27.500000,27.500000,27.500000,27.500000,22.914360,0
2016-09-01,27.500000,27.500000,27.500000,27.500000,22.914360,0
2016-10-01,27.500000,27.840000,27.500000,27.840000,23.197664,300
2016-11-01,27.840000,27.840000,27.840000,27.840000,23.571041,0
2016-12-01,27.840000,27.840000,27.840000,27.840000,23.571041,300
2017-01-01,27.840000,27.840000,27.840000,27.840000,23.571041,0
2017-02-01,27.840000,30.200001,27.840000,30.200001,25.971228,200
2017-03-01,30.200001,30.200001,28.120001,28.167999,24.223761,900
2017-04-01,28.167999,29.410000,28.167999,28.350000,24.380276,400
2017-05-01,28.350000,28.350000,26.959999,26.959999,23.536236,300
2017-06-01,26.959999,27.350000,24.680000,26.480000,23.117195,8200
2017-07-01,26.480000,26.480000,26.480000,26.480000,23.117195,0
2017-08-01,26.480000,26.480000,23.639999,23.795000,21.087734,3400
2017-09-01,23.795000,25.155001,23.795000,25.155001,22.293003,400
2017-10-01,25.155001,25.155001,24.570000,24.570000,21.774561,300
2017-11-01,24.570000,24.570000,23.459999,23.459999,21.139605,400
2017-12-01,23.459999,23.459999,23.230000,23.230000,20.932354,2000
2018-01-01,23.230000,26.402000,23.230000,26.402000,23.790619,3200
2018-02-01,26.402000,26.402000,24.049999,24.108999,22.054361,500
2018-03-01,24.108999,24.108999,20.872000,20.872000,19.093227,1400
2018-04-01,20.872000,21.535999,20.872000,21.535999,19.700638,1300
2018-05-01,21.535999,21.535999,21.535999,21.535999,20.083925,0
2018-06-01,21.535999,21.535999,21.535999,21.535999,20.083925,0
2018-07-01,21.535999,23.700001,21.535999,23.700001,22.102020,400
2018-08-01,23.700001,23.700001,23.700001,23.700001,22.487963,0
2018-09-01,23.700001,25.020000,23.700001,23.863001,22.642628,1700
2018-10-01,23.863001,23.863001,23.660000,23.660000,22.450005,200
2018-11-01,23.660000,23.660000,23.660000,23.660000,22.836632,200
2018-12-01,23.660000,23.660000,19.670000,19.781000,19.092619,200
2019-01-01,19.781000,22.152000,19.781000,21.912001,21.149462,1500
2019-02-01,22.132999,22.844000,21.375999,22.142000,21.765211,0
2019-03-01,22.142000,22.792999,22.115000,22.631001,22.245890,500
