CARZ,CROP,DZK,EDOM,EFO,EFU,FDTS,FLM,FPXI,FTAG,FTRI,GDXS,HGI,HSCZ,IDMO,IPO,ISZE,PAGG,PEX,ROGS,SCID,SMCP,SOIL,YLCO
0.008648762992585258,0.005102012264975196,-0.028427525152363593,-0.010817217322236434,-0.015059301396507482,0.014091756428546756,-0.010714291330324052,-0.014498954605588232,-0.016381350803823337,-0.13902848833611756,-0.15953313865375374,0.14855352814698994,-0.02467527407767214,0.029075519063452362,0.02419037294812412,0.0027946869487460923,0.0,-0.045309959705810164,0.01891028786695041,0.0031282889878290893,-0.00937034157113836,0.017768125123268932,-0.010050136048288224,-0.10808356039963664
-0.029474768103747818,0.009789761803066902,-0.07555561086360123,-0.013770853778102908,-0.05728350290889174,0.03865587687633566,-0.002406694224515602,-0.0428385754470236,0.004440939526696583,-0.8373540775176092,-0.09907406622034427,-0.07760377155217255,-0.050599020019599567,-0.02619036603813053,-0.10971408678981072,-0.02972611468153368,0.0,-0.03497099930690837,-0.1030525470708488,-0.04133059721083991,-0.023544045191089588,-0.03981623277182236,-0.08426398572862355,0.09164969450101836
-0.10835780530690788,-0.01732927421392073,-0.17508000370003102,-0.0782444011552375,-0.12330585210092893,0.1140841711465172,-0.06768260959596761,-0.05289330683122475,-0.0998525656364085,3.623942139527677,-0.032377344762035416,-0.10996308837706482,-0.06317010036454876,-0.03582232471514662,-0.11339345603753563,-0.15749010761970378,0.0,-0.06045174115106685,0.014916316554073519,-0.05427518340273323,-0.04725219383341346,-0.0931875142401459,-0.07645639611547432,-0.058768656716417976
-0.045129169972747865,0.022954478310954502,-0.10611950875056753,-0.05037896036901477,-0.05625962930744559,0.04934504341874103,-0.04421315605933136,0.008591789566024422,-0.025378579121215626,0.0052220606348841745,-0.003215163328158948,-0.5219734912321675,0.0,-0.026404177227919236,0.04295390064090737,0.02274014109205159,0.0,0.011090725754724744,-0.01925321415500401,0.022413872339735384,-0.021152059804840726,0.029145728643216174,0.023631751225987603,-0.048562933597621434
0.0928944910717944,0.08830983119121373,0.19750077642599287,0.1098591001895136,0.13520414598585168,-0.1312943206897759,0.10408142049138212,0.11050644157626313,0.09743801879096352,0.06493478807239511,0.09354819700413136,-0.13876838982585402,0.08308139295731014,0.037985927567766926,0.1314204667387915,0.07170656979646968,0.056778701769850774,0.060328860026628475,0.09190965655112827,0.07287732713701947,0.08965509967525524,0.10136718749999983,0.0729039834664336,0.10624999999999996
-0.023096236398872184,-0.018290670758497985,0.05716857956807859,0.0228427309884404,0.031697181260742266,-0.04479037839574124,0.009844459796074907,0.0193905817174516,0.00267875380815839,0.04146360225361867,0.10561280978361312,-0.4340382821239104,0.056783837844570674,-0.0076169892687418875,0.01773310123293066,0.0377205797411566,0.02812105692650203,0.030603741306155573,0.023268294892793688,0.020390793574135303,0.0012658575812460409,-0.034846604007802706,0.012457479012670341,0.03766478342749533
0.009177403459068824,0.023035269440730144,-0.004291758525350112,-0.004962926737482325,-0.006305133082403367,-0.005516587317573847,0.00030544722776094485,0.0020902801003343818,-0.011450287195910413,-0.02341943750672327,-0.06500438162127163,0.19572949288256236,-0.0239680745449489,0.04540970424155818,0.016558788241696085,0.01151742830845611,0.0,-0.018402393991432658,0.020855821482051843,0.0016652615798453385,0.0029498529351202393,-0.004777216352779017,-0.038031119664294726,-0.019963702359346542
-0.09730224471449993,0.0016556087921161585,-0.12564662659119566,-0.12477129964494875,-0.06414395371500313,0.013615769719107407,-0.022609179190732225,-0.06070087736130333,-0.05173750757572774,-0.01870480552880033,-0.0009524937480272961,-0.3764880720419669,-0.01909966689257564,-0.06234604907036372,-0.04489461497572386,-0.04851499322773875,0.0,-0.01874730159645512,-0.05657435568155837,-0.02414803368620377,-0.0600840285308953,-0.020539047355303205,-0.047674592062197936,0.02962962962962949
0.12633534124659945,0.03206609035279198,0.1279270318123716,0.08506865919973629,0.07951183574485376,-0.08034824815014724,0.053004018712765985,0.051299157257365405,0.06705610985522797,0.03763422850908262,0.01739320832156039,-0.2279236276849643,0.0451375434690313,0.036001752144495074,0.04046283393930693,0.05473190573534565,0.0020656254130852303,0.02699519860148285,0.06708040877583409,0.07136706393229507,0.03898078471744163,0.045850758877962514,0.042735158721450284,0.05350719424460438
0.01841240955016615,-0.008007721417654616,0.013330575038650145,0.011034442080214152,0.006509042793640184,-0.012171945350088392,0.008071924801403112,0.014152893958597371,0.023479603269997838,0.03956677624198755,0.020852972109895725,0.3972179289026274,0.011409429080688982,0.029637600708957237,-0.006456846171475545,0.033086504810854483,0.02692474135844544,0.03451210834381318,0.016086540264699797,-0.002809111013079306,0.010670239484855569,-0.00783995674506637,0.04918020798744873,-0.02091335894152789
