,Date,AIRR,CGW,CHII,EDOM,EVX,EXI,FIDU,FIW,FXR,IEV,ITA,IYJ,IYT,JETS,PHO,PIO,PPA,PSCI,RGI,SEA,SIJ,UXI,VIS,XAR,XLI,XTN,_PRN
0,2013-12-09,,-0.012382917473806133,-0.04150656344560671,,-0.01895743654135854,-0.009616698025545569,-0.010239239334539579,-0.012285148733649484,-0.009150948257599253,-0.022324416491316064,-0.013508430138011014,-0.011577927357132383,-0.013900618224541203,,-0.010064512043056936,-0.0036780813305652927,-0.013377809426371082,-0.012907505974909764,-0.009786454338341237,-0.0024963752628576604,0.030877169121965406,-0.020518465989766865,-0.011034101143142749,-0.009858864909034353,-0.011323117289101355,-0.006084221601564913,-0.011407647628235438
1,2013-12-16,,0.031155098685452267,0.006415381809902716,,0.009661882800744535,0.025158051068744244,0.032567115487129185,0.037624404218073025,0.030291991625187604,0.025072847362074588,0.03859920447714325,0.03524402926984992,0.024885554062037293,,0.044733653719789275,0.021227415816904627,0.03389807638450376,0.038311590691982624,0.031318073526403416,0.0340339192464509,-0.07351941437789992,0.06527726428183778,0.024087536270302776,0.028508481815714977,0.02993762552039478,0.024869358535587287,0.02765070277540721
2,2013-12-23,,0.011790780370287803,-0.020717127558537378,,0.0020064361474541235,0.023934417084758748,0.01580048265582495,0.015871019042137082,0.015166664036856528,0.03328724137527221,0.008216152620866462,0.010013086850587046,0.0073767098780347495,,0.018029983338858795,0.03174336603375362,0.017117383663949496,0.007918612289419036,0.018305788240139818,0.0377544926043783,-0.037472312845748486,0.032277310053710796,0.02459086611881292,0.019122824923862042,0.019596273518121262,0.00802103823273794,0.011914103297099446
3,2013-12-30,,0.007078004021219021,-0.006867991629985874,,-0.007701787051811062,-0.006628954717500277,-0.004398002014903321,-0.013289968962556966,-0.00318608261303048,-0.014652864219010605,-0.002257539559227348,-0.004193076925785239,0.0008188276944966709,,-0.010332897122290768,0.008355282477153347,-0.004524969798726203,-0.007033032366940405,-0.005148197208408334,-0.0015903002638065738,0.0038166896854291464,-0.008489495309438449,-0.004219202418881455,-0.010095851467636351,-0.006346133437295228,0.012386898914666846,-0.00628944224996299
4,2014-01-06,,0.006243089888540223,-0.03161398358406651,,-0.0015522819482235838,0.005537278382307933,0.004048496345474257,0.0011972626536464331,0.017045595206520856,0.017672379959716898,0.023335768688853436,0.007093722681680021,0.021768893742506578,,0.002706880808652043,0.00043629040231402556,0.018831226552110784,0.004426928596230627,0.00825545693654429,0.004694689163741064,0.007604528168351289,0.002238203369084132,0.00665828365051942,0.030290606783824562,0.00503205019755485,0.025939042175222533,0.011392511334951566
5,2014-01-13,,0.008394212560621596,-0.010309120892016447,,0.00326490982587081,0.0016943554192955226,-0.0007330819825123548,0.0059790612885913625,0.0034915424781264202,0.0033883304988588203,0.008842246180836141,-0.0015872847680535461,-0.006653046071135416,,0.013112168366205391,0.006102825864246036,0.003824109084332564,0.010577352083019081,0.0,0.02850499478068518,-0.0007546356925245896,0.0030097175194279415,-0.0013028138415051645,0.00851305201811773,-0.0021183574848188213,-0.004174001604903775,0.007509342185798587
6,2014-01-20,,-0.031849435063819445,0.014756700731110921,,-0.03006352130890317,-0.035381965283845226,-0.03851799706946521,-0.03150089378542569,-0.03618653056535699,-0.02680448966162973,-0.028047037458911836,-0.03795724635293452,-0.02137294801911139,,-0.03768554714769747,-0.032495938252121534,-0.02317457078349247,-0.02747516968007297,-0.03947207113237287,-0.026351728151496046,0.07760574921980558,-0.07250022567347263,-0.03753136094460488,-0.025716568543604462,-0.038787958106418705,-0.022515099742906552,-0.03540378299953968
7,2014-01-27,,-0.0018691010609484025,-0.050470366308566654,,-0.0023965649464771236,-0.007891311570903496,0.0,-0.009205340683815625,0.0007219681226657903,-0.018217267763812047,-0.0010441346217974195,0.001239417075810926,0.002845454907270905,,0.005933423257298408,-0.003134698798403985,0.007799736967379539,-0.01883412969652707,0.004707327714352316,-0.02146531494960327,-0.009987777934412983,-0.006157451946425483,0.000729805606845927,-0.005138088478576911,0.004416567844297102,-0.0039204705922590835,-0.011590314659625211
8,2014-02-03,,0.024344510794107734,0.027026911413492567,,-0.022101185491691,0.015466393462076115,0.003052288684872616,0.0027873920591598347,-0.0032466252821696157,0.02628677144611425,-0.004086028551276891,0.005673574125457333,-0.006517908515607789,,0.007864715135101355,0.01617278164430326,0.006127063759870213,-0.014625081602670394,0.007344343849114932,0.02527444605582243,-0.0035398692443356847,0.01333621543535512,0.004063618042921187,-0.0035441215972768863,0.00879482860610069,-0.01020919450950511,-0.0028231311437418548
9,2014-02-10,,0.025594077576344892,0.02982455987408517,,0.029315377836302354,0.01581073531721723,0.023202618497941214,0.03489796842807544,0.024248937115922926,0.02776566550055679,0.028814309112481146,0.020617573047018462,0.01088290261752584,,0.028092150689400307,0.029619708529607998,0.02307689235938716,0.024814578698901763,0.017473751892374753,0.01906940298922054,-0.028774363573573086,0.04113980206728036,0.020545535334174803,0.027642222416427335,0.017832231012679146,0.012675506510380104,0.01807492182346351
10,2014-02-17,,0.006417140264765927,-0.01533215258881218,,0.006364391610640952,0.0001426776908940444,0.0007436825628527895,0.002089190507253669,0.012367677014721239,0.0069110349696151424,0.00825361743477625,0.00030153005449719207,0.0009161512983418521,,0.00379496327316083,0.015027806803267194,0.013157938260546228,0.004978424160231531,0.008153831466367788,-0.005932983665510713,-0.026700854766950444,0.005474203984864393,0.001728539523016474,0.016613869505738815,0.000389333041086402,0.014602832976542628,0.007914585237680249
11,2014-02-24,,0.025150647211216938,0.006920437039812824,,0.016126434782608754,0.014848720038986655,0.013744418577978609,0.020547774069158985,0.018499132203997088,0.009359555541717121,0.008462142047830001,0.014468042283140192,0.004958621165470432,,0.01361065970325189,0.023688650055099306,0.00896734814276955,0.02409368255625327,0.009804060208520583,0.017447019504757525,-0.017286707245816532,0.020194012600443498,0.014007266416089964,0.0019455970765034445,0.013037613377819883,0.007861790719466227,0.02207125385384149
