Name,Riskiness R
AAXJ,[0.10504723]
ADRE,[0.10177781]
AFTY,[0.27378391]
AIA,[0.09271732]
ASEA,[0.10988316]
ASHR,[0.62965139]
ASHS,[2.0026905e+11]
AXJV,[0.67075629]
CHAD,[1.6646888e+12]
CHAU,[0.59893085]
CHIE,[0.29027525]
CHII,[0.36551003]
CHIM,[0.17786397]
CHIQ,[0.10896359]
CHIX,[0.20852939]
CN,[0.20634459]
CNXT,[8.00662332e+10]
CQQQ,[0.10090285]
CXSE,[0.08890783]
DBEM,[0.10846348]
DEM,[0.12734976]
DGRE,[0.11680443]
DGS,[0.10178132]
ECNS,[0.15648378]
EDC,[0.4040299]
EDIV,[0.14518782]
EDZ,[2.02531286e+13]
EEM,[0.12888981]
EEMA,[0.10805594]
EEMV,[0.11026794]
EET,[0.26945963]
EEV,[2.21542159e+13]
EIDO,[0.20183529]
EMQQ,[0.10431253]
EPHE,[4.89675691e+11]
EPI,[0.13801117]
EUM,[4.21989843e+12]
EWM,[1.59646715]
EWX,[0.0952397]
FCA,[0.15786958]
FEM,[0.11111219]
FEMS,[0.11322884]
FNI,[0.10160818]
FXI,[0.21999561]
FXP,[1.31813522e+13]
GMF,[0.0976523]
GXC,[0.12309446]
HAO,[0.15648117]
IDX,[0.19332888]
INCO,[0.09283365]
INDA,[0.17276765]
INDL,[0.53824028]
INDY,[0.13464953]
INXX,[0.21769959]
KBA,[1.46182012]
KFYP,[0.20457883]
KWEB,[0.11346178]
MCHI,[0.13868794]
PEK,[0.47743478]
PGJ,[0.11030249]
PIE,[0.12066211]
PIN,[0.1300595]
SCIF,[0.3076136]
SCIN,[0.33233228]
SMIN,[0.17233953]
SPEM,[0.11293521]
THD,[0.11815666]
VNM,[0.431311]
VWO,[0.12712315]
XCEM,[0.14076719]
XPP,[0.40837618]
YANG,[3.39344581e+13]
YAO,[0.13559674]
YINN,[0.61731392]
YXI,[2.35719536e+12]
