,Date,FPE,IPFF,PFF,PFXF,PGF,PGX,PSK,SPFF
0,2013-12-09,-0.004983380833677158,0.006676812708306131,0.004611896524074592,-0.005413141190161823,-0.004113123250263171,-0.008829643334633775,-0.004896102007649702,0.004421293543425006
1,2013-12-16,-0.004452109101842792,-0.0062478148583836575,0.0013350214181650747,0.009579175789552726,0.00503964766230513,0.006238416415715394,-0.028290104062717557,0.0020488573052294405
2,2013-12-23,0.003847779767298901,-0.012992153576137064,-0.022399949990974267,-0.010542747930968367,-0.005312774459933432,-0.005192987562124591,0.023680833718966104,-0.009543009977980162
3,2013-12-30,0.014013253151284084,0.029417616434508763,0.033571834454664544,0.020418987952164985,0.016617227093799678,0.01715145276786109,0.01884395531289403,0.02164601846804488
4,2014-01-06,0.009949956717266806,-0.009607593354592483,0.014219710667424765,0.02315828303941857,0.012259979512774518,0.01466261027408532,0.01699552108186347,0.00408162303268505
5,2014-01-13,0.002737176615946334,-0.00463907190016822,0.0060848191655311105,0.005143977749574734,0.0005762900816763253,0.0,0.006881515302929735,0.007452247303656085
6,2014-01-20,-0.0005462650480664801,-0.006356211100470013,-0.00604801806926974,-0.008700141340265368,0.0023512810801893337,0.0017125047396442793,-0.0034170410320377457,-0.008069534811968026
7,2014-01-27,0.003718799098704354,-0.008101932851951309,0.003174917109340746,0.009293013844791174,0.003467796029477476,0.005801117207201498,0.0019592418716632277,0.0013558636576469444
8,2014-02-03,0.0016380942368185204,0.006878800198278034,-0.002373454028595298,-0.005115172336892806,-0.0005757351307022247,0.0014417440982650073,0.0043995903887429685,0.001354027780587801
9,2014-02-10,0.008718598773379879,0.017842665421056753,0.015400574112405925,0.02270228344359648,0.006339772388190237,0.004319589083073421,0.012168601526046702,0.009016467850550769
10,2014-02-17,-0.004862023347536323,-0.013888875546773304,0.005495964713549295,0.005555733511804457,0.010955261937446066,0.009616467805188723,0.005290069553494721,0.0020214406595531033
11,2014-02-24,0.012917436257101666,0.01408449332165716,0.004164239805454158,0.004017815024350842,0.001708502887213698,0.0028553797457424356,0.005022157076942511,0.0006729047609024601
12,2014-03-03,0.00645885657109747,-0.005471441521667246,-0.005961870074604755,-0.000999894151091819,0.0028425462341763333,0.0014230508794980576,0.003331787388510141,-0.00470417503131683
13,2014-03-10,0.0016038325811369009,0.0016313806349468679,0.013603406471808598,0.007031469401887629,0.0011338108696468863,0.002132737166821182,0.0059297378398482795,0.011006864968594815
14,2014-03-17,0.0021357343336991857,-0.0055201733547768,0.005433240059260087,0.0104791625581023,0.007995668124962047,0.010149289415328435,-0.006130491880114915,0.008059184806208453
15,2014-03-24,-0.0026640140461393637,0.014090074074074085,0.002830618404329871,0.005431774870306632,0.0016943398777069325,0.003528408886619065,0.016162997317363894,0.00532989914774695
16,2014-03-31,0.011628534276365092,-0.0012630121461129238,-0.0007697889401077037,-0.0039289920287456795,0.005636864255351955,0.00492253584039797,0.004253112149432302,-0.005964370824299492
