Name,Weight
Treasuries ETF List (51),0.2
Total Bond Market ETF List (82),0.2
Developed Markets ETF List 1 (100),0.2
Developed Markets ETF List 2 (100),0.2
Developed Markets ETF List 3 (93),0.2
