,ITM,MEAR,MLN,MUB,PVI,PZA,RVNU,SHM,SHYD,SMB,SMMU,SUB,TFI,VTEB
0,0.009708971797359838,,0.015250101732301935,0.00789471565451634,4.0452857895236045e-06,0.008802870799853722,0.01805948729252123,0.004106785153204823,0.011913921726926981,0.007394465494685382,0.0019066840039291078,0.0012222357914419635,0.006917355237518467,
1,-0.0026511764195998955,,0.007114197709561338,0.0008586436175404272,0.00040420005205718805,0.013398874607364799,-0.0024252248632096077,-0.007077823572051994,-0.006279304972545286,-0.005587994465526806,-0.0021815673203903576,-0.0022537140060797066,0.0004020104553911482,
2,0.016932192942262645,,0.016750066127808497,0.012549677792257317,-0.0007963510237870159,0.014946113275645623,0.024955836147217112,0.0030456490003270497,0.001959335105084882,-7.740714136523217e-06,0.0008756150615580429,0.000470616470588271,0.015469599928639008,
3,0.012564186298391808,,0.02572921379762004,0.01121750055370248,4.046857706913034e-06,0.017119690161279802,0.01757543943742664,0.0035825610165265216,0.011694990925800309,0.0027343074855581866,0.0026832568399070235,-0.0013170178367728088,0.01100062002137597,
4,-0.0022533457261524506,,0.000281129825537648,-0.001544040457698522,3.965086959680698e-06,0.0019108408379719245,0.004104926785315906,-0.0012703122633467706,-0.001745077995554756,0.0004561237095794722,9.938179979273596e-05,0.0008477392295501354,-0.0017099040707113117,
5,0.002490365519518353,,-0.0013099531641876337,0.004527741924769802,-0.0003965480008049396,0.005102896862590048,0.006846391519110157,0.0031659109740602965,-0.007508137816727948,0.0015926608836156193,-0.000457421979059787,0.00018820705882356326,0.005366138294548954,
6,0.014087916184079742,,0.022065097023437563,0.012607453419767803,4.007537441901492e-06,0.017266751076164533,0.017927628625711105,0.0036538173594724403,0.008266107066218885,0.0055174805481621484,0.0017678504235670595,0.0027289075768016586,0.012152864221451948,
7,-0.0012945503161681236,,0.0012392239102785175,-0.0007696859815584883,0.0004048005526125488,0.005694470395313216,0.007843701857160972,-0.0013483295773274017,0.004456954475277358,-0.0006747000182680281,-0.0003977866125814563,-0.0035660473642274873,0.001981869529858749,
8,0.006827410541557903,,0.009337506676534482,0.0054945011903185246,-0.0003966249558481678,0.00829709730838237,0.01667902747537929,0.0007363966868867294,0.006967709971714661,0.0003950187033420196,0.0010718489776068516,-0.0005650499152383674,0.004466969880030122,
9,0.0020074007475640735,,0.0035381356202864836,0.0012814876479534886,-0.0003966187586319983,0.0010547881917924195,-0.006824909844447985,0.0008202950509887796,0.002296941041577159,-0.0007942159286605811,0.0006533139195938417,0.0006596211649184548,0.0015871777209221425,
10,0.006292042693453467,,0.012292134691026309,0.006094976439507943,0.00040270792854761383,0.011657165466309204,0.009966444868801369,-0.004222473542329726,0.006660248116790397,-0.0030148467751493903,-0.003873293847125072,-0.0025426499191515237,0.006498718168177781,
11,0.026524651147032306,,0.031245900449260674,0.020179498104795072,-0.0003984974621497453,0.02101414478441005,0.03664195051814237,0.008984911515756778,0.0172861628273971,0.010451408029653116,0.006302774119800216,0.005287056368713202,0.02510865551366652,
12,-0.019421510468330353,,-0.01916487629233991,-0.01338085552106467,-0.0004009063100769324,-0.011715929831396648,-0.019805965256688273,-0.004086329760440527,-0.006189500485092803,-0.002826260237803259,-0.0008926143986536317,-0.004226183201741577,-0.01743018485267142,
13,0.005323403009149694,,0.0007005867364469211,0.002168505321821432,0.0,0.005060030067559499,0.009681321268530076,-0.0017460877668677,-0.006261632000863057,-0.00357707667019384,-6.020978420299475e-05,-0.001980562123743965,0.00012766762147708294,
14,-0.007903454442295342,-0.0015993047573200372,-0.013494176076721903,-0.007064237602816769,0.0,-0.011491954058748893,-0.015533957557314727,-0.0031894893236327077,0.0027346318777490006,-0.003708925522055323,-0.0010738127840730807,-0.0018899735399735041,-0.0072336200601547575,
15,-0.009920512913878817,0.00020016835930343789,-0.009822014520211515,-0.004897954795966782,0.0,-0.0061931623292646515,-0.01367991074587723,-0.0013222096000958098,-0.0020812470697104276,-0.004184672112959366,-0.002252088450914379,-0.0002841033814399501,-0.00863410841819674,
16,-0.0024302005317510308,-0.0025637541042618324,-0.004858288172906507,-0.0033774750702627904,0.0,-0.005414657797166262,-0.0025396478416635513,0.004114530742849508,-0.010965924539725364,0.0003400060193435737,0.0011174525476535828,0.0007576664743884208,-0.0019662559908826503,
17,0.008888253914897358,0.0019273827643753768,0.01993469472645835,0.011184605362523485,-0.00040106710040868653,0.017225485125246673,0.01089312158290476,0.002823071177344847,-0.00183891766839937,0.011345706230538927,0.005590132775882528,0.002649749269418832,0.011095856450703136,
18,0.0015579478659907776,0.004776002305406674,-0.005243407420799421,-0.001054261735897689,0.0,-0.0013084328668685095,-0.005212234366411276,-0.4998042597470909,-0.008668581570156271,-0.007058341489249398,-1.9009139326996325e-05,-0.0023596036534102027,-0.0023295700562215426,
19,0.013987945184914835,0.0007411002095371117,0.011787275223720669,0.008644658397333525,-0.0004009004866896253,0.005525465490426022,0.0026516656068092314,1.0023428291661505,0.013002158515337394,0.005565865717543078,0.0006968202697615946,0.0021759981696121583,0.010601662677825315,0.0052023168985309105
20,0.0037132239751489246,-0.0002394106798757757,0.008601896293824202,0.0035658617107288642,0.0,0.008625999746430812,0.005841055685893095,-0.49819232233780925,0.0052476336791930315,0.0038354876778589507,0.0026846871076613397,0.002171282922684734,0.004007968567782855,0.003964383318788735
21,0.005294122116955922,-0.0011999883969535646,0.011556600809250223,0.0050563355387772384,0.0,0.008713748080125367,0.016431843511590268,0.9967272552286964,-0.002084782172627074,-0.001879146931557858,-0.0009918780586630784,-0.0019782120580930317,0.0036119305795805955,0.0037002777364739422
22,0.011186082531969174,0.0015408250911005418,0.008427771691839692,0.008244252177292103,-0.00040155276900611574,0.00942259335694613,0.020114891213302243,0.0003268213057803537,-0.008501818061066946,0.0027425315898171473,-0.0010540854105201463,0.0,0.009359920289175806,0.010446021635092761
