CBND,CORP,GSY,ICSH,IGIB,IGSB,LQD,LQDH,PFIG,QLTA,SLQD,SPLB,USIG,VCLT,VCSH
0.006242816292842421,0.008515874609638522,0.0011585089310093,-0.0012430615330737715,0.003412937584683288,-0.00038162495677459987,0.008246160158561843,-0.010913911582100078,0.006309108584025652,0.012392154785180636,0.001587026383654044,0.02524978375570237,0.008246539873052156,0.025209300857533676,0.003741184156689293
-0.00795067644728083,-0.0076834204620998625,0.0004599736676135338,0.002628484853600309,-0.004400373225501625,-0.00015386253600137908,-0.008255644569095655,-0.008679574472070935,-0.01253914576802505,-0.00296965091859575,-0.0023767675826195647,-0.019221043059515087,-0.01008726163045077,-0.004921288368372003,-0.002408023144635923
0.00854967370929939,0.0038996862147584648,0.0004991740387118318,8.839245813773506e-07,0.004714446731170028,0.0015421371790177107,0.011817140730153514,-0.0009246126591871046,0.0,0.007456119226995764,-0.0013897161284438435,0.006766085390074715,0.008867501054136607,-0.0023873248307241172,0.0051761399577699
0.0053565770708693524,0.008108058043728173,-0.00017640013066680594,0.0018228192421288344,0.0039177841013777965,0.002238153540496507,0.005770098321375228,0.007215288125546429,0.0043649998267857575,0.009012124932817542,0.0021868986518269497,0.018115488169265108,0.00633124343102887,0.009572124023858538,0.00010762419520987036
0.0033426352831303283,-0.003376345753487359,0.00047556572354599786,-0.0013398801143314056,-0.0021424243039715753,-0.0009399228546688367,-0.0015072700028049505,-0.0026535712300634557,-0.0059264719844517215,-0.0032597450862847524,-0.0007935131918269515,-0.01397339602138695,-0.003886823387697557,-0.002519093290895886,0.001029385990392234
-0.016504703407924308,-0.011197560683571731,-0.001833632909026665,-0.0033676468326897593,-0.0077591316066881405,-0.003260789828954913,-0.013589449667803826,-0.0010378990605223912,-0.005564387917329116,-0.00871621231435685,-0.002580841822133112,-0.011719132834155405,-0.010495951021914541,-0.0171292062628152,-0.006914616982266943
0.01110403476999412,0.011117274390277355,0.0023954341214881504,0.0017660462744564487,0.009874482919722292,0.004103881447083589,0.0069072342951498255,-0.032011896983139665,-0.002398121502797752,0.016428403276990116,0.0011942077550077075,0.0060028129416025205,0.008029962863229953,0.004109427396143389,0.006632258249009755
0.003850018590849403,0.012856722858450529,-0.0014040627283977876,0.001607966184355536,0.0039865541366334465,0.0009544050612713971,0.007534024633664055,-0.007744053249888737,0.004807732564412301,0.008632385981160192,-0.003976163100917762,0.014129773863048015,0.0066397290806921045,0.006918293810681265,0.0008847061107960069
0.020595337730274686,0.025784717824898686,0.002572279744901806,0.0029120830484392823,0.015017242231773437,0.006157009121710785,0.03618806051903521,0.03694486189532107,0.020334928229665136,0.021691299485128945,0.007984072175012874,0.05273030551182694,0.02731577904591904,0.06328642628083439,0.011643028206022593
0.011780752966233541,0.014041268952922951,0.002410347047700406,0.00019995146043530628,0.006293950408845984,0.003092461070608328,0.01566663763467161,0.018125198213319208,0.006252442360296997,0.012099204750437938,0.0049504950495049506,0.02990915651906735,0.012657568330966821,0.023798962035797545,0.0037099548208148303
-0.00027838134278394675,-0.0011264427360961002,0.002988784861460072,0.0006007620165404347,-0.0006010065009333879,2.1398842754528446e-05,-0.005029773734613538,-0.0035339249941836078,-0.0023300582524272326,-0.004465171341615825,-0.0021675073891625008,-0.006898045136615166,-0.0017290150854910311,-0.0033435081900315172,-0.0006209958472383114
0.025440403674789242,0.02398276765434794,0.0007224943665001428,0.00160168494640825,0.014807162877060466,0.00682198677583861,0.03084067062851485,-0.004343082812481943,0.012456169230978342,0.024093848957398155,0.006121682585341228,0.049901175145217705,0.024750484567069183,0.04728902481994468,0.012229192027608315
0.013274847391772008,0.013318635997930022,0.002902122469839344,-0.0009793230449068053,0.007365981799149687,0.00110132684139704,0.013019218619139308,0.01677279834074789,0.005382545174932603,0.008855243833855204,0.00215897934918587,0.029960021102835088,0.010927330901952954,0.02569236725045946,0.0029180975286201
0.0030687130320854327,0.0014247233944809535,0.0022396189564760764,0.0028633321878580057,-0.0012880601129498415,-0.0006511805870193702,0.0018994264283702772,0.0021789125975274493,-0.0045888718929254285,5.458287747096508e-05,-0.0025460438200931496,0.005300577111853387,0.002898438514448637,0.0016624081856636426,-0.0009385654551726973
-0.0005969188705057896,-0.0033634375937766155,0.001737272485358303,0.00012125874935864034,0.0008109632201174674,7.309085806911226e-05,-0.0031365579661597523,-0.002602080631671353,0.0003841720943461187,-0.002402033816851784,-0.0011781072059689722,-0.008455169063505134,-0.0020247019893976518,-0.0044479698695763185,-0.0002156281515113135
-0.00911552399676542,-0.009309790491792756,0.0010377373669899518,-0.0005996213535450903,-0.006106810405843765,-0.0007870069623422392,-0.015318256410664253,0.006549968572174147,-0.007296505096140309,-0.012113700986588065,-0.003341812528834523,-0.02523313556227895,-0.013267858759626622,-0.02497789781538118,-0.0011226813091868776
-0.02428684537299167,-0.03061652598708007,0.0008176849730441066,-0.00014060294361842825,-0.020102502865998663,-0.0043471096630372215,-0.031691504401378134,0.006051582155253989,-0.023597678916827968,-0.026288623749695757,-0.009467455434566893,-0.05615040692415972,-0.027968734865872126,-0.04890063361436189,-0.00948372651108445
-0.0025428630961021018,-0.0043803654435458535,-0.00039921868519796137,0.0003396971677594728,0.001621587356689791,0.0010331271040630269,0.0055565613046627315,0.013130114954729278,-0.0007924326465925932,0.00017829765437926101,-0.00039824770214566747,0.02049582901981645,0.005612113976597758,0.017035880622054456,0.0010781587448255225
0.010008129893742885,0.020643879845487368,0.004057459960589414,0.004874142790945519,0.008602567731497873,0.0044034784247888965,0.0069201931490072395,0.008857857808866101,0.005154679030716854,0.004107197459058131,0.002788824645641005,0.009119588397137605,0.005451443975146163,0.009022770627771851,0.006929908316828923
0.008199176053824166,0.004761892881674877,0.0005974830118221651,0.00019962157553731765,0.004416231069912699,0.001141470842157474,0.010481349222251624,0.005970846133040362,0.0007889940828401202,0.010120625663875229,0.0021851609058402247,0.016524715016302326,0.008603369639074097,0.015086892600228457,0.002009428230954606
0.0010325141298272447,-0.000986113909563798,0.002174188396756882,0.0014793824606066494,0.00014681862177238225,0.0009907842912853092,-0.002966903626396628,0.0005447827586148485,-0.001970871029922237,-0.002780898483536713,-0.0007928840278913716,-0.007333067145140467,-4.1430094573263786e-05,-0.0072433005935818185,0.000994628916603423
0.006089726592330725,0.011298814878562815,0.0005788094377144693,0.0003801228717348206,0.008025169175247959,0.002321423423594207,0.011898686770592764,-0.002849695407918201,0.005924131121643013,0.008295383089888782,0.002182106724856309,0.015254263314900396,0.010018738415693227,0.012131441073009744,0.004019304738407504
0.011026946684612729,0.010632180846698931,0.002151434387922274,0.0018186267813861472,0.005927739551251942,0.0020547436737234064,0.013322196968302386,0.0031574411789099988,0.005496741480044779,0.009775655301149684,0.0011876880443388207,0.02358066710406004,0.010531267649388802,0.024671741922771592,0.00476778607614172
0.004181329581214228,0.005569008402154621,0.0013348454939275242,0.0008798916793865649,-8.287852004632271e-05,0.00039977967432559765,0.004881391666940723,0.011778592410425916,0.0,0.004363524681765115,-0.0011862791148169038,0.008500058025769561,0.003290273602156405,0.011577093765881544,0.0004680231667278758
0.0048080824721685594,0.007762926245825905,0.001652605524320361,0.0018978590013500707,0.00643960202886311,0.0032221283066235533,0.007626749503354372,0.006558898951011674,0.002733268147861425,0.008163879943326952,0.0037608669833729264,0.01143976980642098,0.006904844608430734,0.007889322017497659,0.004378363332386931
0.007582949755462865,0.007349198981962421,0.0020918418912903376,0.0011189960987546552,0.005662397643189497,0.0019578081505084873,0.006801998280787572,-0.007278221429720188,0.005841121495327048,0.00757412081143077,0.00019723920720250983,0.009710755885296712,0.007921032524157332,0.0116430564842509,0.0034880129234397712
