ERUS,FCOM,FONE,IXP,IYZ,LTL,VOX,WBIF,XTL
-0.07587548353727708,-0.02657286352613783,-0.05889242319659147,-0.016261694738015267,-0.042295026645158516,-0.11688639151896152,-0.025837489979791097,-0.005235518201679429,-0.05121336326699577
0.07684222157489483,0.038538897180414436,0.046388525861007515,0.03378756364909243,0.024577560764131333,-0.007246343367918434,0.034010047243834864,0.004755083095639786,0.009869023734868742
0.0821115419345772,0.04715887791241698,-0.01725679712848713,0.033385957376926734,0.04160426858779058,0.1172352676986544,0.04246441492912248,0.010384397101206498,0.0031911215395221595
-0.03974717813799125,-0.004429801049759532,0.0015135835522131502,0.0010203131840831354,-0.01727239060326995,0.02026644124812889,-0.005297798598404404,-0.020918731540495655,-0.014910597712754466
-0.02916274122887513,-0.006673951530259136,-0.022369912893941853,-0.021233231324814687,-0.013548172828237807,-0.08311530020093179,-0.01100717931946854,0.0011149507374196006,-0.01755796358822744
0.05329465161537105,0.013064523435973979,0.0661719187790409,0.01839640487525136,0.02561240835281914,0.09834652347657144,0.015796785463771328,0.002690751139256119,0.06121589940760905
0.0082796021121229,0.0420043898894497,-0.004930362388589413,0.007327975668558542,0.055374556640812624,0.08370110148063997,0.03451960955384944,9.238937741232894e-05,0.04742574514944184
0.11587596838127726,0.03076372828790428,0.05013117445160566,0.02486891232435491,0.03532250073873371,0.0829839290130849,0.029837114652780612,0.004904232256866403,0.029938935565734976
0.021259240145248208,0.0027443846209302012,0.01859562938251861,0.019148131735367755,-0.0023186918159427057,-0.0017690454445377507,0.004312635392968098,0.0033151662601369762,-0.0014353953882235255
0.02802239945299027,0.0010264975258100053,0.01634889466372334,0.0034013044391487377,0.004647982465966011,0.0021047125254090885,0.003853780887274437,0.005506737031840648,0.007367254333424811
-0.012461103212716738,-0.004884948247392401,-0.03002689527828305,-0.006295332195179908,-0.01850616388584197,0.0,-0.009871739108453624,-0.002829554831737323,-0.010604087126799621
0.0070979543599406355,0.04102060286827761,0.009673881398139593,0.008446964765937289,0.05552606430723458,0.057655720671860235,0.04394396158809855,0.009152951049604705,0.03563032404272594
0.015661651663440482,-0.019867924471765296,-0.0038326187784060313,-0.00869832875151842,-0.013804217909083968,-0.0006309927980699251,-0.019739380029252133,-0.005895403670683657,-0.014320508496380138
0.02158811955015499,0.0057433684352202535,0.020060388097460444,0.014137094588692872,0.012695406718059871,0.011468726234349674,0.005986547677964377,0.00045606638726405213,0.004252177828209643
0.037735912462152944,0.008733724340153595,0.0008083152202102113,0.0046467162741251206,0.013500443474230014,0.014563641453211712,0.0034625769139626232,-0.00957603189667118,0.011115083853711872
0.02254548943071404,-0.004662034339449208,-0.033916711979408265,-0.008293508488497095,-0.010149161779097145,0.0007178131241380687,-0.0021565431148937034,-0.004350136904614679,-0.006979610687612207
-0.05263165603625811,-0.009702433354996477,-0.035943084732992986,-0.00707621578174396,-0.02082673357055614,-0.06844268464986293,-0.008645180556304026,0.00254359422276091,-0.03162882223135214
0.01276273054532355,-0.00033755072384635383,-0.006069233896958682,0.0051830792185704536,-0.0009815777213064438,0.03893537427220343,0.0053412931376192576,-0.00023062326626057555,0.004354855125224064
-0.033358025377986794,-0.017573588006859268,0.021808511387981712,-0.012568599075084622,0.008188844708869348,-0.003599438244912771,-0.014203571715491609,-0.0023070495592099538,0.00975617010271643
0.029908121314352637,0.014447821050292447,0.04524774282347727,0.017297719393673375,0.020142806575441177,0.04271155096686993,0.012648500561264249,0.014893523758004784,0.030237959701819857
