,FPE,IPFF,PFF,PFXF,PGF,PSK,SPFF
0,0.017408034685201655,0.021495982056388054,0.017405708637630413,0.022505899202167088,0.018566528932572084,0.02713259764235932,0.007447790109070061
1,0.015004393844176738,0.005389475722622181,0.017027889608909552,0.026738461621281184,0.01662722479024788,0.009519576031270861,0.017781712219706997
2,0.014822582920582658,0.04935452068889715,0.019134608276747303,0.01874094421122923,0.013625640455499953,0.03164489347561306,0.009581484175257534
3,0.01407144013605884,0.00859790832315939,0.012618775558587125,0.00628648117050336,0.017384016883170716,0.014338552406484234,0.0021829313069579746
4,0.009577490416021163,0.014457357820990028,0.006365406979098885,0.00760030755919356,0.007214514195940853,-0.004788195987853842,0.006820613891616929
5,-0.0019014834524583538,-0.011505437845678758,-0.0049522806305386064,-0.015517599099027665,-0.006040691019364014,0.004760557482387953,-0.0011586280325189113
6,0.010168214603807655,-0.0058202987065151274,0.01756805142631199,0.02998192660938932,0.01889654615662493,0.022596280985526067,0.011534164513702322
7,-0.015081468069704347,-0.02777728433257337,-0.008143961727965844,-0.014571076626270172,-0.008229731407287205,-0.01894051362555591,-0.00846877332907028
8,0.01771274444159479,-0.005959771682682164,0.0106404468172403,0.009245567202505411,0.01286598247960653,0.026126720463529263,0.002796311535009366
9,0.0047734868556091195,-0.010190590353065885,0.012414186718930928,0.021328636922676607,0.012210013774545884,0.014033527421432188,0.003544668035279072
10,-0.008151227070676099,-0.03393708249729683,-0.010526187199310404,-0.010533277513311748,0.003848184690360267,-0.022767949388191308,-0.01207144034993522
11,0.02108725617213037,-0.11454913122805811,0.027617888467339747,0.029602912090895016,0.018059688003760756,0.04796600652715378,0.01873221250205271
12,0.010164497456049967,0.050454334419094846,0.005005521308351228,0.0033397788388197635,0.0042158259558845185,0.0017848313865807773,0.0034130836149806306
13,0.004201070653382924,-0.03164272181071376,0.003476105708107677,-0.010765899585447951,0.010683251861260195,0.0017816800155501238,0.0036107913839874876
14,0.007309926477358917,0.06175650534713158,-5.500709984455119e-06,0.005277863695843551,-0.003409015017118284,0.002350106340414944,0.008385803711808238
15,0.001556165552904626,-0.010317409717285918,-0.0003706870267399102,0.009218737775250263,0.0019120925892310966,-0.003578279793840709,-0.010752181712491173
16,-0.008426667761483573,-0.05844558261016227,-0.010030781922719745,-0.027412534199613352,-0.0076537376666712615,-0.026038547581385435,-0.017989142128570237
17,0.013936555418195606,-0.07537822091386233,0.013551140298827492,0.002777704716571967,0.015979666547305888,0.03209002602543895,0.0014637992363262693
18,-0.007092053775086368,-0.0550687996086413,-0.00754023716709175,-0.006732093891834108,-0.0006454970485550139,0.0006794891173773724,-0.014144929560847237
19,-0.004038264863217255,-0.037653589370211384,-0.006623326461868222,-0.014132491980593284,0.004192981899244571,-0.009050134904055294,-0.019632213699851235
20,0.021428636766952464,0.041408000809403524,0.0216256348623812,0.011364344441622796,0.020621668144061224,0.03541255034922753,0.009761165990391927
21,0.004225062726669263,-0.023666638515559023,0.00726425437743586,-0.0019079421784537012,0.012374658627669137,0.007821060818629245,0.000955424233637031
22,0.0027842619323554313,-0.024043513802373667,-0.009397965482349632,-0.01510640842447252,0.01226938554667248,-0.00909084294213909,-0.014089554474872123
23,-0.006224994702294269,-0.08795858250173612,0.0024887324758367997,0.01721387996035081,-0.003429315980308251,0.017252951054393006,-0.0024358279584621883
24,-0.012335961662588404,-0.009033918357282433,-0.0038994366996461583,0.013506352556749745,-0.005407505824639226,0.0022411641948394674,-0.004629285921731771
25,0.01830707792566675,0.1352646720247694,0.02318249689039732,0.03692560606286446,0.02244465130202126,0.007826574902374244,0.03643042490359357
26,0.018974995724376956,0.08417828561824166,0.009030736531537388,0.014500502869313097,0.006001751075300638,0.013697420274010544,0.024211483127543176
