Name,Riskiness R
DRN,[4.78110726e+11]
DRV,[4.06657762e+12]
DRW,[9.54963289e+10]
FFR,[6.18951074e+12]
FREL,[1.6995292e+12]
FRI,[4.11360978e+12]
GQRE,[4.98782344e+11]
GRI,[1.01363365e+12]
ICF,[9.18170697e+11]
IFEU,[4.42126436e+11]
IFGL,[1.17968077e+12]
IYR,[5.08708539e+11]
KBWY,[2.22652927e+12]
MORL,[0.70712717]
MORT,[3.79696695e+11]
PSR,[7.79449937e+11]
REET,[9.88147592e+11]
REK,[4.21201005e+12]
REM,[1.49762226e+11]
REZ,[4.71984587e+11]
ROOF,[3.30625641e+12]
RWO,[3.24164382e+12]
RWR,[7.58120762e+11]
RWX,[7.63593843e+11]
SCHH,[1.283466e+12]
SRET,[7.98080217e+11]
SRS,[4.29377508e+12]
TAO,[0.38889282]
URE,[3.66966289e+11]
USRT,[1.53358369e+12]
VNQ,[1.59809176e+12]
VNQI,[1.10008803e+12]
WPS,[9.92129212e+11]
WREI,[1.98958369e+12]
