,Date,FPE,IPFF,PFF,PFXF,PGF,PGX,PSK,SPFF
0,2013-12-01,0.028556975235141058,-0.007078437919061156,0.05325499452134299,0.05091059078235609,0.03056619480173938,0.03766189325886423,0.06859673303240002,0.02821224719038699
1,2014-01-01,0.017408189457813823,0.021496530692725314,0.01740532434853644,0.02250620137292592,0.018566619880203174,0.018391273493704584,0.02713254260397576,0.007447649433891041
2,2014-02-01,0.015003979266068515,0.005388585604471986,0.017027791763734212,0.026737590697109542,0.016627235758088076,0.02031847647378987,0.009519416199302185,0.01778189084107692
3,2014-03-01,0.014822594124504648,0.04935486020215355,0.019134948550827296,0.018741232523710096,0.013625523012711856,0.01643718024339025,0.03164498133718203,0.009581643501502831
4,2014-04-01,0.01407192738646006,0.008598357111270936,0.012618432608508976,0.006286730531328033,0.017384255983261272,0.014184930033481213,0.014338423668705807,0.002183176727131119
5,2014-05-01,0.009577622168987013,0.014457167829959618,0.006365967249409029,0.007600495476157569,0.007214309678040339,0.010661246767480979,-0.0047877745909005644,0.006820586058087624
6,2014-06-01,-0.0019014923529786201,-0.011505396158194283,-0.004952227528128285,-0.015517980401141147,-0.006040963190192231,-0.00931761443656512,0.004760100935682257,-0.0011586754211449608
7,2014-07-01,0.010167595924023241,-0.005820713558116257,0.017567428138190132,0.029981788728228813,0.018896765555925357,0.02104453356015559,0.022596418468153863,0.011534185357726968
8,2014-08-01,-0.015081847089727476,-0.027777299155223197,-0.008144067122335822,-0.014570557736345203,-0.008229717035409258,-0.007996972099127994,-0.01894043910724345,-0.008468798296949822
9,2014-09-01,0.017713509415401174,-0.005959258117322762,0.010640415662677384,0.009245461213509394,0.012865984497283989,0.014908304244868865,0.026126890975151675,0.002796313830458862
10,2014-10-01,0.004773863541929228,-0.01019050230963541,0.012414807963419802,0.021328708025397384,0.012209518810991728,0.012572463024395355,0.014033020830494245,0.0035446288527358595
11,2014-11-01,-0.008151933497453166,-0.033937147802559194,-0.010526234226987438,-0.010533146155046027,0.0038484562134149594,0.004263013890713432,-0.022767158723788566,-0.01207149040532405
12,2014-12-01,0.02108713665495365,-0.11454947594173151,0.02761837303488647,0.029602463761170154,0.018059923544603534,0.015955838117170034,0.047965624041800325,0.018732192716558477
13,2015-01-01,0.010164359700369654,0.05045380211199362,0.005004868215426127,0.0033396341137780132,0.004215739420625829,0.005665196147926821,0.0017850642684104205,0.003413121142626242
14,2015-02-01,0.0042016428989303765,-0.03164200224043376,0.0034763469364680103,-0.010765708096594266,0.010683386339189097,0.007667372419459269,0.0017815647032368295,0.003610941743805805
15,2015-03-01,0.007310067813393929,0.06175713819506685,-5.898288259304993e-06,0.0052781342064918075,-0.0034089098571886693,-0.002504921957173037,0.002350038245907721,0.00838564292214971
16,2015-04-01,0.001555904451456019,-0.010317892353870182,-0.00037044657032759003,0.009218299179822356,0.0019120365302039235,0.00017569988982486006,-0.0035788448222801787,-0.01075201286451425
17,2015-05-01,-0.00842667071411747,-0.05844602861083066,-0.010030896978135709,-0.027411965332477188,-0.007653573597740948,-0.008638934074341412,-0.02603813021136114,-0.017989388207068344
18,2015-06-01,0.013936315837734005,-0.07537769524515857,0.01355132895753099,0.0027768833683346618,0.015979151267717775,0.01683415817392933,0.032090194011482005,0.0014636279160149862
19,2015-07-01,-0.007092078994670723,-0.05506925136960657,-0.0075407804924598,-0.00673159880928291,-0.0006452854137309436,-0.002450368606677373,0.0006795098700092218,-0.014144427112044177
20,2015-08-01,-0.004038311821674288,-0.037653503779768276,-0.006622805661948267,-0.014132550516020128,0.004193000111452667,0.004331684277335395,-0.009049900011541268,-0.01963228090853626
21,2015-09-01,0.02142897106250671,0.04140787052545831,0.02162526881458684,0.01136456483926397,0.020621891146131045,0.02081545702590924,0.03541209418114983,0.009760980058938391
22,2015-10-01,0.004225041959916575,-0.02366654313840818,0.00726423727386442,-0.001908303335979532,0.012374591923588718,0.008871808608667604,0.007820947152429002,0.0009555675050899909
23,2015-11-01,0.002783978610234111,-0.024043279227101224,-0.009398072021483213,-0.015106287581264638,0.012269208590960185,0.010257746053313614,-0.00909062454958186,-0.014089977915852774
24,2015-12-01,-0.0062248367171021165,-0.08795847029632382,0.002488813040473273,0.01721379994196542,-0.003429319203218634,-0.003742903702370303,0.01725279552031062,-0.0024352139180912153
25,2016-01-01,-0.012335892247379937,-0.009034290662132214,-0.003899042254758286,0.013506400242668451,-0.005407194512528939,-0.0026218175355342322,0.0022411674900515936,-0.00462966580073046
26,2016-02-01,0.018307015991755094,0.13526463012938242,0.02318241807778912,0.03692552724568699,0.022444339325527158,0.01945509716657955,0.007826807470222135,0.03643045350787559
27,2016-03-01,0.018975032228329324,0.08417881801550524,0.00903044408735639,0.014501028678668464,0.0060022757230649695,0.008980478710002626,0.013697547767760868,0.02421167109426272
28,2016-04-01,0.014903553591253213,-0.04678164092152234,0.01571652238532202,0.011899846263259392,0.014567525316636598,0.01365207158314046,0.01590092092810106,0.005865580237227963
29,2016-05-01,0.0011807700126515671,-0.055718750443422206,0.012024123880680348,0.022677836791485644,0.014954277737099956,0.013408527625546328,0.0017391862753033426,0.0076169015803249085
30,2016-06-01,0.03209636154426103,0.04339368553672957,0.01405897318587462,0.01292805257449493,0.014537486405402656,0.013530446070663248,0.021944838164162334,0.024664763711310017
31,2016-07-01,0.009951525546319177,0.02075022859392291,0.00014224573552715046,6.857341711240741e-05,0.0055987957641255946,0.005900428815097429,0.0017225184590663849,-0.001172140020624929
32,2016-08-01,-0.0002729554186424348,-0.009671355397896693,-0.01056232574396114,-0.006296771596708212,-0.013735147494101844,-0.012407953414056441,-0.02235591773797961,-0.01449474363942548
33,2016-09-01,0.004040987276756647,-0.024295297195100384,-0.00970117296465461,-0.024096352752134193,-0.007149810812354748,-0.005295801825281308,0.0032463663906894024,-0.015604584404421008
34,2016-10-01,-0.031783222552469424,-0.008339094647142482,-0.03363025454894927,-0.03759648280059615,-0.038720418277677186,-0.04304175609637886,-0.04732306655150554,-0.018232306755165087
35,2016-11-01,0.01366653125132616,0.019628923484009308,-0.0026203372957415995,0.0008271771959402389,0.0014042686568320826,0.0021754030842626184,-0.021688085160234346,6.221390375029095e-05
36,2016-12-01,0.019046424723388862,0.08526390639439843,0.034522381675553,0.03445534666886072,0.02789464322124674,0.029207130893123937,0.05196194626973759,0.030793311701080604
37,2017-01-01,0.019638026052403893,0.0005897859407086331,0.0157480545014887,0.01773962198381532,0.019348786665868152,0.019288217695725206,0.018488566925194787,0.009977345912362899
38,2017-02-01,0.003083285357367936,0.02611409835757799,0.005038222053210273,0.0030096967339941602,0.006102167886755926,0.007477823371625686,-0.002496096040639486,-0.0005179401008204903
39,2017-03-01,0.015394822315064359,-0.012483308312081139,0.013009788062991185,0.009658840579263054,0.016220407172816174,0.013572033152173693,0.044251075793193886,0.0001964409396944089
40,2017-04-01,0.012129373846071214,-0.002252748369737534,0.005732976416226618,0.007277401014204134,0.011226407851878449,0.011418496303832775,0.01118293411997898,-0.011316551073916355
41,2017-05-01,0.011676366679544085,0.06141539935213539,0.00810301437138887,0.003432622228507541,0.009137780646180128,0.008742369487097295,-0.005308311844015817,0.009652227252779512
42,2017-06-01,0.012706654928611168,0.04504463568406618,0.006709999837978822,0.004979936511518945,0.0033799465069103444,0.006715950313453055,0.019701821792422393,0.012086203186020428
43,2017-07-01,-0.00019722678704010743,-0.011494722582751374,-0.0005410077388446234,0.005881558110789887,0.0017898764330608712,0.0007329539804560261,0.0011049587014135998,-0.008215941973797573
44,2017-08-01,0.003990076291618271,0.01246036030860139,-0.001643716233667204,-0.00039573961141990303,0.0012711586016656705,0.0013356794022275657,-0.013026935051662933,0.0010236588911291043
45,2017-09-01,0.007693431879534492,-0.00267644212842214,-0.003729566892022852,0.001376746358496535,-0.0023969104328499377,3.870947743894456e-05,0.014101206904597855,-0.015575320340337774
