Name,Riskiness R
Alternatives ETF List (35),[0.06819139]
Broad Asia ETF List (44),[0.14141892]
Commodity ETF List (125),[0.25228003]
Consumer Discretionary Equity ETF List (31),[0.074098]
Consumer Staples Equity ETF List (26),[0.06598231]
Crude Oil ETF List (22),[1.34153084]
Currency ETF List (36),[0.44229046]
Developed Asia Pacific ETF List (108),[0.03929503]
Developed Markets ETF List 1 (100),[0.05803961]
Developed Markets ETF List 2 (100),[0.06192887]
Developed Markets ETF List 3 (93),[0.09118236]
Emerging Asia Pacific ETF List (114),[0.1034928]
Emerging Markets ETF List (79),[0.19674495]
Energy Equity ETF List (80),[0.09705677]
Financials Equity ETF List (51),[0.05288046]
Global ETF List (72),[0.0868476]
Gold ETF List (17),[0.54853018]
Healthcare Equity ETF List (49),[0.07809671]
Industrials Equity ETF List (37),[0.05141952]
Investment Grade Corporate ETF List (50),[1.20564585]
Junk ETF List (43),[0.03325939]
Materials Equity ETF List (62),[0.08936002]
Municipal Bond ETF List (29),[0.23981976]
Preferred Stock ETF List (12),[0.0495937]
Real Estate ETF List (48),[0.11215906]
Target Maturity Date Corporate Bond ETF List (24),[0.21687585]
Technology Equity ETF List (75),[0.04996003]
Telecom Equity ETF List (10),[0.14704851]
Total Bond Market ETF List (82),[1.95571359e+11]
Treasuries ETF List (51),[0.2209554]
Utilities Equity ETF List (24),[0.08994385]
Volatility ETF List (18),[0.65677946]
