Name,Riskiness R
CQQQ,[0.34701365]
FDN,[0.14227238]
FTEC,[0.10108454]
FXL,[0.15531284]
IEUS,[0.23742974]
IGM,[0.09918251]
IGN,[0.15294886]
IGV,[0.1086111]
ISRA,[1.69932381]
IXN,[0.10674939]
IYW,[0.11163952]
KWEB,[0.3269778]
PNQI,[0.17142951]
PSCT,[0.11125769]
PSI,[0.11707121]
PSJ,[0.12107833]
PTF,[0.2802537]
PXQ,[0.17263552]
QQQ,[0.10087561]
QTEC,[0.10501875]
REW,[6.68886321e+12]
ROBO,[0.42100781]
ROM,[0.23113763]
RYT,[0.09893711]
SKYY,[0.11752788]
SMH,[0.10960624]
SOCL,[0.27610364]
SOXL,[0.38967113]
SOXS,[1.607395e+13]
SOXX,[0.13168518]
SSG,[1.59205742e+13]
TDIV,[0.13294668]
TECL,[0.28276155]
TECS,[7.59751166e+12]
USD,[0.24313055]
VGT,[0.10376135]
XLK,[0.09060169]
XNTK,[0.11428231]
XSD,[0.12877799]
XSW,[0.1408148]
