CBND,CORP,GSY,ICSH,IGHG,IGIB,IGSB,LQD,PFIG,QLTA,SLQD,SPIB,SPLB,USIG,VCIT,VCLT,VCSH
0.004133884815907839,0.002988650430908811,-0.0003979086057541283,0.0005986519521524196,-0.006388611943469545,0.0028540484111994548,0.0013282962054046727,0.008494969448241064,0.006410405081571896,0.004370414942849157,0.0013943203185290485,0.006811135767408303,0.003932504664802892,0.004341507408488138,0.005601441967170073,0.008204572559132142,0.0033792280482069447
-0.0050664625030143505,0.004484051734339236,-0.0007961992177617316,0.000997870148770197,-0.005564549427146139,0.0013766628249677882,0.0003792447381119448,-0.002406668790228303,0.005971523579017435,0.00019788656416635543,0.0011935239529631471,-0.002353242277175639,-0.002611615033433646,0.0,0.002014356185922515,-0.006277815047516887,0.0007488488749346744
0.0008931711773311533,0.0011901909081291821,0.0010256472959904244,0.00021970149193038292,0.01426723945988525,0.002024196323460524,0.0005972791393985276,0.0043820858438904705,-0.004353101390065992,0.0017539295642145394,0.0008362823903535482,0.0029482514165621626,0.007690959039166166,0.003477397478657161,0.002649733204176677,0.0004796285908981224,0.0005630156662884909
0.00478327837599932,0.0010886706802385794,0.0007966040481664332,-0.0011960427771496385,0.00135308048491831,-0.00027502536272765697,0.00037910347374109664,0.0006881877524604887,0.004779736347858842,0.0005930515803109747,-0.001390912344584232,0.00029381647817764133,0.003391190139073373,0.0014704988232513685,0.0004731889336712344,0.005165845687689122,0.0002502145752982888
0.005712450733905404,0.005341560415950071,0.00019899249381551874,0.0013971637247741945,0.006511245662880874,0.0038518407949591077,0.0007572334728008093,0.00877030484329435,0.00435984338957404,0.006720625437352425,0.0007960079202371451,0.004408020284231936,0.014297073563304643,0.006974843631000568,0.007211200724841969,0.014482440584261869,0.0022447513361718826
-0.006942689361295789,-0.0045954737592360465,-0.0005964461709176537,-0.00019941010772098016,-0.0017092452781485366,-0.00639493888771763,-0.0020812682759460714,-0.012785455094740108,-0.005919310297842664,-0.00824640045053713,-0.002385424425482696,-0.005851433412995116,-0.021271671800468864,-0.008931781622209988,-0.01009301680088003,-0.020262809374694404,-0.00473011611084745
0.006697740213748166,0.006045408327748432,0.000847493787348783,-0.0017152520263551694,-0.003904469862143039,0.0050260304176893795,0.0009470331226328754,0.007717987975821847,0.003969750106222924,0.008275685948795032,0.003528062045935604,0.002648326610836381,0.01337431032258395,0.007269842141581988,0.00976820521007393,0.016624208488794784,0.002110244559836832
-0.0044318034535958855,-0.00561496144085686,0.0,0.0007992975820876827,0.008863827536492053,-0.0028421504806896165,-0.0008535347654579818,-0.0006016850187825024,-0.003165644642641359,-0.004131053154883835,-0.0035781030536943146,-0.0029346860583779584,0.007263243721337518,-0.0015562710130470909,-0.005297700821429969,0.0013923261291634225,-0.0017497294405946695
0.006677448285042852,0.007826360009167409,0.00019907672767846654,0.0011977768539199432,0.003903986542218122,0.0013791751990034295,-0.00018940156080795824,0.0055890234938140325,0.003576973940192701,0.003950459238779188,0.0019947198656285,0.0011773047838727494,0.009013489848628941,0.0044925907634102225,0.0043790833138759025,0.009269147666358541,0.00024992987184943284
0.0,0.0001961866146953644,-0.0005965036314559152,-0.00019979643924944348,0.0017012389279554426,0.0005508165435585417,0.0,-0.0010262662375232594,-0.0003956940294112353,0.002164931513813158,0.0007965709110379415,-0.0011759203671989928,0.002552401388388833,-0.0012783166073235713,0.0014140007743697494,0.0008036456616980201,0.0007509224596547698
0.010737971681711724,0.008870297020899922,0.0016069933320014768,0.0004792515239773154,0.000728793433789977,0.006950549933118077,0.0018797782694934039,0.010897178092195335,0.00673501441346991,0.009261760864627364,0.0044026680591771825,0.0041210922984445215,0.01559113010805304,0.011316048297745443,0.009428101820040013,0.017603123074428982,0.00511137246270162
-0.004074012717655797,-0.004786277460325806,0.0,-0.0017950200469796953,0.0007293605278739138,-0.001734994488251465,-0.0007586349251636623,-0.0025473081410743326,-0.005509498072240828,-0.005651800259391738,-0.0035692380653792187,-0.0017590172532892302,0.002264448892982071,-0.004077542934282554,-0.0038578930949895313,-0.00033989463069196494,-0.0017449033878205974
0.009125584879649429,0.004711483852160921,0.0,0.0007989786406320022,-0.000728828948807082,0.0010978264857173126,0.0006640781436260718,0.004086087439185277,0.0047508375011105644,0.002744261662412497,0.0015919714509598356,0.000587115262699288,0.007532081852005212,0.004094237362912975,0.001642908269634578,0.010641146564451635,0.0004985560491400376
0.0018705693709861481,0.003419398316376053,-0.0005964007125934262,0.0009984715400122343,-0.00583349746870387,0.0003652305431585061,0.0,0.005172370780622029,0.004341235498864632,0.004300207320573869,0.0005959749733702648,0.002935518313606711,0.0089711246523628,0.002447034271041645,0.005154616543313318,0.007952535394934799,0.00012542969140842794
