EMIF,FUTY,FXU,GII,IDU,IGF,INXX,JXI,PSCU,PUI,PXR,UPW,VPU,WBIC,XLU
-0.06464643866959045,0.029302924898417525,0.02050845010833549,-0.02356499401550888,0.02584778036199243,-0.02543338581097328,-0.05803571145700346,-0.017386150731691568,0.04177510207691492,0.00936574582298861,-0.02362229154718276,0.07238274371185363,0.0259622607995944,-0.006918390701024457,0.042826089446188
0.026775748200939545,0.02824116201711882,0.015278963476946869,0.002681538778877889,0.03005664666324072,0.018139167550120988,0.06717309198377318,0.009965467153364476,-0.0023799965092417964,0.03261180701345095,-0.010197320486830648,0.05442335851515484,0.030253715826551387,-0.054364911698550525,0.013537459629082406
0.020483296731726813,-0.06025648615437389,-0.02512964965391156,-0.003085825898254837,-0.05998682979397151,0.0007097288659394745,0.038604341312116576,-0.0348368908578332,-0.019939160587875503,-0.056425096133743385,0.038135606414048014,-0.12159262028233404,-0.059380448297519074,0.03316438170613413,-0.06142331469003165
-0.01587801766041986,-0.021828038041427376,-0.032733094136076626,0.0022699340129989872,-0.016283514752038094,-0.010874738366588716,-0.059328193547697035,-0.03066974754850817,0.0061807484129374505,-0.006983977674738743,-0.015238159634335053,-0.031339359909250124,-0.015146894690793887,-0.024532370400733125,-0.017687421528252055
0.11050243477082272,0.009133116765728451,0.01947860760909957,0.03685404570722661,0.0017016966782230512,0.044694056875606236,-0.04483279990619126,0.01872585059676813,-0.011467560998099707,-0.00844995669857523,0.11108043680721284,-0.0013199890779391752,0.00602044075811066,0.01892065031515766,0.011954773824531115
-0.038103053546543,0.003512338209094861,-0.005035570427214776,-0.010325674933961849,0.00396198534845032,-0.013498086978577895,0.029435194723712043,0.012465581556493473,-0.0023377622355562114,-0.009333358226393432,-0.007709556459380262,0.01910277238098949,-0.0003104412303882678,0.0193039506541812,0.0006724837595287696
-0.054146710994465226,-0.06755349186825416,-0.07212151579389971,-0.06420547752808989,-0.07031388343241624,-0.057977840862732326,-0.04327661359674328,-0.07470780779247937,-0.0413953436753249,-0.06819212156992804,-0.09749384636486423,-0.13184495522764078,-0.04512533840915653,-0.004194108420190847,-0.029569888331742462
-0.039326282796712686,0.06283318527473007,0.05659559785107324,0.005360205946831172,0.0679685128922221,0.017325522293321027,0.006461942334170777,0.044880514208389635,0.04526063562289034,0.05929613059066235,-0.08511042970674706,2.4265627170395043,0.03750613426975275,-0.009150495815024256,0.0069910016660915605
-0.0903616150296908,-0.03348778240793961,-0.032523911206756434,-0.05097033591320834,-0.035306890117709176,-0.05292815093913293,-0.1284108633835246,-0.04683794315398484,-0.030049729711575626,-0.032922179314337004,-0.06898657616530365,-0.05677271224299105,-0.03595519601001308,-0.05551593833550721,-0.0104093780280557
-0.04914593840391068,0.016218248799707822,0.014343414661248674,-0.03752804494382022,0.020332723911841023,-0.023803362670429352,-0.00920814164567582,0.002717368659420289,0.017510626546954858,0.031205825024329118,-0.04524587489438449,-0.6609833000022434,0.017390450906526054,-0.004698560450769563,0.0119214884728163
0.06634892134871022,0.02895079708447252,0.03299487258774863,0.057903312729240576,0.025526840773544057,0.042936492978642216,0.010223061894083004,0.03184281914730856,0.1284943596992653,0.03964486137679851,0.06047054760793246,0.05448501340180192,0.029257804963427732,0.006370228917929138,0.020165966755220872
-0.030250944398328705,-0.021692789689284567,-0.02801743873062652,-0.04303685625608357,-0.019774092503010838,-0.041423095719171237,-0.03127876331149087,-0.03042241257216925,-0.006669840260512381,-0.012005437381828608,-0.03813554634977751,-0.04270537931336159,-0.021301310128976104,-0.006916356422311818,-0.02125730673703211
-0.033675952300974324,0.013813180360082215,-0.007095485873495707,-0.041974168773658484,0.0032538339624057907,-0.04718963396795685,0.002849024959583255,-0.006320519330034219,-0.012709819607274448,0.008550924713484034,-0.07319553262161038,0.04166654383346879,0.012067846963979709,-0.032367312835226564,0.010742911346161071
-0.04398959470249792,0.054766374971745455,0.032268381251273764,-0.01251807865868837,0.06550814832354172,0.01668366567115297,-0.10264276841984517,0.022489731940027256,0.038462321639864426,0.0582274959529935,-0.08914144917490435,0.09481084117677448,0.05684313259627353,-0.04843236638205765,0.0603010516982264
0.01236475491795342,0.017495644020236876,0.0424507161799508,0.005119453924914523,0.017494341905207492,0.0027863504174626113,-0.06922267167572715,-0.006442946298286874,0.014137666176035481,0.019206230950945574,0.013290328998355385,0.04755154086200177,0.017795439261478134,-0.005762893209272386,0.019374726669582062
0.12786251446860966,0.07316246790218214,0.09068028033030194,0.0914382731021102,0.07398407532183618,0.08613487058609261,0.17734549232434202,0.07468693929590914,0.04460938147698232,0.0628139632926437,0.15500801880571508,0.15704102201974726,0.07433308981014349,0.01825977747669613,0.07170602758565846
0.009475558324131104,-0.012327325857327643,-0.01869449384780333,0.019777755555555623,-0.013770918508308451,0.022512308853333867,0.02332366283546524,-0.004369600408456096,-0.01583096667355826,-0.007994621685355028,0.05031836285594934,-0.04133273400181666,-0.012854788619547692,-0.01552241302161994,-0.016856415815591566
-0.02246057359522701,0.016025702961699927,0.007489150640473305,-0.0006536936294116325,0.0156921266062944,-0.0037528938169728134,-0.002849108413933437,-0.0014628840736838234,0.02691706932910656,0.028662322233654905,-0.0709127440562769,0.03797622497856098,0.016314276509454276,0.003913764961137361,0.015076514375481078
