EMIF,FUTY,FXU,GII,IDU,IGF,INXX,JXI,PSCU,PUI,PXR,UPW,VPU,WBIC,XLU
0.021261985163284047,0.06813862731245315,0.05751166471312043,0.017880483692095925,0.06740933437864145,0.016072236493269932,0.06285727506763525,0.032649665815187794,0.08832605449072617,0.07894735072862674,-0.002473416458319238,0.1522162213543053,0.06859538358425014,-0.019086113782143727,0.06754826751843537
0.05424722196929373,0.0002955532492986313,0.02169735826767901,0.02742071550985441,-0.0025231751399060537,0.042454366131592834,0.07526877768596048,0.004864248074584453,0.0008507407222517339,-0.0062432980671561465,0.09661205727653374,-0.01900879902260743,-0.0013780642158947912,0.04958661106813572,0.0014473463329820245
0.014935122389461784,-0.05535708044326127,-0.051020250379460536,-0.02543780286567576,-0.055534247742488614,-0.017341179601362743,0.0,-0.05062529041446994,-0.07500002307078027,-0.07122107656692793,0.0006488722185062969,-0.10944929747897766,-0.05428257666873505,-0.005456442298080772,-0.05544891301075585
-0.018234028135880702,-0.003465619397455277,-0.0042243592297094325,0.02652969505649572,-0.0017916232142087742,0.018627453643092876,-0.007500015117817748,0.009560229445506751,-0.0002198978473881515,0.012128456318907032,-0.00032412388783544107,0.010941432707414284,-0.003354636534319766,-0.013398429100717871,-0.004875155205741146
-0.017921204831703494,0.01691248357634845,0.016141130970737688,-0.034597749062109134,0.015409125506365747,-0.0322425299119757,0.01595313082377874,-0.011363636363636494,0.012521284548190726,-0.0006518093326589545,0.017418105016774516,0.014901793714488097,0.01752846335033986,-0.00929392981039225,0.017588056611363426
-0.05573989670083025,-0.043601014684613776,-0.017563931685251992,-0.036701230569948194,-0.04952657080326057,-0.04077567877031773,-0.08842980270680052,-0.06492124308216257,0.06105858344920977,-0.025341196634778768,0.014138725416669771,-0.08712947414144982,-0.04540403909156262,0.06872776322775169,-0.054218209149250296
-0.016514396091833115,0.0364053896228972,0.03886506416654451,0.00918870482269613,0.037292526407218085,0.011923240101038709,-0.042611111571953665,0.017527908035511054,-0.009935768553844357,0.024799931313060783,-0.028516987005902175,0.06299404645717888,0.03873057088118035,0.005541452100136706,0.038930422783718895
0.03784541986505845,0.021689430853173763,0.02823231434261936,0.010881656914982534,0.02227830047091077,0.03134677238851743,0.1594465643913456,0.010738232421963466,0.05461687075401493,0.03330583654343839,0.09245007188231537,0.030712095699455003,0.020603967177243037,0.010220735802396852,0.022364475278524875
0.04110058049063938,0.048437295611915065,0.020565584018795692,0.028998242530755718,0.049282545538931466,0.027442046467406896,0.03451173476802745,0.042939331562638336,-0.00250258807246277,0.04416269994861938,0.05291483669797012,0.11177756789713107,0.04951038690480729,0.0025904851720639174,0.05266351846593919
0.06155906608412622,-0.007153379631920008,-0.014393780011439926,0.04269854824935952,-0.007956671181160536,0.03700078316099037,0.06346623743860726,0.023556897783465508,0.017771072289141397,0.004413420275294742,-0.0019875873423973464,-0.01641912997084988,-0.008713257540858325,0.0072432058362376485,-0.008885325666145943
-0.006618307643549777,0.014670211310282762,0.00915739346680196,0.0069615069615068855,0.014042406273850248,0.014650302721527071,0.05202754363546671,0.0008293593199254874,0.06368125382210353,0.01473047897151371,-0.005120868817498263,0.011101765723297585,0.014952626998680012,0.01868190436151764,0.015258261800798343
-0.0012690336246290244,0.039344374002148484,0.020378539823412218,0.0422935746238309,0.04092535050600368,0.040055844889558566,-0.0196364049797856,0.06090737518127201,-0.010428609522480791,0.025790065611048026,-0.02173295743163973,0.10163349357699604,0.040042201011690634,-0.022644627557790196,0.04139261015403706
0.0181066820761438,-0.03154588854429261,-0.031027211014255138,-0.015996859773580226,-0.03359354008756402,-0.01545008817496195,-0.016320364036002042,-0.04256981141514974,0.00878205911450196,-0.02620398265643984,0.013738674285335912,-0.07516471707315169,-0.03103797859340741,0.009253239408771223,-0.03491824306231188
0.057627713444736724,0.034338369677138575,0.024233482135551473,0.034099941199443644,0.03306968954974382,0.04655802016252342,0.07843132124537344,0.026106506753141138,0.007932015847125233,0.03114738515844645,0.027763081780532533,0.0575508780824349,0.034249559484700105,-0.013818344893163564,0.03255941419939385
0.0023760928854219482,0.029140219817989487,0.014476908066362284,0.01706286426380374,0.030666750375076306,0.016788147189144308,0.010489516477654014,0.03458552902831387,0.047408841132658815,0.0316501026466295,0.02845068908387109,0.06592025855622101,0.028987914677213938,-0.031311679717915264,0.032882370596984484
0.0014815494072282285,-0.031959576876868845,-0.03603276826762972,-0.02016963280244365,-0.033100448928538966,-0.016728278884995538,-0.021453242822761037,-0.026128722884317432,-0.017225627108854502,-0.03860756222633982,-0.00629973425074214,-0.05312185288337888,-0.032397092189459825,0.014602281384093453,-0.03492814675231623
0.005621224818750022,0.04778085628350009,0.02069958223672676,0.007310523278183919,0.04722402724965286,0.006186520770546644,0.10396033459118953,0.028210693000802776,0.041433840876936766,0.044061169286605584,0.030101156655771795,0.07509321851846971,0.0476183640114237,0.00827095198477993,0.04694453496900049
-0.04354234971264659,0.016703750825279036,0.007661461092563155,0.016042780442269346,0.018160736489186757,0.01690829433510841,-0.04228062676209589,0.01458177311169941,0.029786386005026026,0.029381372229804293,-0.020463010811241227,0.045134687744076515,0.01870633206420874,0.031048222232037712,0.026850502497744698
